maz,taz,PUMA,geometry,index_right,COUNTY_NAME,COUNTY_FIPS
10054,553,01500,POINT (-13624711.89072917 4542269.6419760855),21.0,San Francisco,075
10055,39,01500,POINT (-13624656.982137863 4548442.928143389),21.0,San Francisco,075
10056,288,01500,POINT (-13624110.29903605 4546779.541557305),21.0,San Francisco,075
10060,84,01500,POINT (-13624633.600452917 4546068.184264119),21.0,San Francisco,075
10062,117,01500,POINT (-13624595.077918768 4541123.209066611),21.0,San Francisco,075
10063,188,01500,POINT (-13625616.13656112 4540326.8112248555),21.0,San Francisco,075
10064,294,01500,POINT (-13624782.332531525 4538543.894449152),21.0,San Francisco,075
10065,294,01500,POINT (-13625116.822021345 4539843.125520254),21.0,San Francisco,075
10071,438,01500,POINT (-13630014.574761435 4550174.043776771),21.0,San Francisco,075
10072,438,01500,POINT (-13629882.54848555 4550530.43768523),21.0,San Francisco,075
10073,461,01500,POINT (-13630335.42812455 4549801.732277527),21.0,San Francisco,075
10074,471,01500,POINT (-13630274.012571538 4549418.119192947),21.0,San Francisco,075
10075,471,01500,POINT (-13630070.971455466 4549314.434269041),21.0,San Francisco,075
10076,471,01500,POINT (-13629864.534844892 4549212.979483861),21.0,San Francisco,075
10077,434,01500,POINT (-13629150.598103011 4550648.144650215),21.0,San Francisco,075
10078,478,01500,POINT (-13629828.261518978 4548954.139230451),21.0,San Francisco,075
10079,398,01500,POINT (-13626669.360618513 4550392.264524959),21.0,San Francisco,075
10084,366,01500,POINT (-13628728.768816553 4552048.056445136),21.0,San Francisco,075
10086,404,01500,POINT (-13625513.581513895 4549922.956871538),21.0,San Francisco,075
10087,401,01500,POINT (-13625420.359542845 4550590.508988458),21.0,San Francisco,075
10094,420,01500,POINT (-13630390.80528338 4545489.250656891),21.0,San Francisco,075
10098,490,01500,POINT (-13634142.468514066 4545944.023410097),21.0,San Francisco,075
10099,489,01500,POINT (-13634635.372500658 4546184.308146964),21.0,San Francisco,075
10101,281,01500,POINT (-13633937.997057639 4544375.680156223),21.0,San Francisco,075
10102,491,01500,POINT (-13634125.44362983 4545680.156983315),21.0,San Francisco,075
10104,6,01500,POINT (-13629058.131188449 4546069.426122356),21.0,San Francisco,075
10107,563,01500,POINT (-13627907.232559683 4546850.204070888),21.0,San Francisco,075
10109,570,01500,POINT (-13628103.61040649 4546084.840675368),21.0,San Francisco,075
10110,20,01500,POINT (-13627812.764432408 4545948.957981969),21.0,San Francisco,075
10111,21,01500,POINT (-13627775.919035707 4545713.461043496),21.0,San Francisco,075
10112,18,01500,POINT (-13627786.376316786 4545032.63674634),21.0,San Francisco,075
10114,52,01500,POINT (-13629934.369701074 4544829.416578119),21.0,San Francisco,075
10116,52,01500,POINT (-13630121.933398053 4544600.59773876),21.0,San Francisco,075
10117,535,01500,POINT (-13634865.467619585 4540092.302995724),21.0,San Francisco,075
10119,454,01500,POINT (-13631700.382411918 4540344.268112214),21.0,San Francisco,075
10122,42,01500,POINT (-13625639.03395122 4541772.057126112),21.0,San Francisco,075
10123,619,01500,POINT (-13624982.109603854 4543233.794639507),21.0,San Francisco,075
10124,98,01500,POINT (-13625397.46544766 4542628.938687078),21.0,San Francisco,075
10125,98,01500,POINT (-13625189.793279326 4542479.95466811),21.0,San Francisco,075
10127,38,01500,POINT (-13624756.28815966 4548950.516409885),21.0,San Francisco,075
10128,419,01500,POINT (-13624579.085264532 4548876.2027671365),21.0,San Francisco,075
10130,188,01500,POINT (-13625452.692935718 4539817.842145894),21.0,San Francisco,075
10133,143,01500,POINT (-13635918.357752027 4545581.888258019),21.0,San Francisco,075
10137,361,01500,POINT (-13627746.299475791 4548880.454662707),21.0,San Francisco,075
10138,564,01500,POINT (-13627146.771723032 4548039.981006949),21.0,San Francisco,075
10140,1,01500,POINT (-13628128.668221328 4547074.882420584),21.0,San Francisco,075
10141,522,01500,POINT (-13629612.600899301 4547637.542492897),21.0,San Francisco,075
10142,522,01500,POINT (-13629655.865177987 4547899.618246643),21.0,San Francisco,075
10143,379,01500,POINT (-13629697.279549971 4548162.73532961),21.0,San Francisco,075
10144,568,01500,POINT (-13626208.031555435 4548970.1226633275),21.0,San Francisco,075
10147,584,01500,POINT (-13631724.362845013 4551078.3574958285),21.0,San Francisco,075
10150,430,01500,POINT (-13629783.891937828 4551086.184706574),21.0,San Francisco,075
10151,365,01500,POINT (-13629636.299341626 4552130.213817117),21.0,San Francisco,075
10153,371,01500,POINT (-13629422.672104733 4551178.271611582),21.0,San Francisco,075
10157,388,01500,POINT (-13627665.818314794 4550755.474755671),21.0,San Francisco,075
10159,581,01500,POINT (-13624891.997102883 4550298.648018165),21.0,San Francisco,075
10160,426,01500,POINT (-13630420.756375294 4551520.855187587),21.0,San Francisco,075
10161,426,01500,POINT (-13630214.156861186 4551419.457645081),21.0,San Francisco,075
10162,427,01500,POINT (-13630192.84526291 4551288.487876658),21.0,San Francisco,075
10163,431,01500,POINT (-13630172.399308527 4551159.353660941),21.0,San Francisco,075
10164,364,01500,POINT (-13630012.752286676 4551674.593529115),21.0,San Francisco,075
10165,366,01500,POINT (-13629318.208412675 4551695.601674913),21.0,San Francisco,075
10167,430,01500,POINT (-13629584.777479349 4551015.80595173),21.0,San Francisco,075
10168,6,01500,POINT (-13628980.344017645 4546075.378080379),21.0,San Francisco,075
10169,11,01500,POINT (-13629011.209175559 4545448.920736232),21.0,San Francisco,075
10170,6,01500,POINT (-13628567.631493475 4546164.094998775),21.0,San Francisco,075
10172,1,01500,POINT (-13628113.299564442 4546916.002722698),21.0,San Francisco,075
10173,3,01500,POINT (-13628106.60308788 4546837.753446798),21.0,San Francisco,075
10179,420,01500,POINT (-13630425.537378525 4545428.782225033),21.0,San Francisco,075
10180,420,01500,POINT (-13630263.835194163 4545415.347759122),21.0,San Francisco,075
10181,446,01500,POINT (-13630171.56349414 4544942.41055983),21.0,San Francisco,075
10184,52,01500,POINT (-13629751.136350602 4544656.621332749),21.0,San Francisco,075
10185,592,01500,POINT (-13621606.607031237 4552705.4491235195),21.0,San Francisco,075
10186,592,01500,POINT (-13617781.321033753 4548850.153468761),21.0,San Francisco,075
10187,454,01500,POINT (-13631587.361022498 4540329.732713074),21.0,San Francisco,075
10190,197,01500,POINT (-13628334.70868453 4541043.520121271),21.0,San Francisco,075
10192,314,01500,POINT (-13628691.750760872 4540041.059387212),21.0,San Francisco,075
10193,152,01500,POINT (-13628045.368007006 4541772.0310584195),21.0,San Francisco,075
10194,186,01500,POINT (-13627910.835745504 4541013.045227983),21.0,San Francisco,075
10195,156,01500,POINT (-13628084.542556249 4540774.00292034),21.0,San Francisco,075
10197,315,01500,POINT (-13628763.128241599 4539515.89123612),21.0,San Francisco,075
10198,317,01500,POINT (-13628986.812777014 4538854.824865686),21.0,San Francisco,075
10200,476,01500,POINT (-13631278.320561193 4548823.671658663),21.0,San Francisco,075
10201,302,01500,POINT (-13631278.250966774 4545223.410567103),21.0,San Francisco,075
10202,646,01500,POINT (-13630569.366680527 4543651.069300078),21.0,San Francisco,075
10203,128,01500,POINT (-13632225.243325608 4541094.91131679),21.0,San Francisco,075
10204,128,01500,POINT (-13632224.146634413 4540835.910136647),21.0,San Francisco,075
10206,208,01500,POINT (-13636503.071320958 4543179.087389721),21.0,San Francisco,075
10207,210,01500,POINT (-13636566.660141256 4542127.042261481),21.0,San Francisco,075
10208,209,01500,POINT (-13636339.985561937 4542398.411031312),21.0,San Francisco,075
10209,209,01500,POINT (-13636220.926851317 4542405.034291959),21.0,San Francisco,075
10210,545,01500,POINT (-13635960.215697415 4548487.099161646),21.0,San Francisco,075
10211,544,01500,POINT (-13635825.07041304 4548223.955045697),21.0,San Francisco,075
10212,543,01500,POINT (-13635660.266282145 4547433.845869991),21.0,San Francisco,075
10213,333,01500,POINT (-13635198.123414326 4547724.245582346),21.0,San Francisco,075
10214,333,01500,POINT (-13635079.18095726 4547731.068759961),21.0,San Francisco,075
10215,264,01500,POINT (-13634944.985672323 4547475.2210278),21.0,San Francisco,075
10218,351,01500,POINT (-13625938.296200175 4551567.596712092),21.0,San Francisco,075
10219,4,01500,POINT (-13622653.620546112 4554624.551912542),21.0,San Francisco,075
10222,597,01500,POINT (-13625273.454650296 4549558.748489474),21.0,San Francisco,075
10223,504,01500,POINT (-13635191.224254066 4543252.579273801),21.0,San Francisco,075
10224,162,01500,POINT (-13635042.952404669 4542734.126486466),21.0,San Francisco,075
10225,166,01500,POINT (-13634942.231909763 4542479.915967522),21.0,San Francisco,075
10226,494,01500,POINT (-13634457.679078123 4545136.666289857),21.0,San Francisco,075
10227,499,01500,POINT (-13634323.955337435 4544881.072836818),21.0,San Francisco,075
10228,498,01500,POINT (-13634399.771685325 4544086.398023974),21.0,San Francisco,075
10229,495,01500,POINT (-13634280.426713195 4544093.088828904),21.0,San Francisco,075
10230,495,01500,POINT (-13634161.182299623 4544099.759657353),21.0,San Francisco,075
10231,495,01500,POINT (-13634146.742469877 4543837.1380828),21.0,San Francisco,075
10232,281,01500,POINT (-13633848.370828016 4544380.642607833),21.0,San Francisco,075
10233,282,01500,POINT (-13633486.932086462 4545061.626153206),21.0,San Francisco,075
10234,495,01500,POINT (-13634015.487218188 4543580.668085362),21.0,San Francisco,075
10235,281,01500,POINT (-13633449.168490002 4544129.818340892),21.0,San Francisco,075
10236,296,01500,POINT (-13633423.356212504 4543875.45854771),21.0,San Francisco,075
10241,192,01500,POINT (-13626140.540029055 4539940.57093979),21.0,San Francisco,075
10242,626,01500,POINT (-13625306.813472223 4540950.614589903),21.0,San Francisco,075
10247,267,01500,POINT (-13637494.503950099 4548122.868879838),21.0,San Francisco,075
10248,269,01500,POINT (-13637033.404928114 4548424.592738206),21.0,San Francisco,075
10249,268,01500,POINT (-13637475.245677972 4547789.713404445),21.0,San Francisco,075
10250,76,01500,POINT (-13637448.714823838 4547330.408941685),21.0,San Francisco,075
10251,261,01500,POINT (-13636540.722175142 4548182.175934256),21.0,San Francisco,075
10252,265,01500,POINT (-13636494.743603135 4547385.59065562),21.0,San Francisco,075
10253,546,01500,POINT (-13636390.999037474 4547655.319581396),21.0,San Francisco,075
10254,172,01500,POINT (-13637640.306782834 4546018.826916052),21.0,San Francisco,075
10255,173,01500,POINT (-13637364.4271252 4545764.536842247),21.0,San Francisco,075
10256,172,01500,POINT (-13637260.028234236 4546037.399721986),21.0,San Francisco,075
10257,172,01500,POINT (-13637021.446283998 4546050.7288108105),21.0,San Francisco,075
10258,176,01500,POINT (-13636872.500787547 4545528.74333318),21.0,San Francisco,075
10259,588,01500,POINT (-13625175.361674832 4550251.084268368),21.0,San Francisco,075
10260,581,01500,POINT (-13624980.061139463 4550197.257711922),21.0,San Francisco,075
10261,581,01500,POINT (-13624808.009064948 4550024.095883657),21.0,San Francisco,075
10262,581,01500,POINT (-13624710.059058867 4550122.064475733),21.0,San Francisco,075
10263,590,01500,POINT (-13625436.514118046 4549394.459631138),21.0,San Francisco,075
10265,27,01500,POINT (-13624870.185417186 4549271.622063812),21.0,San Francisco,075
10266,222,01500,POINT (-13633205.56565341 4548646.71415529),21.0,San Francisco,075
10268,37,01500,POINT (-13626448.197315907 4548731.987749889),21.0,San Francisco,075
10269,37,01500,POINT (-13626419.02755953 4548646.016668424),21.0,San Francisco,075
10270,566,01500,POINT (-13626450.259657342 4548381.409632289),21.0,San Francisco,075
10271,417,01500,POINT (-13626149.272902446 4548451.002283456),21.0,San Francisco,075
10272,599,01500,POINT (-13626434.140019083 4548052.910806734),21.0,San Francisco,075
10273,599,01500,POINT (-13626557.039177706 4547930.5908674905),21.0,San Francisco,075
10274,598,01500,POINT (-13627357.005845292 4546657.337414093),21.0,San Francisco,075
10275,598,01500,POINT (-13627112.358116623 4546676.140581114),21.0,San Francisco,075
10276,598,01500,POINT (-13627261.126075769 4546207.265411764),21.0,San Francisco,075
10277,598,01500,POINT (-13627082.19091859 4546223.53780611),21.0,San Francisco,075
10278,21,01500,POINT (-13627591.633366138 4545727.574222033),21.0,San Francisco,075
10279,18,01500,POINT (-13627557.60192288 4545276.729804959),21.0,San Francisco,075
10280,89,01500,POINT (-13627209.971172087 4545529.846052374),21.0,San Francisco,075
10281,89,01500,POINT (-13627193.171897886 4545304.59089382),21.0,San Francisco,075
10282,86,01500,POINT (-13627011.48243052 4545757.889978661),21.0,San Francisco,075
10283,572,01500,POINT (-13626641.85351408 4547154.291702823),21.0,San Francisco,075
10284,146,01500,POINT (-13627133.32901141 4543591.321368725),21.0,San Francisco,075
10287,118,01500,POINT (-13627165.741683101 4542710.319786779),21.0,San Francisco,075
10288,313,01500,POINT (-13627430.661986103 4542439.026212182),21.0,San Francisco,075
10289,313,01500,POINT (-13627491.630636053 4542300.504652451),21.0,San Francisco,075
10290,449,01500,POINT (-13627490.435314419 4541300.6339990245),21.0,San Francisco,075
10292,114,01500,POINT (-13627184.646061582 4542278.61358744),21.0,San Francisco,075
10295,125,01500,POINT (-13626612.79704137 4543089.059724527),21.0,San Francisco,075
10300,125,01500,POINT (-13626484.507791791 4543085.554099943),21.0,San Francisco,075
10302,349,01500,POINT (-13627404.255829403 4551469.991579053),21.0,San Francisco,075
10308,325,01500,POINT (-13626755.215039318 4552111.727503847),21.0,San Francisco,075
10309,352,01500,POINT (-13626875.724381702 4551689.424343199),21.0,San Francisco,075
10310,82,01500,POINT (-13628486.996578071 4542526.027650882),21.0,San Francisco,075
10312,1,01500,POINT (-13628055.376695892 4547141.743064291),21.0,San Francisco,075
10313,60,01500,POINT (-13628355.932450708 4543347.6813675305),21.0,San Francisco,075
10315,150,01500,POINT (-13627742.57277604 4543078.875897977),21.0,San Francisco,075
10316,148,01500,POINT (-13627673.065383878 4543209.032208489),21.0,San Francisco,075
10317,150,01500,POINT (-13627718.887436042 4542847.863976064),21.0,San Francisco,075
10321,203,01500,POINT (-13637439.71078177 4544970.415068271),21.0,San Francisco,075
10322,213,01500,POINT (-13637532.0650135 4543072.0564100845),21.0,San Francisco,075
10323,213,01500,POINT (-13637248.35006761 4543664.033192002),21.0,San Francisco,075
10324,204,01500,POINT (-13636948.422873776 4544733.870776516),21.0,San Francisco,075
10325,214,01500,POINT (-13636995.10074929 4543415.128151965),21.0,San Francisco,075
10326,179,01500,POINT (-13636604.660749484 4545016.071314785),21.0,San Francisco,075
10327,180,01500,POINT (-13636337.35345312 4544504.961847578),21.0,San Francisco,075
10328,180,01500,POINT (-13636680.530580964 4544222.54311932),21.0,San Francisco,075
10329,207,01500,POINT (-13636532.284750944 4543703.904033263),21.0,San Francisco,075
10330,207,01500,POINT (-13636413.02986871 4543710.578038182),21.0,San Francisco,075
10331,537,01500,POINT (-13637099.688120687 4543145.372031362),21.0,San Francisco,075
10333,206,01500,POINT (-13636741.604993472 4543165.586098495),21.0,San Francisco,075
10334,216,01500,POINT (-13632610.050586747 4548681.406948335),21.0,San Francisco,075
10335,252,01500,POINT (-13632817.152224995 4548124.37818323),21.0,San Francisco,075
10336,501,01500,POINT (-13635234.389572592 4544039.797718906),21.0,San Francisco,075
10337,502,01500,POINT (-13635219.907553488 4543777.238364351),21.0,San Francisco,075
10338,208,01500,POINT (-13636119.407516288 4543200.555524644),21.0,San Francisco,075
10340,504,01500,POINT (-13635668.673576491 4543225.972287574),21.0,San Francisco,075
10341,211,01500,POINT (-13636043.840431433 4542126.992898134),21.0,San Francisco,075
10344,282,01500,POINT (-13633291.905084874 4544684.02474174),21.0,San Francisco,075
10347,297,01500,POINT (-13632525.292781405 4543811.446061695),21.0,San Francisco,075
10349,101,01500,POINT (-13633239.987193203 4542857.132639059),21.0,San Francisco,075
10350,642,01500,POINT (-13632772.646101704 4543421.135875405),21.0,San Francisco,075
10351,642,01500,POINT (-13632741.661403827 4543323.933322454),21.0,San Francisco,075
10352,641,01500,POINT (-13632792.359574309 4543053.365602743),21.0,San Francisco,075
10353,67,01500,POINT (-13630336.718649918 4543014.0634961035),21.0,San Francisco,075
10355,65,01500,POINT (-13629130.816459063 4543739.553049335),21.0,San Francisco,075
10358,69,01500,POINT (-13629370.0121022 4542031.0232181875),21.0,San Francisco,075
10359,441,01500,POINT (-13631910.074837556 4549706.767357193),21.0,San Francisco,075
10368,345,01500,POINT (-13627646.344605615 4551834.364887611),21.0,San Francisco,075
10369,325,01500,POINT (-13627304.581835667 4552024.985769333),21.0,San Francisco,075
10370,325,01500,POINT (-13626959.244568378 4552214.276501272),21.0,San Francisco,075
10372,342,01500,POINT (-13627566.280183824 4551309.564763569),21.0,San Francisco,075
10373,387,01500,POINT (-13627544.430219615 4551178.600047281),21.0,San Francisco,075
10375,386,01500,POINT (-13626954.348902164 4551003.430815166),21.0,San Francisco,075
10376,347,01500,POINT (-13626975.249355117 4551134.854719993),21.0,San Francisco,075
10377,325,01500,POINT (-13626595.206124425 4552273.015779492),21.0,San Francisco,075
10378,350,01500,POINT (-13626692.757931203 4551718.218073056),21.0,San Francisco,075
10380,286,01500,POINT (-13634352.88786936 4550500.83469471),21.0,San Francisco,075
10384,489,01500,POINT (-13634874.127843244 4546171.361754308),21.0,San Francisco,075
10385,277,01500,POINT (-13632835.49659747 4546284.977921812),21.0,San Francisco,075
10386,331,01500,POINT (-13632925.447120098 4545751.707070042),21.0,San Francisco,075
10388,271,01500,POINT (-13632323.077278666 4545303.653363703),21.0,San Francisco,075
10390,446,01500,POINT (-13630054.044742145 4545199.428990513),21.0,San Francisco,075
10392,555,01500,POINT (-13629498.873807784 4546950.623006149),21.0,San Francisco,075
10394,7,01500,POINT (-13629036.92503511 4546256.777721604),21.0,San Francisco,075
10395,604,01500,POINT (-13626606.651584495 4546952.428096054),21.0,San Francisco,075
10398,570,01500,POINT (-13628322.40212432 4546355.532987584),21.0,San Francisco,075
10399,1,01500,POINT (-13628318.058685292 4546995.984152234),21.0,San Francisco,075
10400,489,01500,POINT (-13634396.771820085 4546197.180385255),21.0,San Francisco,075
10401,238,01500,POINT (-13633920.062569529 4546224.496178648),21.0,San Francisco,075
10402,165,01500,POINT (-13634565.765021643 4542760.606426641),21.0,San Francisco,075
10403,299,01500,POINT (-13633881.289374333 4543325.294126739),21.0,San Francisco,075
10405,534,01500,POINT (-13633980.234589322 4539614.155219158),21.0,San Francisco,075
10411,72,01500,POINT (-13630347.887054408 4538345.183000353),21.0,San Francisco,075
10413,221,01500,POINT (-13633101.492176626 4548916.308355938),21.0,San Francisco,075
10414,223,01500,POINT (-13632862.86808103 4548932.707272349),21.0,San Francisco,075
10416,60,01500,POINT (-13628372.804998148 4543573.025414103),21.0,San Francisco,075
10417,60,01500,POINT (-13628364.720585609 4543460.197444034),21.0,San Francisco,075
10418,61,01500,POINT (-13628339.260393724 4543122.346036243),21.0,San Francisco,075
10419,83,01500,POINT (-13628423.813041814 4542892.919025301),21.0,San Francisco,075
10420,83,01500,POINT (-13628261.362399295 4542923.093255724),21.0,San Francisco,075
10421,150,01500,POINT (-13627791.890564475 4542982.889743551),21.0,San Francisco,075
10424,152,01500,POINT (-13628091.165336756 4541992.695704375),21.0,San Francisco,075
10425,153,01500,POINT (-13627893.420603108 4542626.427406523),21.0,San Francisco,075
10427,105,01500,POINT (-13632950.211464057 4540574.930160515),21.0,San Francisco,075
10428,105,01500,POINT (-13633047.239483196 4540307.500994942),21.0,San Francisco,075
10429,459,01500,POINT (-13633232.748926152 4540038.033360534),21.0,San Francisco,075
10430,105,01500,POINT (-13632877.381122712 4540295.500514607),21.0,San Francisco,075
10431,105,01500,POINT (-13632580.942922609 4540570.348120559),21.0,San Francisco,075
10432,239,01500,POINT (-13626663.35575964 4539066.392198208),21.0,San Francisco,075
10433,237,01500,POINT (-13626132.271599617 4539088.4305431135),21.0,San Francisco,075
10434,451,01500,POINT (-13625803.438075043 4540962.985365953),21.0,San Francisco,075
10435,189,01500,POINT (-13626043.62937845 4540508.713199822),21.0,San Francisco,075
10436,197,01500,POINT (-13628478.838392638 4540806.764358696),21.0,San Francisco,075
10437,195,01500,POINT (-13628608.769751456 4540587.535938231),21.0,San Francisco,075
10438,156,01500,POINT (-13628212.692000551 4540929.21285637),21.0,San Francisco,075
10440,186,01500,POINT (-13627746.166617528 4540880.919657662),21.0,San Francisco,075
10441,314,01500,POINT (-13628358.245400097 4540132.806437383),21.0,San Francisco,075
10443,315,01500,POINT (-13628620.219853593 4539453.915645742),21.0,San Francisco,075
10444,317,01500,POINT (-13628950.3422222 4538726.562958987),21.0,San Francisco,075
10445,323,01500,POINT (-13627815.588496836 4538571.86495793),21.0,San Francisco,075
10446,323,01500,POINT (-13627889.201415159 4538379.751150949),21.0,San Francisco,075
10447,360,01500,POINT (-13627495.55931272 4548513.889841552),21.0,San Francisco,075
10450,302,01500,POINT (-13631270.58997858 4544504.679794707),21.0,San Francisco,075
10452,318,01500,POINT (-13630729.399251852 4538365.407173112),21.0,San Francisco,075
10454,340,01500,POINT (-13627192.906306589 4548969.23591888),21.0,San Francisco,075
10455,562,01500,POINT (-13627684.376935495 4547418.944793017),21.0,San Francisco,075
10456,31,01500,POINT (-13626847.615411945 4549158.6765070325),21.0,San Francisco,075
10457,599,01500,POINT (-13626649.879996097 4547836.3628635965),21.0,San Francisco,075
10458,418,01500,POINT (-13626946.417707391 4547194.363263063),21.0,San Francisco,075
10460,595,01500,POINT (-13626030.843423618 4549829.80602937),21.0,San Francisco,075
10462,24,01500,POINT (-13627620.613941148 4544479.523043271),21.0,San Francisco,075
10463,98,01500,POINT (-13625615.638826706 4542262.360759809),21.0,San Francisco,075
10464,623,01500,POINT (-13623699.189704547 4541925.912795779),21.0,San Francisco,075
10466,260,01500,POINT (-13634587.25770288 4547495.812151229),21.0,San Francisco,075
10467,540,01500,POINT (-13633932.66897413 4548605.106862901),21.0,San Francisco,075
10468,256,01500,POINT (-13633795.235875221 4548340.288223759),21.0,San Francisco,075
10469,257,01500,POINT (-13634020.96688982 4548055.428535125),21.0,San Francisco,075
10470,257,01500,POINT (-13633901.643276788 4548062.355765831),21.0,San Francisco,075
10472,258,01500,POINT (-13634005.859609136 4547793.053667964),21.0,San Francisco,075
10473,258,01500,POINT (-13633606.150286986 4547816.203494567),21.0,San Francisco,075
10474,259,01500,POINT (-13633749.666104704 4547544.342266006),21.0,San Francisco,075
10476,576,01500,POINT (-13635728.754055467 4546797.557128751),21.0,San Francisco,075
10477,493,01500,POINT (-13634591.485082062 4545392.223079414),21.0,San Francisco,075
10482,43,01500,POINT (-13624328.003196632 4541995.348714649),21.0,San Francisco,075
10483,579,01500,POINT (-13626345.24923609 4542248.777253797),21.0,San Francisco,075
10484,371,01500,POINT (-13629250.287768893 4551271.78101723),21.0,San Francisco,075
10486,371,01500,POINT (-13629218.809996627 4551074.766648636),21.0,San Francisco,075
10487,369,01500,POINT (-13628481.16546686 4551159.70793065),21.0,San Francisco,075
10488,436,01500,POINT (-13628439.259921288 4550897.0057472205),21.0,San Francisco,075
10489,345,01500,POINT (-13627823.517518843 4551738.925235976),21.0,San Francisco,075
10490,342,01500,POINT (-13628162.910154397 4551480.039385926),21.0,San Francisco,075
10493,465,01500,POINT (-13628845.582998576 4549914.173828512),21.0,San Francisco,075
10494,375,01500,POINT (-13628538.852584586 4550344.828492663),21.0,San Francisco,075
10496,465,01500,POINT (-13628825.403937563 4549786.988398521),21.0,San Francisco,075
10498,374,01500,POINT (-13628642.230456613 4549816.371044427),21.0,San Francisco,075
10499,470,01500,POINT (-13628620.860657347 4549683.829602621),21.0,San Francisco,075
10501,372,01500,POINT (-13628355.872596331 4550374.395444189),21.0,San Francisco,075
10503,390,01500,POINT (-13627644.044766918 4550624.134645032),21.0,San Francisco,075
10504,49,01500,POINT (-13628943.017423602 4544548.253087335),21.0,San Francisco,075
10507,49,01500,POINT (-13628934.647519862 4544436.50303534),21.0,San Francisco,075
10508,58,01500,POINT (-13628890.934962003 4543873.0977201685),21.0,San Francisco,075
10509,57,01500,POINT (-13628736.496925017 4544281.964396805),21.0,San Francisco,075
10512,565,01500,POINT (-13627434.98678172 4547754.234795507),21.0,San Francisco,075
10514,599,01500,POINT (-13626446.147947136 4547695.038335043),21.0,San Francisco,075
10515,572,01500,POINT (-13626511.531888206 4547347.194819257),21.0,San Francisco,075
10517,27,01500,POINT (-13625155.432756968 4549067.23359621),21.0,San Francisco,075
10518,148,01500,POINT (-13627549.700784422 4543469.986556544),21.0,San Francisco,075
10519,154,01500,POINT (-13627279.110816134 4541927.219440576),21.0,San Francisco,075
10520,98,01500,POINT (-13626207.172162475 4542379.839886301),21.0,San Francisco,075
10523,256,01500,POINT (-13634275.026018243 4548313.464970473),21.0,San Francisco,075
10524,260,01500,POINT (-13634363.733377483 4547772.444961151),21.0,San Francisco,075
10525,258,01500,POINT (-13634244.560639968 4547779.312440804),21.0,San Francisco,075
10526,259,01500,POINT (-13634110.41504943 4547523.404380575),21.0,San Francisco,075
10527,222,01500,POINT (-13633324.981652305 4548639.427943846),21.0,San Francisco,075
10528,254,01500,POINT (-13633294.06442389 4548097.219023342),21.0,San Francisco,075
10529,253,01500,POINT (-13633424.420094358 4547826.533345231),21.0,San Francisco,075
10530,491,01500,POINT (-13634606.009757504 4545655.115368333),21.0,San Francisco,075
10532,479,01500,POINT (-13629473.464554748 4549140.995630133),21.0,San Francisco,075
10535,368,01500,POINT (-13628748.115832677 4551655.384258282),21.0,San Francisco,075
10536,369,01500,POINT (-13629051.871008353 4551204.231815601),21.0,San Francisco,075
10538,435,01500,POINT (-13628805.43016895 4550838.143739041),21.0,San Francisco,075
10539,54,01500,POINT (-13630180.718844147 4544436.470927456),21.0,San Francisco,075
