process,pid,rss,full_rss,uss,event,children,time
MainProcess,31460,1_307_889_664,1_307_889_664,1_303_257_088,pipeline.run_model meta_control_factoring start,0,2025/08/13 07:29:12.885885
MainProcess,31460,1_307_148_288,1_307_148_288,1_303_375_872,pipeline.run_model meta_control_factoring finished,0,2025/08/13 07:29:13.061426
MainProcess,31460,1_308_209_152,1_308_209_152,1_303_490_560,pipeline.run after meta_control_factoring,0,2025/08/13 07:29:13.156400
MainProcess,31460,1_308_270_592,1_308_270_592,1_303_490_560,pipeline.run_model final_seed_balancing start,0,2025/08/13 07:29:13.232342
MainProcess,31460,1_276_350_464,1_276_350_464,1_219_731_456,pipeline.run_model final_seed_balancing finished,0,2025/08/13 07:35:07.636821
MainProcess,31460,1_276_940_288,1_276_940_288,1_223_188_480,pipeline.run after final_seed_balancing,0,2025/08/13 07:35:07.747464
MainProcess,31460,1_277_014_016,1_277_014_016,1_223_188_480,pipeline.run_model integerize_final_seed_weights start,0,2025/08/13 07:35:07.795229
MainProcess,33008,98_013_184,98_013_184,65_298_432,pipeline.run before preload_injectables,0,2025/08/13 07:41:40.489087
MainProcess,33008,98_299_904,98_299_904,65_437_696,pipeline.run after preload_injectables,0,2025/08/13 07:41:40.496253
MainProcess,33008,98_459_648,98_459_648,65_441_792,pipeline.run_model input_pre_processor start,0,2025/08/13 07:41:40.513921
MainProcess,33008,1_345_642_496,1_345_642_496,1_316_671_488,pipeline.run_model input_pre_processor finished,0,2025/08/13 07:41:50.996869
MainProcess,33008,1_376_874_496,1_376_874_496,1_348_071_424,pipeline.run after input_pre_processor,0,2025/08/13 07:41:54.591708
MainProcess,33008,1_377_017_856,1_377_017_856,1_348_087_808,pipeline.run_model setup_data_structures start,0,2025/08/13 07:41:54.623287
MainProcess,33008,1_334_444_032,1_334_444_032,1_305_223_168,pipeline.run_model setup_data_structures finished,0,2025/08/13 07:41:57.361161
MainProcess,33008,1_336_868_864,1_336_868_864,1_308_672_000,pipeline.run after setup_data_structures,0,2025/08/13 07:42:00.299519
MainProcess,33008,1_337_901_056,1_337_901_056,1_308_696_576,pipeline.run_model initial_seed_balancing start,0,2025/08/13 07:42:00.341161
MainProcess,33008,1_343_942_656,1_343_942_656,1_315_385_344,pipeline.run_model initial_seed_balancing finished,0,2025/08/13 07:44:57.977203
MainProcess,33008,1_344_684_032,1_344_684_032,1_315_385_344,pipeline.run after initial_seed_balancing,0,2025/08/13 07:44:58.043471
MainProcess,33008,1_344_684_032,1_344_684_032,1_315_385_344,pipeline.run_model meta_control_factoring start,0,2025/08/13 07:44:58.076309
MainProcess,33008,1_343_209_472,1_343_209_472,1_314_836_480,pipeline.run_model meta_control_factoring finished,0,2025/08/13 07:44:58.179413
MainProcess,33008,1_344_282_624,1_344_282_624,1_314_938_880,pipeline.run after meta_control_factoring,0,2025/08/13 07:44:58.227400
MainProcess,33008,1_344_335_872,1_344_335_872,1_314_959_360,pipeline.run_model final_seed_balancing start,0,2025/08/13 07:44:58.259283
MainProcess,33008,1_341_304_832,1_341_304_832,1_313_198_080,pipeline.run_model final_seed_balancing finished,0,2025/08/13 07:49:03.217789
MainProcess,33008,1_341_247_488,1_341_247_488,1_312_337_920,pipeline.run after final_seed_balancing,0,2025/08/13 07:49:03.280241
MainProcess,33008,1_341_345_792,1_341_345_792,1_312_337_920,pipeline.run_model integerize_final_seed_weights start,0,2025/08/13 07:49:03.312322
MainProcess,29848,98_086_912,98_086_912,65_363_968,pipeline.run before preload_injectables,0,2025/08/13 07:52:18.865387
MainProcess,29848,98_377_728,98_377_728,65_507_328,pipeline.run after preload_injectables,0,2025/08/13 07:52:18.877398
MainProcess,29848,98_545_664,98_545_664,65_519_616,pipeline.run_model input_pre_processor start,0,2025/08/13 07:52:18.897423
MainProcess,29848,1_345_990_656,1_345_990_656,1_316_827_136,pipeline.run_model input_pre_processor finished,0,2025/08/13 07:52:28.083417
MainProcess,29848,1_377_325_056,1_377_325_056,1_348_325_376,pipeline.run after input_pre_processor,0,2025/08/13 07:52:31.480051
MainProcess,29848,1_377_378_304,1_377_378_304,1_348_345_856,pipeline.run_model setup_data_structures start,0,2025/08/13 07:52:31.508876
MainProcess,29848,1_331_679_232,1_331_679_232,1_302_798_336,pipeline.run_model setup_data_structures finished,0,2025/08/13 07:52:34.711230
MainProcess,29848,1_336_725_504,1_336_725_504,1_308_442_624,pipeline.run after setup_data_structures,0,2025/08/13 07:52:37.558281
MainProcess,29848,1_337_753_600,1_337_753_600,1_308_463_104,pipeline.run_model initial_seed_balancing start,0,2025/08/13 07:52:37.614775
MainProcess,29848,1_341_788_160,1_341_788_160,1_313_398_784,pipeline.run_model initial_seed_balancing finished,0,2025/08/13 07:55:45.548023
MainProcess,29848,1_342_812_160,1_342_812_160,1_313_427_456,pipeline.run after initial_seed_balancing,0,2025/08/13 07:55:45.612838
MainProcess,29848,1_342_832_640,1_342_832_640,1_313_447_936,pipeline.run_model meta_control_factoring start,0,2025/08/13 07:55:45.659922
MainProcess,29848,1_351_602_176,1_351_602_176,1_322_663_936,pipeline.run_model meta_control_factoring finished,0,2025/08/13 07:55:45.779933
MainProcess,29848,1_352_155_136,1_352_155_136,1_322_725_376,pipeline.run after meta_control_factoring,0,2025/08/13 07:55:45.846416
MainProcess,29848,1_352_196_096,1_352_196_096,1_322_766_336,pipeline.run_model final_seed_balancing start,0,2025/08/13 07:55:45.878143
MainProcess,29848,1_344_696_320,1_344_696_320,1_316_175_872,pipeline.run_model final_seed_balancing finished,0,2025/08/13 07:59:48.663558
MainProcess,29848,1_344_741_376,1_344_741_376,1_315_217_408,pipeline.run after final_seed_balancing,0,2025/08/13 07:59:48.762167
MainProcess,29848,1_344_741_376,1_344_741_376,1_315_217_408,pipeline.run_model integerize_final_seed_weights start,0,2025/08/13 07:59:48.801761
MainProcess,25280,98_168_832,98_168_832,65_445_888,pipeline.run before preload_injectables,0,2025/08/13 08:11:30.750836
MainProcess,25280,98_459_648,98_459_648,65_458_176,pipeline.run after preload_injectables,0,2025/08/13 08:11:30.768256
MainProcess,25280,98_492_416,98_492_416,65_466_368,pipeline.run_model input_pre_processor start,0,2025/08/13 08:11:30.788272
MainProcess,25280,1_342_291_968,1_342_291_968,1_313_677_312,pipeline.run_model input_pre_processor finished,0,2025/08/13 08:11:41.340309
MainProcess,25280,1_369_317_376,1_369_317_376,1_341_034_496,pipeline.run after input_pre_processor,0,2025/08/13 08:11:44.980056
MainProcess,25280,1_370_341_376,1_370_341_376,1_341_145_088,pipeline.run_model setup_data_structures start,0,2025/08/13 08:11:45.106072
MainProcess,25280,1_337_511_936,1_337_511_936,1_307_959_296,pipeline.run_model setup_data_structures finished,0,2025/08/13 08:11:48.472044
MainProcess,25280,1_341_353_984,1_341_353_984,1_312_743_424,pipeline.run after setup_data_structures,0,2025/08/13 08:11:51.699169
MainProcess,25280,1_342_316_544,1_342_316_544,1_312_759_808,pipeline.run_model initial_seed_balancing start,0,2025/08/13 08:11:51.746887
MainProcess,23976,98_242_560,98_242_560,65_519_616,pipeline.run before preload_injectables,0,2025/08/13 08:13:44.719123
MainProcess,23976,98_541_568,98_541_568,65_671_168,pipeline.run after preload_injectables,0,2025/08/13 08:13:44.734144
MainProcess,23976,98_701_312,98_701_312,65_675_264,pipeline.run_model input_pre_processor start,0,2025/08/13 08:13:44.750745
MainProcess,23976,1_346_580_480,1_346_580_480,1_317_429_248,pipeline.run_model input_pre_processor finished,0,2025/08/13 08:13:54.527945
MainProcess,23976,1_378_234_368,1_378_234_368,1_349_156_864,pipeline.run after input_pre_processor,0,2025/08/13 08:13:57.631815
MainProcess,23976,1_378_361_344,1_378_361_344,1_349_156_864,pipeline.run_model setup_data_structures start,0,2025/08/13 08:13:57.663396
MainProcess,23976,1_329_950_720,1_329_950_720,1_300_590_592,pipeline.run_model setup_data_structures finished,0,2025/08/13 08:14:00.833732
MainProcess,23976,1_331_425_280,1_331_425_280,1_303_068_672,pipeline.run after setup_data_structures,0,2025/08/13 08:14:03.914157
MainProcess,23976,1_332_559_872,1_332_559_872,1_303_195_648,pipeline.run_model initial_seed_balancing start,0,2025/08/13 08:14:03.950125
MainProcess,3120,98_447_360,98_447_360,65_482_752,pipeline.run before preload_injectables,0,2025/08/13 08:26:35.299670
MainProcess,3120,98_750_464,98_750_464,65_634_304,pipeline.run after preload_injectables,0,2025/08/13 08:26:35.321134
MainProcess,3120,98_910_208,98_910_208,65_638_400,pipeline.run_model input_pre_processor start,0,2025/08/13 08:26:35.353142
MainProcess,3120,1_343_287_296,1_343_287_296,1_314_447_360,pipeline.run_model input_pre_processor finished,0,2025/08/13 08:26:53.104182
MainProcess,3120,1_375_252_480,1_375_252_480,1_345_908_736,pipeline.run after input_pre_processor,0,2025/08/13 08:26:58.390964
MainProcess,3120,1_375_358_976,1_375_358_976,1_345_916_928,pipeline.run_model setup_data_structures start,0,2025/08/13 08:26:58.510022
MainProcess,3120,1_327_054_848,1_327_054_848,1_297_281_024,pipeline.run_model setup_data_structures finished,0,2025/08/13 08:27:04.125645
MainProcess,3120,1_330_171_904,1_330_171_904,1_301_401_600,pipeline.run after setup_data_structures,0,2025/08/13 08:27:09.365149
MainProcess,3120,1_331_179_520,1_331_179_520,1_301_401_600,pipeline.run_model initial_seed_balancing start,0,2025/08/13 08:27:09.420323
MainProcess,3120,1_144_832_000,1_144_832_000,1_141_239_808,pipeline.run_model initial_seed_balancing finished,0,2025/08/13 08:39:13.333198
MainProcess,3120,1_152_335_872,1_152_335_872,1_147_424_768,pipeline.run after initial_seed_balancing,0,2025/08/13 08:39:13.570222
MainProcess,3120,1_152_610_304,1_152_610_304,1_147_662_336,pipeline.run_model meta_control_factoring start,0,2025/08/13 08:39:13.678326
MainProcess,3120,1_170_616_320,1_170_616_320,1_166_364_672,pipeline.run_model meta_control_factoring finished,0,2025/08/13 08:39:14.115563
MainProcess,3120,1_171_849_216,1_171_849_216,1_166_671_872,pipeline.run after meta_control_factoring,0,2025/08/13 08:39:14.315668
MainProcess,3120,1_171_869_696,1_171_869_696,1_166_704_640,pipeline.run_model final_seed_balancing start,0,2025/08/13 08:39:14.446614
MainProcess,3120,67_244_032,67_244_032,51_650_560,pipeline.run_model final_seed_balancing finished,0,2025/08/13 08:56:59.241895
MainProcess,3120,67_846_144,67_846_144,54_255_616,pipeline.run after final_seed_balancing,0,2025/08/13 08:56:59.473203
MainProcess,3120,67_911_680,67_911_680,54_272_000,pipeline.run_model integerize_final_seed_weights start,0,2025/08/13 08:56:59.526884
MainProcess,3120,119_214_080,119_214_080,99_360_768,pipeline.run_model integerize_final_seed_weights finished,0,2025/08/13 08:57:50.218330
MainProcess,3120,118_620_160,118_620_160,98_410_496,pipeline.run after integerize_final_seed_weights,0,2025/08/13 08:57:50.436105
MainProcess,3120,118_620_160,118_620_160,98_410_496,pipeline.run_model sub_balancing.geography=TAZ start,0,2025/08/13 08:57:50.514255
MainProcess,35404,98_394_112,98_394_112,65_409_024,pipeline.run before preload_injectables,0,2025/08/13 12:00:09.414074
MainProcess,35404,98_693_120,98_693_120,65_576_960,pipeline.run after preload_injectables,0,2025/08/13 12:00:09.432894
MainProcess,35404,98_873_344,98_873_344,65_585_152,pipeline.run_model input_pre_processor start,0,2025/08/13 12:00:09.447283
MainProcess,35404,1_343_401_984,1_343_401_984,1_314_578_432,pipeline.run_model input_pre_processor finished,0,2025/08/13 12:00:20.499927
MainProcess,35404,1_375_719_424,1_375_719_424,1_346_428_928,pipeline.run after input_pre_processor,0,2025/08/13 12:00:25.264783
MainProcess,35404,1_375_883_264,1_375_883_264,1_346_428_928,pipeline.run_model setup_data_structures start,0,2025/08/13 12:00:25.345734
MainProcess,35404,1_327_030_272,1_327_030_272,1_297_248_256,pipeline.run_model setup_data_structures finished,0,2025/08/13 12:00:31.893790
MainProcess,35404,1_330_880_512,1_330_880_512,1_302_102_016,pipeline.run after setup_data_structures,0,2025/08/13 12:00:37.281069
MainProcess,35404,1_331_904_512,1_331_904_512,1_302_118_400,pipeline.run_model initial_seed_balancing start,0,2025/08/13 12:00:37.374324
MainProcess,35404,1_332_297_728,1_332_297_728,1_303_949_312,pipeline.run_model initial_seed_balancing finished,0,2025/08/13 12:05:57.916342
MainProcess,35404,1_333_329_920,1_333_329_920,1_304_014_848,pipeline.run after initial_seed_balancing,0,2025/08/13 12:05:58.056664
MainProcess,35404,1_333_362_688,1_333_362_688,1_304_047_616,pipeline.run_model meta_control_factoring start,0,2025/08/13 12:05:58.120412
MainProcess,35404,1_334_870_016,1_334_870_016,1_306_357_760,pipeline.run_model meta_control_factoring finished,0,2025/08/13 12:05:58.318759
MainProcess,35404,1_335_816_192,1_335_816_192,1_306_419_200,pipeline.run after meta_control_factoring,0,2025/08/13 12:05:58.435791
MainProcess,35404,1_335_844_864,1_335_844_864,1_306_451_968,pipeline.run_model final_seed_balancing start,0,2025/08/13 12:05:58.487318
MainProcess,35404,1_329_000_448,1_329_000_448,1_300_594_688,pipeline.run_model final_seed_balancing finished,0,2025/08/13 12:12:05.659207
MainProcess,35404,1_328_918_528,1_328_918_528,1_299_603_456,pipeline.run after final_seed_balancing,0,2025/08/13 12:12:05.806162
MainProcess,35404,1_329_029_120,1_329_029_120,1_299_615_744,pipeline.run_model integerize_final_seed_weights start,0,2025/08/13 12:12:05.885437
MainProcess,35404,1_339_613_184,1_339_613_184,1_305_853_952,pipeline.run_model integerize_final_seed_weights finished,0,2025/08/13 12:12:23.139310
MainProcess,35404,1_320_673_280,1_320_673_280,1_303_842_816,pipeline.run after integerize_final_seed_weights,0,2025/08/13 12:12:23.339182
MainProcess,35404,1_320_673_280,1_320_673_280,1_303_842_816,pipeline.run_model sub_balancing.geography=TAZ start,0,2025/08/13 12:12:23.417446
MainProcess,35404,829_083_648,829_083_648,801_103_872,pipeline.run_model sub_balancing.geography=TAZ finished,0,2025/08/13 16:08:08.959689
MainProcess,35404,833_044_480,833_044_480,804_061_184,pipeline.run after sub_balancing.geography=TAZ,0,2025/08/13 16:08:11.514176
MainProcess,35404,833_155_072,833_155_072,804_163_584,pipeline.run_model sub_balancing.geography=MAZ start,0,2025/08/13 16:08:11.557505
MainProcess,35404,5_282_824_192,5_282_824_192,5_297_651_712,pipeline.run_model sub_balancing.geography=MAZ finished,0,2025/08/13 20:00:43.662241
MainProcess,35404,256_118_784,256_118_784,255_729_664,pipeline.run after sub_balancing.geography=MAZ,0,2025/08/13 20:01:48.978131
MainProcess,35404,262_807_552,262_807_552,256_733_184,pipeline.run_model expand_households start,0,2025/08/13 20:01:49.069013
MainProcess,35404,429_404_160,429_404_160,423_956_480,pipeline.run_model expand_households finished,0,2025/08/13 20:01:51.119956
MainProcess,35404,429_772_800,429_772_800,424_316_928,pipeline.run after expand_households,0,2025/08/13 20:01:51.682577
MainProcess,35404,429_785_088,429_785_088,424_329_216,pipeline.run_model summarize start,0,2025/08/13 20:01:51.744638
MainProcess,35404,905_138_176,905_138_176,900_169_728,pipeline.run_model summarize finished,0,2025/08/13 21:08:11.186538
MainProcess,35404,946_503_680,946_503_680,938_467_328,pipeline.run after summarize,0,2025/08/13 21:08:12.148355
MainProcess,35404,947_064_832,947_064_832,938_573_824,pipeline.run_model write_tables start,0,2025/08/13 21:08:12.242213
MainProcess,35404,1_103_327_232,1_103_327_232,1_096_736_768,pipeline.run_model write_tables finished,0,2025/08/13 21:08:23.448487
MainProcess,35404,1_103_347_712,1_103_347_712,1_096_757_248,pipeline.run after write_tables,0,2025/08/13 21:08:23.548224
MainProcess,35404,1_103_351_808,1_103_351_808,1_096_761_344,pipeline.run_model write_synthetic_population start,0,2025/08/13 21:08:23.611357
MainProcess,35404,734_355_456,734_355_456,731_947_008,pipeline.run_model write_synthetic_population finished,0,2025/08/13 21:11:18.301786
MainProcess,35404,747_474_944,747_474_944,741_609_472,pipeline.run after write_synthetic_population,0,2025/08/13 21:11:18.510685
MainProcess,35404,747_532_288,747_532_288,741_666_816,pipeline.run after run_models,0,2025/08/13 21:11:18.586008
