MAZ,households,HHSize1,HHSize2,HHSize3,HHSize4p,Male,Female,Age_00_19,Age_20_34,Age_35_64,Age_65_up,Pop,maz_seq1,taz_seq1,TAZ,PUMA,COUNTYFP,mtc_county_id,county_name
227873,26,5,9,4,8,36,36,19,10,34,9,72,15823,1244,200213,2711,85,3,Santa Clara
226094,23,2,9,4,8,34,36,20,10,31,9,70,15158,1282,200254,2707,85,3,Santa Clara
215898,43,6,14,8,15,62,62,35,20,57,12,124,11417,1460,200441,2711,85,3,Santa Clara
215206,24,3,9,4,8,35,34,20,11,31,7,69,11108,1460,200441,2711,85,3,Santa Clara
219988,65,9,22,11,23,95,93,53,31,86,18,188,13018,1460,200441,2711,85,3,Santa Clara
217168,24,3,9,4,8,35,34,20,11,31,7,69,11962,1460,200441,2711,85,3,Santa Clara
219994,68,10,24,15,19,93,98,52,29,94,16,191,13021,1371,200346,2711,85,3,Santa Clara
215887,17,1,7,3,6,25,27,15,7,24,6,52,11407,1282,200254,2707,85,3,Santa Clara
215886,27,2,11,5,9,40,42,23,12,37,10,82,11406,1282,200254,2707,85,3,Santa Clara
218705,62,5,23,12,22,93,96,53,27,86,23,189,12550,1282,200254,2707,85,3,Santa Clara
222690,39,3,15,7,14,58,61,33,17,54,15,119,13921,1282,200254,2707,85,3,Santa Clara
231386,21,2,8,4,7,31,33,18,9,29,8,64,16851,1282,200254,2707,85,3,Santa Clara
226095,47,4,18,9,16,70,73,40,20,65,18,143,15159,1282,200254,2707,85,3,Santa Clara
215888,29,2,11,6,10,43,45,25,13,39,11,88,11408,1282,200254,2707,85,3,Santa Clara
216245,68,10,24,15,19,93,98,52,29,94,16,191,11581,1371,200346,2711,85,3,Santa Clara
217169,63,10,21,14,18,87,90,48,27,87,15,177,11963,1371,200346,2711,85,3,Santa Clara
218706,42,4,15,8,15,63,65,36,18,58,16,128,12551,1282,200254,2707,85,3,Santa Clara
228481,28,2,11,5,10,42,43,24,12,39,10,85,16023,1282,200254,2707,85,3,Santa Clara
215890,64,5,25,12,22,96,99,55,28,88,24,195,11409,1282,200254,2707,85,3,Santa Clara
215217,35,6,13,5,11,50,50,30,19,39,12,100,11115,1508,200490,2711,85,3,Santa Clara
216248,107,19,38,17,33,151,153,93,57,117,37,304,11583,1508,200490,2711,85,3,Santa Clara
221579,48,7,16,11,14,66,69,37,21,65,12,135,13573,1371,200346,2711,85,3,Santa Clara
215210,38,7,14,6,11,52,53,28,14,50,13,105,11112,1244,200213,2711,85,3,Santa Clara
226687,34,6,12,6,10,47,47,25,13,44,12,94,15417,1244,200213,2711,85,3,Santa Clara
215207,47,6,16,8,17,69,67,38,22,63,13,136,11109,1460,200441,2711,85,3,Santa Clara
224055,83,14,25,17,27,103,104,64,34,86,23,207,14415,1122,200086,2711,85,3,Santa Clara
226688,22,4,8,4,6,30,31,16,8,30,7,61,15418,1244,200213,2711,85,3,Santa Clara
218192,49,8,15,10,16,61,61,38,20,50,14,122,12365,1122,200086,2711,85,3,Santa Clara
213303,225,72,83,37,33,303,328,122,187,275,47,631,10224,1122,200086,2711,85,3,Santa Clara
215208,37,5,12,6,14,54,53,30,18,49,10,107,11110,1460,200441,2711,85,3,Santa Clara
217463,79,13,24,16,26,98,99,61,32,82,22,197,12089,1122,200086,2711,85,3,Santa Clara
222717,183,31,55,38,59,226,231,140,74,191,52,457,13933,1122,200086,2711,85,3,Santa Clara
215424,126,20,41,24,41,187,184,108,51,171,41,371,11208,1370,200345,2711,85,3,Santa Clara
215423,159,26,51,30,52,235,233,137,65,214,52,468,11207,1369,200344,2711,85,3,Santa Clara
213893,49,8,16,9,16,72,72,42,20,66,16,144,10498,1369,200344,2711,85,3,Santa Clara
218171,94,15,30,18,31,139,138,81,38,127,31,277,12358,1370,200345,2711,85,3,Santa Clara
226667,44,7,15,8,14,66,64,38,18,60,14,130,15409,1369,200344,2711,85,3,Santa Clara
222268,15,2,4,4,5,21,22,14,9,17,3,43,13772,1369,200344,2711,85,3,Santa Clara
226694,44,7,14,10,13,60,63,34,19,59,11,123,15421,1371,200346,2711,85,3,Santa Clara
224737,34,5,11,8,10,49,50,29,16,45,9,99,14628,1123,200087,2711,85,3,Santa Clara
216246,40,6,12,10,12,58,58,34,19,52,11,116,11582,1123,200087,2711,85,3,Santa Clara
219997,60,8,19,15,18,87,88,50,28,81,16,175,13024,1123,200087,2711,85,3,Santa Clara
223330,29,4,9,7,9,42,42,24,14,38,8,84,14158,1123,200087,2711,85,3,Santa Clara
230359,48,7,14,12,15,69,71,40,22,65,13,140,16581,1123,200087,2711,85,3,Santa Clara
215215,30,5,9,7,9,41,43,23,13,41,7,84,11114,1371,200346,2711,85,3,Santa Clara
232135,71,10,22,17,22,102,105,60,33,95,19,207,17055,1123,200087,2711,85,3,Santa Clara
225233,30,5,9,7,9,41,43,23,13,41,7,84,14809,1371,200346,2711,85,3,Santa Clara
225234,36,6,12,8,10,49,52,28,16,48,9,101,14810,1371,200346,2711,85,3,Santa Clara
219995,56,9,19,12,16,77,80,43,24,77,13,157,13022,1371,200346,2711,85,3,Santa Clara
219998,62,9,19,15,19,89,91,52,29,82,17,180,13025,1123,200087,2711,85,3,Santa Clara
219996,64,9,19,16,20,92,94,54,30,85,17,186,13023,1123,200087,2711,85,3,Santa Clara
226695,31,4,10,8,9,45,45,26,15,41,8,90,15422,1123,200087,2711,85,3,Santa Clara
214457,119,17,37,29,36,172,174,100,56,158,32,346,10766,1123,200087,2711,85,3,Santa Clara
210305,112,18,36,21,37,166,164,96,46,151,37,330,8766,1370,200345,2711,85,3,Santa Clara
221413,32,4,9,8,11,45,47,29,20,36,7,92,13493,1242,200211,2711,85,3,Santa Clara
210306,0,0,0,0,0,0,0,0,0,0,0,0,8767,1242,200211,2711,85,3,Santa Clara
222660,41,7,13,8,13,61,60,35,17,56,13,121,13912,1370,200345,2711,85,3,Santa Clara
218169,27,4,8,6,9,41,40,24,16,34,7,81,12356,1242,200211,2711,85,3,Santa Clara
223331,60,8,19,15,18,87,88,50,28,81,16,175,14159,1123,200087,2711,85,3,Santa Clara
225066,39,6,11,8,14,59,58,35,23,49,10,117,14745,1242,200211,2711,85,3,Santa Clara
218168,33,5,10,7,11,50,49,30,20,40,9,99,12355,1242,200211,2711,85,3,Santa Clara
215422,98,15,28,21,34,149,145,89,58,121,26,294,11206,1242,200211,2711,85,3,Santa Clara
210304,32,5,9,7,11,49,47,29,19,39,9,96,8765,1242,200211,2711,85,3,Santa Clara
226663,27,4,8,6,9,41,40,24,16,34,7,81,15408,1242,200211,2711,85,3,Santa Clara
221409,23,3,7,5,8,35,34,21,14,28,6,69,13492,1242,200211,2711,85,3,Santa Clara
226662,39,6,11,8,14,59,58,35,23,49,10,117,15407,1242,200211,2711,85,3,Santa Clara
228109,36,4,12,7,13,56,54,33,22,47,8,110,15912,2010,201048,2711,85,3,Santa Clara
231384,62,6,24,11,21,92,89,51,17,95,18,181,16850,2004,201041,2707,85,3,Santa Clara
231383,53,5,21,9,18,79,76,44,15,81,15,155,16849,2004,201041,2707,85,3,Santa Clara
213598,25,4,9,6,6,33,35,18,13,30,7,68,10364,1551,200537,2707,85,3,Santa Clara
227094,72,13,24,17,18,95,99,51,36,88,19,194,15545,1551,200537,2707,85,3,Santa Clara
215896,47,8,16,11,12,62,65,34,24,56,13,127,11415,1551,200537,2707,85,3,Santa Clara
213599,95,17,33,22,23,125,132,68,48,116,25,257,10365,1551,200537,2707,85,3,Santa Clara
215895,41,7,15,9,10,54,57,29,21,50,11,111,11414,1551,200537,2707,85,3,Santa Clara
215894,113,20,39,26,28,148,157,81,57,137,30,305,11413,1551,200537,2707,85,3,Santa Clara
214615,38,3,15,7,13,57,59,33,16,53,14,116,10840,1282,200254,2707,85,3,Santa Clara
215891,16,1,6,3,6,24,25,14,7,22,6,49,11410,1282,200254,2707,85,3,Santa Clara
222691,96,8,37,18,33,144,148,82,42,132,36,292,13922,1282,200254,2707,85,3,Santa Clara
226697,57,10,20,9,18,81,81,49,31,62,20,162,15423,1508,200490,2711,85,3,Santa Clara
220000,85,15,31,13,26,120,122,74,46,92,30,242,13026,1508,200490,2711,85,3,Santa Clara
226096,59,5,22,11,21,88,92,51,26,81,22,180,15160,1282,200254,2707,85,3,Santa Clara
225237,46,10,14,9,13,64,60,35,27,49,13,124,14811,1507,200489,2711,85,3,Santa Clara
217170,54,10,19,8,17,76,78,47,29,59,19,154,11964,1508,200490,2711,85,3,Santa Clara
217172,374,81,118,72,103,518,490,282,221,399,106,1008,11965,1507,200489,2711,85,3,Santa Clara
211756,0,0,0,0,0,0,0,0,0,0,0,0,9496,1300,200272,2712,85,3,Santa Clara
211140,49,4,15,11,19,75,77,45,18,79,10,152,9201,1300,200272,2712,85,3,Santa Clara
215897,61,11,21,14,15,80,85,44,31,74,16,165,11416,1551,200537,2707,85,3,Santa Clara
227872,15,3,5,3,4,20,21,11,8,18,4,41,15822,1551,200537,2707,85,3,Santa Clara
214373,30,4,9,7,10,44,45,26,15,43,5,89,10730,1624,200616,2712,85,3,Santa Clara
225957,28,2,11,5,10,42,43,25,10,42,8,85,15105,1294,200266,2712,85,3,Santa Clara
225958,51,4,18,10,19,76,79,45,18,77,15,155,15106,1294,200266,2712,85,3,Santa Clara
227359,31,3,11,6,11,46,48,27,11,47,9,94,15639,1294,200266,2712,85,3,Santa Clara
214372,43,6,12,10,15,64,64,38,21,62,7,128,10729,1624,200616,2712,85,3,Santa Clara
210649,55,7,16,13,19,81,82,49,27,78,9,163,8937,1624,200616,2712,85,3,Santa Clara
229603,45,6,13,11,15,67,67,40,22,65,7,134,16356,1624,200616,2712,85,3,Santa Clara
225539,40,5,11,9,15,60,59,35,20,57,7,119,14938,1624,200616,2712,85,3,Santa Clara
222533,19,2,6,4,7,28,30,16,8,27,7,58,13876,1282,200254,2707,85,3,Santa Clara
215893,9,1,3,2,3,13,14,8,4,12,3,27,11412,1282,200254,2707,85,3,Santa Clara
215892,33,3,13,6,11,49,51,28,14,46,12,100,11411,1282,200254,2707,85,3,Santa Clara
214371,36,5,10,9,12,54,53,32,18,51,6,107,10728,1624,200616,2712,85,3,Santa Clara
220001,49,9,17,8,15,69,70,42,26,54,17,139,13027,1508,200490,2711,85,3,Santa Clara
224741,52,10,15,9,18,77,78,47,39,56,13,155,14631,1414,200392,2712,85,3,Santa Clara
213593,104,20,29,19,36,154,156,94,78,112,26,310,10361,1414,200392,2712,85,3,Santa Clara
210058,86,17,24,16,29,128,128,78,65,91,22,256,8634,1414,200392,2712,85,3,Santa Clara
225538,24,3,7,6,8,35,36,21,12,34,4,71,14937,1624,200616,2712,85,3,Santa Clara
210061,52,7,15,12,18,77,77,46,26,73,9,154,8636,1624,200616,2712,85,3,Santa Clara
213594,211,41,60,39,71,313,315,192,159,224,53,628,10362,1414,200392,2712,85,3,Santa Clara
216252,173,37,55,33,48,239,227,131,102,184,49,466,11584,1507,200489,2711,85,3,Santa Clara
223641,40,9,12,8,11,56,52,30,24,43,11,108,14282,1507,200489,2711,85,3,Santa Clara
225239,20,4,6,4,6,28,26,15,12,21,6,54,14813,1507,200489,2711,85,3,Santa Clara
225240,26,6,8,5,7,36,34,20,15,28,7,70,14814,1507,200489,2711,85,3,Santa Clara
216255,34,7,11,7,9,47,45,26,20,36,10,92,11587,1507,200489,2711,85,3,Santa Clara
223640,102,22,32,20,28,141,134,77,60,109,29,275,14281,1507,200489,2711,85,3,Santa Clara
225238,53,11,17,10,15,74,69,40,31,57,15,143,14812,1507,200489,2711,85,3,Santa Clara
215218,25,5,8,5,7,34,33,19,15,26,7,67,11116,1507,200489,2711,85,3,Santa Clara
216254,51,11,16,10,14,70,67,39,30,54,14,137,11586,1507,200489,2711,85,3,Santa Clara
216253,31,7,9,6,9,43,41,23,18,34,9,84,11585,1507,200489,2711,85,3,Santa Clara
214359,79,14,27,16,22,113,112,66,55,90,14,225,10718,1124,200088,2711,85,3,Santa Clara
231712,72,13,24,15,20,103,102,61,50,81,13,205,16927,1124,200088,2711,85,3,Santa Clara
227626,43,8,14,9,12,61,61,36,30,48,8,122,15738,1124,200088,2711,85,3,Santa Clara
216889,13,3,3,3,4,18,17,10,8,13,4,35,11854,1507,200489,2711,85,3,Santa Clara
229672,0,0,0,0,0,0,0,0,0,0,0,0,16391,2010,201048,2711,85,3,Santa Clara
217240,35,4,11,6,14,54,53,32,21,46,8,107,11996,2010,201048,2711,85,3,Santa Clara
223631,24,3,8,4,9,37,36,22,14,32,5,73,14279,2010,201048,2711,85,3,Santa Clara
219011,144,18,47,26,53,222,217,134,86,186,33,439,12666,2010,201048,2711,85,3,Santa Clara
224221,52,6,17,9,20,79,79,48,31,67,12,158,14461,2010,201048,2711,85,3,Santa Clara
221572,51,6,17,9,19,78,77,47,30,66,12,155,13570,2010,201048,2711,85,3,Santa Clara
212353,201,25,66,37,73,308,304,187,120,260,45,612,9777,2010,201048,2711,85,3,Santa Clara
231711,34,5,12,6,11,47,48,26,19,40,10,95,16926,1124,200088,2711,85,3,Santa Clara
212422,18,3,6,3,6,25,25,14,10,21,5,50,9807,1124,200088,2711,85,3,Santa Clara
213814,19,3,7,3,6,26,27,14,11,22,6,53,10459,1124,200088,2711,85,3,Santa Clara
214360,53,8,19,9,17,73,75,40,29,63,16,148,10719,1124,200088,2711,85,3,Santa Clara
216354,41,7,14,9,11,59,58,34,28,48,7,117,11646,1124,200088,2711,85,3,Santa Clara
227625,54,9,19,11,15,77,77,45,37,62,10,154,15737,1124,200088,2711,85,3,Santa Clara
218231,32,6,10,7,9,46,45,27,22,36,6,91,12378,1124,200088,2711,85,3,Santa Clara
211519,28,4,10,5,9,39,39,21,16,33,8,78,9386,1124,200088,2711,85,3,Santa Clara
223248,29,5,10,5,9,40,41,22,16,34,9,81,14127,1124,200088,2711,85,3,Santa Clara
226320,44,7,15,8,14,61,62,33,24,53,13,123,15256,1124,200088,2711,85,3,Santa Clara
219708,48,8,17,10,13,69,68,40,33,55,9,137,12927,1124,200088,2711,85,3,Santa Clara
224876,27,4,9,5,9,37,38,20,15,32,8,75,14683,1124,200088,2711,85,3,Santa Clara
219709,30,5,11,6,8,42,43,25,21,34,5,85,12928,1124,200088,2711,85,3,Santa Clara
216355,47,8,16,10,13,67,67,40,33,53,8,134,11647,1124,200088,2711,85,3,Santa Clara
218230,35,6,12,7,10,50,50,29,24,41,6,100,12377,1124,200088,2711,85,3,Santa Clara
226987,63,11,22,13,17,90,89,53,44,71,11,179,15505,1124,200088,2711,85,3,Santa Clara
211518,41,7,14,9,11,59,58,34,28,48,7,117,9385,1124,200088,2711,85,3,Santa Clara
218232,541,95,185,112,149,774,767,455,375,614,97,1541,12379,1243,200212,2711,85,3,Santa Clara
221571,67,8,22,12,25,103,101,62,40,87,15,204,13569,2010,201048,2711,85,3,Santa Clara
212358,85,10,28,15,32,131,128,79,51,110,19,259,9780,2010,201048,2711,85,3,Santa Clara
212355,29,4,9,5,11,44,44,27,17,37,7,88,9778,2010,201048,2711,85,3,Santa Clara
217245,21,3,6,5,7,30,33,16,9,31,7,63,12000,2014,201052,2711,85,3,Santa Clara
221416,46,9,14,7,16,61,69,35,24,55,16,130,13495,1369,200344,2711,85,3,Santa Clara
211234,55,7,19,11,18,87,79,51,28,67,20,166,9260,1315,200287,2710,85,3,Santa Clara
215551,24,3,8,5,8,37,35,22,12,29,9,72,11270,1315,200287,2710,85,3,Santa Clara
211233,45,6,15,9,15,71,65,42,23,55,16,136,9259,1315,200287,2710,85,3,Santa Clara
210308,77,15,23,12,27,102,116,59,41,91,27,218,8768,1369,200344,2711,85,3,Santa Clara
216103,1,1,0,0,0,1,2,1,1,1,0,3,11510,1369,200344,2711,85,3,Santa Clara
225716,43,5,15,9,14,68,62,40,22,52,16,130,15002,1315,200287,2710,85,3,Santa Clara
211232,42,5,14,9,14,66,61,39,22,51,15,127,9258,1315,200287,2710,85,3,Santa Clara
222264,37,5,12,8,12,59,53,34,19,46,13,112,13769,1315,200287,2710,85,3,Santa Clara
231090,50,6,18,10,16,79,72,47,26,60,18,151,16770,1315,200287,2710,85,3,Santa Clara
225715,45,9,15,9,12,61,59,31,22,51,16,120,15001,1315,200287,2710,85,3,Santa Clara
222265,60,7,22,12,19,94,87,56,31,72,22,181,13770,1315,200287,2710,85,3,Santa Clara
215549,71,14,24,14,19,96,93,48,35,80,26,189,11269,1315,200287,2710,85,3,Santa Clara
221198,35,7,12,7,9,47,46,24,17,39,13,93,13424,1315,200287,2710,85,3,Santa Clara
230279,34,8,14,6,6,40,40,17,24,29,10,80,16554,1373,200348,2710,85,3,Santa Clara
226419,24,5,8,5,6,33,31,16,12,27,9,64,15315,1315,200287,2710,85,3,Santa Clara
230278,24,6,10,4,4,29,28,12,17,21,7,57,16553,1373,200348,2710,85,3,Santa Clara
227868,25,6,11,4,4,30,29,13,17,22,7,59,15820,1373,200348,2710,85,3,Santa Clara
226421,26,3,10,5,8,42,37,24,13,33,9,79,15316,1315,200287,2710,85,3,Santa Clara
231091,27,3,9,6,9,43,39,25,14,33,10,82,16771,1315,200287,2710,85,3,Santa Clara
211235,82,10,28,17,27,130,118,76,42,100,30,248,9261,1315,200287,2710,85,3,Santa Clara
222266,47,9,18,9,11,63,62,29,26,48,22,125,13771,1436,200415,2710,85,3,Santa Clara
211236,70,9,24,14,23,110,101,65,36,85,25,211,9262,1315,200287,2710,85,3,Santa Clara
222662,23,3,7,6,7,32,34,21,14,26,5,66,13913,1242,200211,2711,85,3,Santa Clara
227221,51,6,15,13,17,71,76,47,32,56,12,147,15591,1242,200211,2711,85,3,Santa Clara
226668,46,6,14,11,15,64,68,42,29,50,11,132,15410,1242,200211,2711,85,3,Santa Clara
221415,83,10,25,20,28,116,123,76,52,92,19,239,13494,1242,200211,2711,85,3,Santa Clara
221558,145,32,45,26,42,192,209,107,84,164,46,401,13563,1313,200285,2710,85,3,Santa Clara
217242,0,0,0,0,0,0,0,0,0,0,0,0,11998,1971,201004,2711,85,3,Santa Clara
218170,22,3,6,5,8,33,33,20,13,27,6,66,12357,1242,200211,2711,85,3,Santa Clara
223629,26,4,9,5,8,36,38,20,13,32,9,74,14278,1970,201002,2711,85,3,Santa Clara
223633,154,47,46,18,43,223,198,104,116,153,48,421,14280,1971,201004,2711,85,3,Santa Clara
224216,23,3,8,5,7,32,34,17,11,30,8,66,14457,1970,201002,2711,85,3,Santa Clara
217239,54,8,19,11,16,75,79,41,27,68,18,154,11995,1970,201002,2711,85,3,Santa Clara
212359,96,29,29,11,27,139,124,65,72,96,30,263,9781,1971,201004,2711,85,3,Santa Clara
216344,29,9,9,3,8,42,37,20,22,28,9,79,11638,1971,201004,2711,85,3,Santa Clara
217243,69,21,21,8,19,100,89,47,52,68,22,189,11999,1971,201004,2711,85,3,Santa Clara
214094,50,7,17,10,16,73,74,42,26,61,18,147,10579,1314,200286,2710,85,3,Santa Clara
218860,26,6,7,5,8,34,38,19,15,30,8,72,12609,1313,200285,2710,85,3,Santa Clara
231876,44,6,15,9,14,64,66,37,23,54,16,130,16973,1314,200286,2710,85,3,Santa Clara
230264,92,12,32,18,30,134,137,78,48,111,34,271,16548,1314,200286,2710,85,3,Santa Clara
231092,30,5,12,6,7,40,40,18,17,31,14,80,16772,1436,200415,2710,85,3,Santa Clara
231877,86,12,29,17,28,126,128,73,45,104,32,254,16974,1314,200286,2710,85,3,Santa Clara
232172,23,3,8,5,7,34,34,19,12,28,9,68,17073,1314,200286,2710,85,3,Santa Clara
218970,92,20,28,17,27,122,133,68,53,105,29,255,12643,1313,200285,2710,85,3,Santa Clara
231878,48,7,15,10,16,70,72,40,25,59,18,142,16975,1314,200286,2710,85,3,Santa Clara
212297,41,9,13,7,12,54,59,30,24,46,13,113,9748,1313,200285,2710,85,3,Santa Clara
214096,28,4,9,6,9,41,42,24,15,34,10,83,10580,1314,200286,2710,85,3,Santa Clara
212299,28,4,9,6,9,41,42,24,15,34,10,83,9749,1314,200286,2710,85,3,Santa Clara
218973,41,6,14,8,13,60,61,35,22,49,15,121,12646,1314,200286,2710,85,3,Santa Clara
231879,22,3,8,4,7,32,33,19,12,26,8,65,16976,1314,200286,2710,85,3,Santa Clara
214097,47,6,17,9,15,69,70,40,25,57,17,139,10581,1314,200286,2710,85,3,Santa Clara
223489,30,4,10,6,10,44,44,25,16,36,11,88,14211,1314,200286,2710,85,3,Santa Clara
226418,43,10,18,8,7,52,50,22,30,38,12,102,15314,1373,200348,2710,85,3,Santa Clara
230350,203,47,87,36,33,244,236,103,142,177,58,480,16578,1373,200348,2710,85,3,Santa Clara
221199,27,5,10,5,7,36,36,17,15,27,13,72,13425,1436,200415,2710,85,3,Santa Clara
231094,44,8,16,9,11,59,58,27,25,44,21,117,16773,1436,200415,2710,85,3,Santa Clara
213891,45,8,17,9,11,60,60,28,25,46,21,120,10496,1436,200415,2710,85,3,Santa Clara
231088,78,18,33,14,13,94,91,40,55,68,22,185,16768,1373,200348,2710,85,3,Santa Clara
213892,159,29,59,32,39,212,211,98,89,162,74,423,10497,1436,200415,2710,85,3,Santa Clara
215554,88,16,33,18,21,117,117,54,50,89,41,234,11272,1436,200415,2710,85,3,Santa Clara
215553,37,7,14,7,9,49,49,23,21,37,17,98,11271,1436,200415,2710,85,3,Santa Clara
225719,25,5,9,5,6,34,33,15,14,26,12,67,15003,1436,200415,2710,85,3,Santa Clara
229336,83,13,34,14,22,108,118,55,26,104,41,226,16275,1422,200400,2710,85,3,Santa Clara
220381,22,3,9,4,6,31,30,15,6,28,12,61,13161,1846,200861,2710,85,3,Santa Clara
217893,23,4,9,4,6,30,33,15,7,30,11,63,12247,1422,200400,2710,85,3,Santa Clara
217892,75,12,31,12,20,98,107,50,24,94,37,205,12246,1422,200400,2710,85,3,Santa Clara
213583,65,11,25,11,18,85,92,43,21,81,32,177,10355,1422,200400,2710,85,3,Santa Clara
210051,45,7,19,7,12,59,64,30,14,57,22,123,8628,1422,200400,2710,85,3,Santa Clara
217897,32,6,13,6,7,38,42,18,10,36,16,80,12250,1424,200402,2710,85,3,Santa Clara
229338,36,7,15,7,7,43,47,20,11,41,18,90,16276,1424,200402,2710,85,3,Santa Clara
217898,36,7,15,7,7,43,47,20,11,41,18,90,12251,1424,200402,2710,85,3,Santa Clara
213582,64,10,26,11,17,84,91,42,20,82,31,175,10354,1422,200400,2710,85,3,Santa Clara
225529,25,5,10,4,6,32,32,15,6,29,14,64,14930,1423,200401,2710,85,3,Santa Clara
210052,64,12,27,12,13,77,82,36,19,73,31,159,8629,1424,200402,2710,85,3,Santa Clara
213585,3,0,2,0,1,4,4,2,1,4,1,8,10356,1422,200400,2710,85,3,Santa Clara
217896,24,5,10,4,5,29,31,13,7,28,12,60,12249,1424,200402,2710,85,3,Santa Clara
213106,37,5,13,7,12,54,55,31,19,45,14,109,10143,1314,200286,2710,85,3,Santa Clara
211228,29,4,12,5,8,40,40,20,7,37,16,80,9254,1846,200861,2710,85,3,Santa Clara
226415,44,6,19,7,12,62,60,30,11,57,24,122,15311,1846,200861,2710,85,3,Santa Clara
211229,59,8,26,9,16,83,81,41,15,75,33,164,9255,1846,200861,2710,85,3,Santa Clara
215544,32,4,14,5,9,45,44,22,8,41,18,89,11266,1846,200861,2710,85,3,Santa Clara
215545,44,6,19,7,12,62,60,30,11,57,24,122,11267,1846,200861,2710,85,3,Santa Clara
225415,65,8,29,10,18,91,89,45,17,82,36,180,14877,1846,200861,2710,85,3,Santa Clara
221575,53,7,23,8,15,74,73,37,13,68,29,147,13571,1846,200861,2710,85,3,Santa Clara
225413,65,9,22,13,21,95,97,55,34,79,24,192,14876,1314,200286,2710,85,3,Santa Clara
220377,59,8,20,12,19,86,88,50,31,71,22,174,13157,1314,200286,2710,85,3,Santa Clara
231086,40,5,18,6,11,56,55,28,10,51,22,111,16767,1846,200861,2710,85,3,Santa Clara
226416,26,3,12,4,7,36,36,18,7,33,14,72,15312,1846,200861,2710,85,3,Santa Clara
220380,64,8,28,10,18,90,88,44,16,83,35,178,13160,1846,200861,2710,85,3,Santa Clara
220379,57,7,25,9,16,80,78,39,14,73,32,158,13159,1846,200861,2710,85,3,Santa Clara
222075,46,6,20,7,13,65,63,32,12,59,25,128,13706,1846,200861,2710,85,3,Santa Clara
226417,34,4,16,5,9,47,47,23,9,43,19,94,15313,1846,200861,2710,85,3,Santa Clara
213108,59,8,26,9,16,83,81,41,15,75,33,164,10144,1846,200861,2710,85,3,Santa Clara
225417,83,11,36,13,23,116,114,57,21,106,46,230,14879,1846,200861,2710,85,3,Santa Clara
220715,30,6,12,5,7,39,38,17,7,37,16,77,13261,1423,200401,2710,85,3,Santa Clara
211457,46,9,19,7,11,58,59,27,10,55,25,117,9351,1423,200401,2710,85,3,Santa Clara
226684,51,10,21,8,12,65,65,30,11,61,28,130,15415,1423,200401,2710,85,3,Santa Clara
220386,25,3,11,4,7,35,34,17,6,32,14,69,13162,1846,200861,2710,85,3,Santa Clara
225416,37,5,16,6,10,52,51,26,9,48,20,103,14878,1846,200861,2710,85,3,Santa Clara
213589,53,10,23,8,12,68,67,31,12,63,29,135,10359,1423,200401,2710,85,3,Santa Clara
226683,38,8,15,6,9,49,48,22,8,46,21,97,15414,1423,200401,2710,85,3,Santa Clara
220716,30,6,12,5,7,39,38,17,7,37,16,77,13262,1423,200401,2710,85,3,Santa Clara
211598,74,11,25,16,22,103,108,56,36,94,25,211,9432,1970,201002,2711,85,3,Santa Clara
215628,26,4,9,5,8,36,38,20,13,32,9,74,11308,1970,201002,2711,85,3,Santa Clara
219008,52,8,18,11,15,72,77,39,26,66,18,149,12664,1970,201002,2711,85,3,Santa Clara
212361,68,21,20,8,19,98,88,46,51,68,21,186,9783,1971,201004,2711,85,3,Santa Clara
224223,38,12,11,4,11,55,49,26,29,37,12,104,14462,1971,201004,2711,85,3,Santa Clara
216345,75,23,22,9,21,108,97,51,57,73,24,205,11639,1971,201004,2711,85,3,Santa Clara
219010,34,5,12,7,10,47,50,26,17,42,12,97,12665,1970,201002,2711,85,3,Santa Clara
227865,33,5,11,7,10,46,48,25,16,42,11,94,15818,1970,201002,2711,85,3,Santa Clara
229424,34,5,12,7,10,47,50,26,17,42,12,97,16300,1970,201002,2711,85,3,Santa Clara
217241,51,6,17,9,19,78,77,47,30,66,12,155,11997,2010,201048,2711,85,3,Santa Clara
215630,39,5,13,7,14,60,59,36,23,51,9,119,11309,2010,201048,2711,85,3,Santa Clara
216346,76,23,23,9,21,110,98,51,57,76,24,208,11640,1971,201004,2711,85,3,Santa Clara
216348,28,9,8,3,8,41,36,19,21,28,9,77,11641,1971,201004,2711,85,3,Santa Clara
219012,25,8,7,3,7,36,32,17,19,24,8,68,12667,1971,201004,2711,85,3,Santa Clara
223254,42,9,13,8,12,56,60,31,24,48,13,116,14131,1313,200285,2710,85,3,Santa Clara
223255,43,10,13,8,12,57,62,32,25,48,14,119,14132,1313,200285,2710,85,3,Santa Clara
231874,28,6,9,5,8,37,40,21,16,31,9,77,16972,1313,200285,2710,85,3,Santa Clara
222793,31,7,9,6,9,41,45,23,18,35,10,86,13958,1313,200285,2710,85,3,Santa Clara
218861,60,13,19,11,17,79,87,44,35,68,19,166,12610,1313,200285,2710,85,3,Santa Clara
218972,51,11,16,9,15,68,73,38,30,57,16,141,12645,1313,200285,2710,85,3,Santa Clara
222795,37,5,13,7,12,54,55,31,19,45,14,109,13959,1314,200286,2710,85,3,Santa Clara
218862,29,6,10,5,8,38,42,21,17,33,9,80,12611,1313,200285,2710,85,3,Santa Clara
214092,58,13,18,10,17,77,83,43,34,65,18,160,10577,1313,200285,2710,85,3,Santa Clara
223256,48,11,14,9,14,64,69,35,28,55,15,133,14133,1313,200285,2710,85,3,Santa Clara
