MAZ,households,HHSize1,HHSize2,HHSize3,HHSize4p,Male,Female,Age_00_19,Age_20_34,Age_35_64,Age_65_up,Pop,maz_seq1,taz_seq1,TAZ,PUMA,COUNTYFP,mtc_county_id,county_name
711082,7,1,3,1,2,14,10,8,5,9,2,24,35864,4305,700185,1101,97,8,Sonoma
717304,2,0,1,0,1,4,3,2,1,4,0,7,37601,4305,700185,1101,97,8,Sonoma
720310,34,6,11,5,12,65,50,37,23,47,8,115,38347,4305,700185,1101,97,8,Sonoma
711405,3,1,1,0,1,6,4,3,2,4,1,10,35978,4305,700185,1101,97,8,Sonoma
712257,64,12,26,11,15,82,87,39,19,87,24,169,36226,4359,700246,1101,97,8,Sonoma
710892,7,1,3,1,2,9,10,5,2,9,3,19,35803,4411,700303,1103,97,8,Sonoma
713141,6,1,2,1,2,11,9,7,4,8,1,20,36495,4305,700185,1101,97,8,Sonoma
710517,20,4,7,3,6,27,27,16,11,21,6,54,35659,4399,700291,1103,97,8,Sonoma
710889,4,1,1,1,1,24,7,3,12,15,1,31,35801,4428,700320,1101,97,8,Sonoma
713236,1,1,0,0,0,2,1,1,1,1,0,3,36522,4409,700301,1101,97,8,Sonoma
714046,5,1,1,1,2,7,7,4,3,6,1,14,36733,4409,700301,1101,97,8,Sonoma
711586,16,3,5,2,6,30,24,17,11,22,4,54,36043,4305,700185,1101,97,8,Sonoma
713621,140,25,50,23,42,205,195,120,80,170,30,400,36622,4409,700301,1101,97,8,Sonoma
715489,3,0,1,1,1,5,4,3,2,3,1,9,37106,4409,700301,1101,97,8,Sonoma
711125,8,2,3,1,2,48,14,7,24,28,3,62,35878,4428,700320,1101,97,8,Sonoma
716788,37,7,10,6,14,73,57,43,37,42,8,130,37471,4181,700049,1101,97,8,Sonoma
715653,12,2,3,2,5,23,19,13,12,14,3,42,37149,4181,700049,1101,97,8,Sonoma
716259,22,4,6,3,9,43,34,25,22,25,5,77,37319,4181,700049,1101,97,8,Sonoma
717828,3,0,1,1,1,4,4,2,1,4,1,8,37720,4301,700181,1101,97,8,Sonoma
710948,12,2,5,2,3,16,17,9,5,16,3,33,35828,4301,700181,1101,97,8,Sonoma
719113,38,7,15,7,9,48,52,24,15,51,10,100,38022,4306,700186,1101,97,8,Sonoma
718412,29,6,8,5,10,57,45,34,29,33,6,102,37868,4181,700049,1101,97,8,Sonoma
718853,130,26,49,24,31,164,179,82,52,175,34,343,37966,4306,700186,1101,97,8,Sonoma
719382,45,9,12,7,17,89,69,52,45,51,10,158,38089,4181,700049,1101,97,8,Sonoma
719224,52,10,20,10,12,66,71,33,21,69,14,137,38049,4306,700186,1101,97,8,Sonoma
711751,1,1,0,0,0,2,1,2,0,1,0,3,36096,4306,700186,1101,97,8,Sonoma
714380,25,4,10,5,6,33,36,19,9,34,7,69,36816,4301,700181,1101,97,8,Sonoma
713301,52,11,19,10,12,63,71,33,14,72,15,134,36540,4307,700187,1101,97,8,Sonoma
716892,160,31,63,28,38,203,218,101,56,208,56,421,37488,4280,700158,1101,97,8,Sonoma
716891,32,7,12,6,7,39,43,20,9,44,9,82,37487,4307,700187,1101,97,8,Sonoma
710958,154,25,59,30,40,206,221,116,58,211,42,427,35833,4301,700181,1101,97,8,Sonoma
717829,190,31,73,37,49,254,273,143,72,260,52,527,37721,4301,700181,1101,97,8,Sonoma
712848,122,26,45,23,28,148,166,77,33,169,35,314,36415,4307,700187,1101,97,8,Sonoma
714389,124,29,42,21,32,160,164,83,52,152,37,324,36819,4153,700020,1101,97,8,Sonoma
713306,102,17,39,20,26,136,147,77,39,139,28,283,36543,4301,700181,1101,97,8,Sonoma
712958,29,6,11,5,7,37,39,18,10,38,10,76,36453,4280,700158,1101,97,8,Sonoma
714025,87,17,34,15,21,110,119,55,30,113,31,229,36729,4280,700158,1101,97,8,Sonoma
714762,8,2,3,1,2,10,11,5,3,10,3,21,36926,4280,700158,1101,97,8,Sonoma
718850,0,0,0,0,0,0,0,0,0,0,0,0,37964,4297,700177,1101,97,8,Sonoma
713164,121,41,40,17,23,148,183,66,47,128,90,331,36505,4297,700177,1101,97,8,Sonoma
712961,54,13,18,9,14,70,71,36,23,66,16,141,36455,4153,700020,1101,97,8,Sonoma
718852,129,30,43,22,34,166,171,86,54,159,38,337,37965,4153,700020,1101,97,8,Sonoma
712859,1,1,0,0,0,1,2,1,0,1,1,3,36420,4297,700177,1101,97,8,Sonoma
710956,114,40,37,16,21,140,172,63,44,120,85,312,35832,4297,700177,1101,97,8,Sonoma
718092,8,2,3,1,2,12,11,6,4,10,3,23,37796,4475,700375,1103,97,8,Sonoma
718105,94,32,31,13,18,115,142,52,36,99,70,257,37801,4297,700177,1101,97,8,Sonoma
715021,59,21,19,8,11,72,89,32,23,62,44,161,36986,4297,700177,1101,97,8,Sonoma
714675,0,0,0,0,0,0,0,0,0,0,0,0,36907,4475,700375,1103,97,8,Sonoma
716595,1,1,0,0,0,2,1,2,0,1,0,3,37422,4153,700020,1101,97,8,Sonoma
712849,31,7,11,5,8,40,41,21,13,38,9,81,36416,4153,700020,1101,97,8,Sonoma
713303,63,15,21,11,16,81,84,42,26,78,19,165,36542,4153,700020,1101,97,8,Sonoma
713302,90,18,33,17,22,114,124,56,36,122,24,238,36541,4306,700186,1101,97,8,Sonoma
712383,199,47,76,29,47,257,251,124,80,259,45,508,36270,4474,700374,1101,97,8,Sonoma
712850,44,10,18,6,10,56,56,27,18,57,10,112,36417,4474,700374,1101,97,8,Sonoma
719618,31,5,12,6,8,41,45,23,12,43,8,86,38149,4301,700181,1101,97,8,Sonoma
715007,83,19,28,14,22,107,110,55,35,102,25,217,36983,4153,700020,1101,97,8,Sonoma
717909,0,0,0,0,0,0,0,0,0,0,0,0,37747,4475,700375,1103,97,8,Sonoma
719738,53,10,20,10,13,67,73,33,21,72,14,140,38184,4306,700186,1101,97,8,Sonoma
719737,83,19,33,12,19,107,105,52,33,108,19,212,38183,4474,700374,1101,97,8,Sonoma
714639,39,9,13,6,11,59,54,29,18,53,13,113,36901,4475,700375,1103,97,8,Sonoma
711205,36,8,13,5,10,55,49,26,17,49,12,104,35909,4475,700375,1103,97,8,Sonoma
716877,0,0,0,0,0,0,0,0,0,0,0,0,37484,4475,700375,1103,97,8,Sonoma
717058,105,24,36,16,29,160,144,77,48,143,36,304,37520,4475,700375,1103,97,8,Sonoma
714932,153,35,53,23,42,233,210,112,71,208,52,443,36963,4475,700375,1103,97,8,Sonoma
718403,68,13,19,11,25,134,105,80,68,77,14,239,37865,4181,700049,1101,97,8,Sonoma
720092,26,5,7,4,10,51,40,29,26,30,6,91,38290,4181,700049,1101,97,8,Sonoma
718399,130,24,50,21,35,174,183,99,48,170,40,357,37862,4180,700048,1101,97,8,Sonoma
720090,108,21,29,17,41,212,167,126,107,123,23,379,38289,4181,700049,1101,97,8,Sonoma
713154,0,0,0,0,0,0,0,0,0,0,0,0,36502,4184,700052,1102,97,8,Sonoma
713677,8,2,3,1,2,10,11,5,3,11,2,21,36636,4306,700186,1101,97,8,Sonoma
712176,19,5,5,4,5,25,25,13,8,23,6,50,36206,4184,700052,1102,97,8,Sonoma
712891,2,0,1,0,1,2,3,1,2,2,0,5,36432,4206,700076,1102,97,8,Sonoma
720390,3,1,1,0,1,4,4,2,1,4,1,8,38360,4206,700076,1102,97,8,Sonoma
715688,0,0,0,0,0,0,0,0,0,0,0,0,37151,4184,700052,1102,97,8,Sonoma
719984,101,31,27,16,27,138,139,84,76,101,16,277,38247,4206,700076,1102,97,8,Sonoma
715206,1,1,0,0,0,2,1,2,0,1,0,3,37030,4184,700052,1102,97,8,Sonoma
718769,5,1,2,1,1,6,7,3,2,6,2,13,37944,4184,700052,1102,97,8,Sonoma
717577,36,9,11,7,9,49,47,25,15,45,11,96,37667,4184,700052,1102,97,8,Sonoma
718411,1,1,0,0,0,2,1,2,0,1,0,3,37867,4184,700052,1102,97,8,Sonoma
712085,0,0,0,0,0,0,0,0,0,0,0,0,36179,4184,700052,1102,97,8,Sonoma
710724,12,3,4,2,3,16,16,8,5,15,4,32,35742,4184,700052,1102,97,8,Sonoma
715508,3,0,1,1,1,4,4,2,1,4,1,8,37110,4184,700052,1102,97,8,Sonoma
719988,36,9,11,7,9,49,47,25,15,45,11,96,38250,4184,700052,1102,97,8,Sonoma
718518,8,3,2,1,2,11,11,7,6,8,1,22,37888,4206,700076,1102,97,8,Sonoma
711485,64,16,20,12,16,87,83,44,26,81,19,170,36015,4184,700052,1102,97,8,Sonoma
711524,11,3,3,2,3,15,15,9,8,11,2,30,36025,4206,700076,1102,97,8,Sonoma
715738,2,0,1,0,1,2,3,1,2,2,0,5,37165,4206,700076,1102,97,8,Sonoma
714413,112,20,44,18,30,150,157,86,42,144,35,307,36826,4180,700048,1101,97,8,Sonoma
716380,37,7,10,6,14,73,57,43,37,42,8,130,37361,4181,700049,1101,97,8,Sonoma
718445,7,2,3,1,1,7,8,3,2,7,3,15,37877,4182,700050,1102,97,8,Sonoma
718413,91,29,37,12,13,92,106,36,30,93,39,198,37869,4182,700050,1102,97,8,Sonoma
711600,41,9,14,7,11,55,54,30,16,49,14,109,36053,4150,700016,1102,97,8,Sonoma
719030,222,71,89,30,32,224,260,87,74,227,96,484,38001,4182,700050,1102,97,8,Sonoma
712899,200,50,71,37,42,241,257,126,105,217,50,498,36437,4334,700219,1102,97,8,Sonoma
712179,62,15,20,11,16,83,81,43,25,77,19,164,36207,4184,700052,1102,97,8,Sonoma
716801,42,11,14,8,9,51,54,26,22,46,11,105,37473,4334,700219,1102,97,8,Sonoma
718437,212,53,75,39,45,256,272,134,111,230,53,528,37874,4334,700219,1102,97,8,Sonoma
715272,51,13,18,9,11,62,65,32,27,55,13,127,37047,4334,700219,1102,97,8,Sonoma
716825,90,23,31,17,19,109,115,57,47,97,23,224,37477,4334,700219,1102,97,8,Sonoma
718402,86,21,27,16,22,116,112,59,35,108,26,228,37864,4184,700052,1102,97,8,Sonoma
715739,190,49,78,32,31,230,227,110,149,152,46,457,37166,4208,700078,1102,97,8,Sonoma
718879,28,7,11,5,5,34,33,16,22,22,7,67,37970,4208,700078,1102,97,8,Sonoma
719134,4,1,1,1,1,5,5,2,4,3,1,10,38028,4208,700078,1102,97,8,Sonoma
711894,0,0,0,0,0,0,0,0,0,0,0,0,36124,4206,700076,1102,97,8,Sonoma
713340,1,1,0,0,0,2,1,1,1,1,0,3,36551,4206,700076,1102,97,8,Sonoma
718638,61,18,22,10,11,70,74,36,35,63,10,144,37912,4207,700077,1102,97,8,Sonoma
712888,80,23,29,13,15,92,97,47,46,83,13,189,36431,4207,700077,1102,97,8,Sonoma
719129,64,19,22,11,12,74,77,38,37,65,11,151,38026,4207,700077,1102,97,8,Sonoma
716812,138,39,42,21,36,159,164,94,88,118,23,323,37475,4314,700197,1102,97,8,Sonoma
714853,41,8,12,8,13,60,59,40,37,37,5,119,36947,4393,700284,1102,97,8,Sonoma
714341,51,13,22,8,8,62,61,30,40,41,12,123,36799,4208,700078,1102,97,8,Sonoma
711900,39,10,17,6,6,47,47,23,31,31,9,94,36126,4208,700078,1102,97,8,Sonoma
718436,5,1,2,1,1,6,6,3,3,5,1,12,37873,4207,700077,1102,97,8,Sonoma
719136,245,72,87,41,45,283,294,145,140,251,41,577,38029,4207,700077,1102,97,8,Sonoma
714337,14,4,4,3,3,20,22,12,12,16,2,42,36796,4333,700218,1102,97,8,Sonoma
710412,89,13,27,17,32,134,138,87,47,123,15,272,35621,4209,700079,1102,97,8,Sonoma
711421,49,13,16,10,10,69,78,41,42,56,8,147,35983,4333,700218,1102,97,8,Sonoma
711429,117,31,38,23,25,165,186,98,101,132,20,351,35986,4333,700218,1102,97,8,Sonoma
715269,133,35,44,26,28,188,211,111,115,151,22,399,37046,4333,700218,1102,97,8,Sonoma
711915,231,65,69,36,61,267,273,157,147,197,39,540,36130,4314,700197,1102,97,8,Sonoma
710626,3,0,1,1,1,3,4,2,2,2,1,7,35699,4207,700077,1102,97,8,Sonoma
716306,135,38,41,21,35,156,160,92,86,115,23,316,37328,4314,700197,1102,97,8,Sonoma
719133,126,35,39,19,33,146,149,86,80,108,21,295,38027,4314,700197,1102,97,8,Sonoma
714855,0,0,0,0,0,0,0,0,0,0,0,0,36948,4314,700197,1102,97,8,Sonoma
716231,126,26,37,24,39,182,183,119,115,114,17,365,37312,4393,700284,1102,97,8,Sonoma
711897,146,25,49,33,39,207,206,121,114,157,21,413,36125,4271,700146,1102,97,8,Sonoma
712493,50,5,15,11,19,77,79,53,30,64,9,156,36307,4392,700283,1102,97,8,Sonoma
712497,60,17,18,9,16,69,71,41,38,51,10,140,36308,4314,700197,1102,97,8,Sonoma
714858,78,13,26,18,21,111,110,65,61,84,11,221,36950,4271,700146,1102,97,8,Sonoma
712736,62,7,19,13,23,95,99,66,37,80,11,194,36378,4392,700283,1102,97,8,Sonoma
716234,54,9,19,12,14,77,76,45,42,58,8,153,37313,4271,700146,1102,97,8,Sonoma
711423,41,10,14,8,9,49,53,26,22,44,10,102,35984,4334,700219,1102,97,8,Sonoma
716378,86,10,24,18,34,136,133,89,46,119,15,269,37360,4332,700217,1102,97,8,Sonoma
711005,113,13,32,24,44,178,175,117,61,156,19,353,35847,4332,700217,1102,97,8,Sonoma
714540,13,3,5,2,3,16,16,8,6,14,4,32,36861,4183,700051,1102,97,8,Sonoma
713150,46,5,13,10,18,73,71,48,25,63,8,144,36499,4332,700217,1102,97,8,Sonoma
718476,95,11,27,20,37,150,147,98,51,132,16,297,37884,4332,700217,1102,97,8,Sonoma
712813,95,11,27,20,37,150,147,98,51,132,16,297,36401,4332,700217,1102,97,8,Sonoma
712814,27,7,9,5,6,38,43,23,23,30,5,81,36402,4333,700218,1102,97,8,Sonoma
716509,58,8,17,11,22,87,90,57,31,79,10,177,37405,4209,700079,1102,97,8,Sonoma
719140,73,19,25,14,15,103,116,61,63,83,12,219,38030,4333,700218,1102,97,8,Sonoma
712240,106,15,32,20,39,159,164,104,56,146,17,323,36218,4209,700079,1102,97,8,Sonoma
713149,52,7,16,10,19,78,81,51,28,71,9,159,36498,4209,700079,1102,97,8,Sonoma
715649,50,7,15,10,18,75,78,49,26,70,8,153,37147,4209,700079,1102,97,8,Sonoma
713976,35,9,12,7,7,49,56,29,30,40,6,105,36721,4333,700218,1102,97,8,Sonoma
712568,184,66,43,28,47,223,237,137,116,185,22,460,36321,4331,700216,1102,97,8,Sonoma
715745,25,4,8,6,7,36,35,21,19,27,4,71,37168,4271,700146,1102,97,8,Sonoma
712237,55,9,18,13,15,78,78,46,43,59,8,156,36216,4271,700146,1102,97,8,Sonoma
713974,148,23,42,31,52,231,224,143,127,157,28,455,36720,4223,700093,1102,97,8,Sonoma
716458,33,5,9,7,12,52,50,32,28,36,6,102,37391,4223,700093,1102,97,8,Sonoma
716456,31,5,11,7,8,44,44,26,24,34,4,88,37390,4271,700146,1102,97,8,Sonoma
718440,28,4,8,6,10,44,42,27,24,30,5,86,37875,4223,700093,1102,97,8,Sonoma
712239,428,90,139,78,121,600,560,337,286,474,63,1160,36217,4423,700315,1102,97,8,Sonoma
715650,31,4,9,6,12,47,48,30,16,44,5,95,37148,4209,700079,1102,97,8,Sonoma
710113,34,5,10,7,12,51,53,33,18,47,6,104,35511,4209,700079,1102,97,8,Sonoma
720208,52,19,12,8,13,63,67,39,33,52,6,130,38325,4331,700216,1102,97,8,Sonoma
719148,12,2,3,3,4,17,18,11,11,12,1,35,38032,4282,700161,1102,97,8,Sonoma
716511,93,33,22,14,24,113,120,69,59,94,11,233,37406,4331,700216,1102,97,8,Sonoma
714537,91,12,30,21,28,130,134,83,80,95,6,264,36860,4282,700161,1102,97,8,Sonoma
713562,420,87,112,87,134,589,590,383,320,435,41,1179,36605,4175,700043,1102,97,8,Sonoma
710481,78,10,26,18,24,112,114,71,68,82,5,226,35651,4282,700161,1102,97,8,Sonoma
713722,33,7,11,6,9,46,43,26,22,36,5,89,36652,4423,700315,1102,97,8,Sonoma
715767,39,5,13,9,12,56,57,36,34,41,2,113,37174,4282,700161,1102,97,8,Sonoma
716723,25,3,8,6,8,36,37,23,22,26,2,73,37455,4282,700161,1102,97,8,Sonoma
715648,203,44,76,36,47,251,270,134,136,202,49,521,37146,4422,700314,1102,97,8,Sonoma
719254,219,45,59,45,70,307,308,200,167,226,22,615,38055,4434,700326,1102,97,8,Sonoma
713775,398,82,107,82,127,558,559,363,303,412,39,1117,36666,4434,700326,1102,97,8,Sonoma
716459,49,11,18,9,11,61,65,32,33,49,12,126,37392,4422,700314,1102,97,8,Sonoma
710035,148,31,40,31,46,207,208,135,113,152,15,415,35483,4432,700324,1102,97,8,Sonoma
719115,39,9,15,6,9,51,49,24,16,51,9,100,38024,4474,700374,1101,97,8,Sonoma
719983,8,3,2,1,2,11,11,7,6,8,1,22,38246,4206,700076,1102,97,8,Sonoma
716470,39,9,13,6,11,59,54,29,18,53,13,113,37395,4475,700375,1103,97,8,Sonoma
710407,0,0,0,0,0,0,0,0,0,0,0,0,35619,4185,700053,1102,97,8,Sonoma
714625,41,10,15,6,10,58,56,32,21,50,11,114,36896,4313,700196,1103,97,8,Sonoma
715570,292,90,96,36,70,353,396,222,179,286,62,749,37130,4185,700053,1102,97,8,Sonoma
711522,477,144,128,78,127,652,654,396,361,472,77,1306,36024,4206,700076,1102,97,8,Sonoma
719143,2,0,1,0,1,2,3,1,2,2,0,5,38031,4206,700076,1102,97,8,Sonoma
719987,83,26,27,10,20,100,113,63,51,81,18,213,38249,4185,700053,1102,97,8,Sonoma
712895,0,0,0,0,0,0,0,0,0,0,0,0,36435,4185,700053,1102,97,8,Sonoma
715968,16,5,5,2,4,19,22,12,10,16,3,41,37229,4185,700053,1102,97,8,Sonoma
712820,0,0,0,0,0,0,0,0,0,0,0,0,36404,4185,700053,1102,97,8,Sonoma
714626,17,4,6,3,4,24,23,13,9,20,5,47,36897,4313,700196,1103,97,8,Sonoma
719501,18,4,7,3,4,25,25,14,9,22,5,50,38125,4313,700196,1103,97,8,Sonoma
716871,23,6,9,3,5,32,32,18,12,28,6,64,37482,4313,700196,1103,97,8,Sonoma
714623,62,14,22,9,17,94,85,45,29,84,21,179,36894,4475,700375,1103,97,8,Sonoma
714446,58,13,20,9,16,88,80,43,27,78,20,168,36831,4475,700375,1103,97,8,Sonoma
720044,32,4,8,6,14,62,55,39,34,39,5,117,38280,4200,700070,1103,97,8,Sonoma
720227,50,7,13,10,20,98,85,62,53,60,8,183,38329,4200,700070,1103,97,8,Sonoma
712758,119,16,31,24,48,232,203,148,125,143,19,435,36384,4136,700001,1103,97,8,Sonoma
720015,190,47,70,29,44,269,261,146,95,236,53,530,38264,4313,700196,1103,97,8,Sonoma
710196,20,5,7,3,5,29,27,15,10,25,6,56,35538,4313,700196,1103,97,8,Sonoma
714629,1,1,0,0,0,2,1,1,1,1,0,3,36898,4313,700196,1103,97,8,Sonoma
719438,52,7,14,10,21,101,89,64,55,63,8,190,38106,4200,700070,1103,97,8,Sonoma
714624,2,0,1,0,1,4,3,3,2,2,0,7,36895,4200,700070,1103,97,8,Sonoma
716661,0,0,0,0,0,0,0,0,0,0,0,0,37442,4200,700070,1103,97,8,Sonoma
711300,57,7,15,11,24,112,97,71,60,69,9,209,35944,4200,700070,1103,97,8,Sonoma
718011,7,1,2,1,3,14,12,10,7,8,1,26,37774,4200,700070,1103,97,8,Sonoma
717652,5,1,1,1,2,9,9,6,5,6,1,18,37680,4136,700001,1103,97,8,Sonoma
716764,1,1,0,0,0,2,2,2,1,1,0,4,37462,4200,700070,1103,97,8,Sonoma
719179,0,0,0,0,0,0,0,0,0,0,0,0,38034,4200,700070,1103,97,8,Sonoma
718035,0,0,0,0,0,0,0,0,0,0,0,0,37785,4199,700069,1103,97,8,Sonoma
717677,92,12,24,18,38,180,157,114,97,111,15,337,37686,4200,700070,1103,97,8,Sonoma
717897,0,0,0,0,0,0,0,0,0,0,0,0,37745,4199,700069,1103,97,8,Sonoma
712931,106,14,28,21,43,207,181,132,111,128,17,388,36445,4199,700069,1103,97,8,Sonoma
711553,119,16,31,24,48,232,203,148,125,143,19,435,36032,4199,700069,1103,97,8,Sonoma
716195,150,20,39,30,61,293,256,187,158,180,24,549,37297,4199,700069,1103,97,8,Sonoma
711531,1,1,0,0,0,2,1,1,1,1,0,3,36026,4206,700076,1102,97,8,Sonoma
718371,1,1,0,0,0,2,1,1,1,1,0,3,37851,4206,700076,1102,97,8,Sonoma
714852,38,8,11,7,12,55,55,36,35,34,5,110,36946,4393,700284,1102,97,8,Sonoma
718364,323,66,94,61,102,468,469,308,294,292,43,937,37849,4393,700284,1102,97,8,Sonoma
715740,0,0,0,0,0,0,0,0,0,0,0,0,37167,4391,700282,1102,97,8,Sonoma
713086,77,24,26,12,15,88,95,51,66,59,7,183,36486,4394,700285,1102,97,8,Sonoma
710037,180,95,52,20,13,135,184,55,118,74,72,319,35484,4391,700282,1102,97,8,Sonoma
718400,2,1,1,0,0,2,3,2,1,2,0,5,37863,4185,700053,1102,97,8,Sonoma
712241,0,0,0,0,0,0,0,0,0,0,0,0,36219,4185,700053,1102,97,8,Sonoma
711833,1,1,0,0,0,1,1,0,2,0,0,2,36115,4391,700282,1102,97,8,Sonoma
714798,1,1,0,0,0,1,1,0,2,0,0,2,36934,4391,700282,1102,97,8,Sonoma
713344,0,0,0,0,0,0,0,0,0,0,0,0,36553,4391,700282,1102,97,8,Sonoma
710043,0,0,0,0,0,0,0,0,0,0,0,0,35485,4285,700164,1102,97,8,Sonoma
713625,44,9,13,8,14,64,64,42,40,40,6,128,36625,4393,700284,1102,97,8,Sonoma
718366,47,10,14,9,14,68,68,45,43,42,6,136,37850,4393,700284,1102,97,8,Sonoma
714856,148,47,49,23,29,169,183,98,127,113,14,352,36949,4394,700285,1102,97,8,Sonoma
710271,229,73,75,36,45,262,283,152,197,175,21,545,35573,4394,700285,1102,97,8,Sonoma
710044,223,117,65,25,16,167,229,68,148,91,89,396,35486,4391,700282,1102,97,8,Sonoma
712737,115,12,35,24,44,177,183,122,69,149,20,360,36379,4392,700283,1102,97,8,Sonoma
716794,302,161,87,33,21,227,309,92,199,124,121,536,37472,4391,700282,1102,97,8,Sonoma
714107,0,0,0,0,0,0,0,0,0,0,0,0,36747,4391,700282,1102,97,8,Sonoma
711486,187,99,54,21,13,140,192,57,123,77,75,332,36016,4391,700282,1102,97,8,Sonoma
720324,0,0,0,0,0,0,0,0,0,0,0,0,38351,4391,700282,1102,97,8,Sonoma
710344,0,0,0,0,0,0,0,0,0,0,0,0,35596,4391,700282,1102,97,8,Sonoma
711111,86,11,31,15,29,127,134,67,39,121,34,261,35873,4285,700164,1102,97,8,Sonoma
719985,5,1,2,1,1,6,7,4,3,5,1,13,38248,4185,700053,1102,97,8,Sonoma
710930,0,0,0,0,0,0,0,0,0,0,0,0,35822,4285,700164,1102,97,8,Sonoma
710568,0,0,0,0,0,0,0,0,0,0,0,0,35679,4313,700196,1103,97,8,Sonoma
715698,30,4,11,5,10,44,47,23,13,43,12,91,37156,4285,700164,1102,97,8,Sonoma
712507,49,6,19,8,16,72,77,38,22,69,20,149,36311,4285,700164,1102,97,8,Sonoma
712503,109,14,40,19,36,161,170,85,49,153,44,331,36310,4285,700164,1102,97,8,Sonoma
711908,218,42,76,48,52,280,302,157,131,248,46,582,36128,4210,700080,1102,97,8,Sonoma
715416,225,37,86,39,63,314,311,168,75,307,75,625,37089,4281,700160,1102,97,8,Sonoma
715504,380,59,109,80,132,593,576,368,326,404,71,1169,37109,4223,700093,1102,97,8,Sonoma
710284,368,160,133,47,28,297,397,127,164,231,172,694,35575,4275,700150,1102,97,8,Sonoma
710270,61,16,24,9,12,78,81,39,60,54,6,159,35572,4424,700316,1102,97,8,Sonoma
716924,288,125,104,37,22,232,311,99,128,181,135,543,37496,4275,700150,1102,97,8,Sonoma
719022,101,21,33,21,26,125,129,74,81,91,8,254,37999,4424,700316,1102,97,8,Sonoma
715694,234,51,85,49,49,290,332,157,166,255,44,622,37154,4274,700149,1102,97,8,Sonoma
715754,101,12,40,18,31,145,147,79,33,137,43,292,37170,4421,700313,1102,97,8,Sonoma
715919,40,5,15,7,13,59,63,31,18,57,16,122,37208,4285,700164,1102,97,8,Sonoma
710268,78,9,31,14,24,112,114,61,25,107,33,226,35571,4421,700313,1102,97,8,Sonoma
714483,159,34,52,32,41,196,204,117,127,144,12,400,36844,4273,700148,1102,97,8,Sonoma
711513,105,23,38,22,22,130,149,71,74,114,20,279,36021,4274,700149,1102,97,8,Sonoma
719465,45,10,16,10,9,56,64,30,32,50,8,120,38120,4274,700149,1102,97,8,Sonoma
711827,179,18,54,36,71,276,297,181,93,258,41,573,36113,4419,700311,1102,97,8,Sonoma
711428,96,26,37,14,19,123,127,62,94,85,9,250,35985,4424,700316,1102,97,8,Sonoma
715646,41,11,16,6,8,53,54,26,41,36,4,107,37144,4424,700316,1102,97,8,Sonoma
715647,76,16,24,16,20,94,97,56,61,68,6,191,37145,4273,700148,1102,97,8,Sonoma
713977,27,6,10,5,6,33,36,18,18,27,6,69,36722,4422,700314,1102,97,8,Sonoma
712235,73,19,28,11,15,94,96,47,71,65,7,190,36215,4424,700316,1102,97,8,Sonoma
718648,179,48,68,27,36,229,237,115,175,159,17,466,37916,4424,700316,1102,97,8,Sonoma
715645,67,14,22,14,17,83,86,49,53,62,5,169,37143,4273,700148,1102,97,8,Sonoma
713721,0,0,0,0,0,0,0,0,0,0,0,0,36651,4221,700091,1102,97,8,Sonoma
713333,31,2,10,7,12,53,47,30,15,49,6,100,36549,4272,700147,1102,97,8,Sonoma
714482,157,8,51,34,64,269,236,151,74,248,32,505,36843,4272,700147,1102,97,8,Sonoma
711515,299,163,130,5,1,172,276,1,2,76,369,448,36022,4420,700312,1102,97,8,Sonoma
710413,248,51,81,58,58,301,343,171,186,261,26,644,35622,4221,700091,1102,97,8,Sonoma
712088,35,4,14,6,11,50,51,28,11,47,15,101,36180,4421,700313,1102,97,8,Sonoma
714902,273,52,96,60,65,350,378,196,164,311,57,728,36958,4210,700080,1102,97,8,Sonoma
720094,48,6,18,8,16,71,75,37,22,68,19,146,38291,4285,700164,1102,97,8,Sonoma
719003,47,5,14,9,19,73,78,48,24,68,11,151,37996,4419,700311,1102,97,8,Sonoma
716120,45,5,13,9,18,70,74,46,23,65,10,144,37276,4419,700311,1102,97,8,Sonoma
720098,60,21,20,9,10,68,66,32,49,36,17,134,38293,4283,700162,1102,97,8,Sonoma
711907,125,23,49,22,31,150,147,82,49,127,39,297,36127,4220,700090,1102,97,8,Sonoma
712245,208,39,82,36,51,249,245,137,82,211,64,494,36221,4220,700090,1102,97,8,Sonoma
712243,175,33,69,30,43,210,206,115,69,178,54,416,36220,4220,700090,1102,97,8,Sonoma
716310,36,12,12,6,6,41,39,19,29,22,10,80,37329,4283,700162,1102,97,8,Sonoma
717595,42,14,14,7,7,48,46,23,34,25,12,94,37670,4283,700162,1102,97,8,Sonoma
720097,40,15,13,6,6,45,44,22,32,24,11,89,38292,4283,700162,1102,97,8,Sonoma
719005,568,197,190,90,91,647,622,307,457,343,162,1269,37997,4283,700162,1102,97,8,Sonoma
712816,416,62,115,93,146,647,677,436,231,577,80,1324,36403,4220,700090,1102,97,8,Sonoma
710337,173,26,48,39,60,269,282,181,96,241,33,551,35592,4220,700090,1102,97,8,Sonoma
716058,81,11,19,16,35,126,131,91,47,108,11,257,37259,4219,700089,1102,97,8,Sonoma
718721,10,3,3,1,3,16,16,10,8,12,2,32,37931,4336,700221,1103,97,8,Sonoma
715571,23,4,9,4,6,32,32,17,8,31,8,64,37131,4281,700160,1102,97,8,Sonoma
710675,7,2,2,1,2,11,11,7,6,7,2,22,35719,4336,700221,1103,97,8,Sonoma
