process,pid,rss,full_rss,uss,event,children,time
MainProcess,14788,6_633_164_800,6_633_164_800,6_639_153_152,pipeline.run_model initial_seed_balancing finished,0,2025/08/08 18:02:27.241932
MainProcess,14788,6_623_404_032,6_623_404_032,6_628_392_960,pipeline.run after initial_seed_balancing,0,2025/08/08 18:02:28.116348
MainProcess,14788,6_623_412_224,6_623_412_224,6_628_401_152,pipeline.run_model meta_control_factoring start,0,2025/08/08 18:02:28.288277
MainProcess,12924,98_639_872,98_639_872,87_207_936,pipeline.run before preload_injectables,0,2025/08/08 18:26:54.788827
MainProcess,12924,98_947_072,98_947_072,87_224_320,pipeline.run after preload_injectables,0,2025/08/08 18:26:54.802159
MainProcess,12924,98_975_744,98_975_744,87_252_992,pipeline.run_model input_pre_processor start,0,2025/08/08 18:26:54.814283
MainProcess,12924,6_659_518_464,6_659_518_464,6_664_540_160,pipeline.run_model input_pre_processor finished,0,2025/08/08 18:28:10.751700
MainProcess,12924,6_727_532_544,6_727_532_544,6_732_591_104,pipeline.run after input_pre_processor,0,2025/08/08 18:29:21.031499
MainProcess,12924,6_727_589_888,6_727_589_888,6_732_591_104,pipeline.run_model setup_data_structures start,0,2025/08/08 18:29:21.336031
MainProcess,12924,6_637_756_416,6_637_756_416,6_642_757_632,pipeline.run_model setup_data_structures finished,0,2025/08/08 18:29:52.501958
MainProcess,12924,6_641_627_136,6_641_627_136,6_646_620_160,pipeline.run after setup_data_structures,0,2025/08/08 18:30:57.830787
MainProcess,12924,6_641_627_136,6_641_627_136,6_646_620_160,pipeline.run_model initial_seed_balancing start,0,2025/08/08 18:30:58.026382
MainProcess,12924,6_635_040_768,6_635_040_768,6_640_992_256,pipeline.run_model initial_seed_balancing finished,0,2025/08/08 18:37:53.353776
MainProcess,12924,6_618_259_456,6_618_259_456,6_624_178_176,pipeline.run after initial_seed_balancing,0,2025/08/08 18:37:54.295292
MainProcess,12924,6_619_197_440,6_619_197_440,6_624_178_176,pipeline.run_model meta_control_factoring start,0,2025/08/08 18:37:54.500222
MainProcess,9396,98_729_984,98_729_984,87_334_912,pipeline.run before preload_injectables,0,2025/08/08 19:11:06.993580
MainProcess,9396,99_016_704,99_016_704,87_367_680,pipeline.run after preload_injectables,0,2025/08/08 19:11:07.009204
MainProcess,9396,99_065_856,99_065_856,87_400_448,pipeline.run_model input_pre_processor start,0,2025/08/08 19:11:07.009204
MainProcess,9396,6_657_290_240,6_657_290_240,6_662_369_280,pipeline.run_model input_pre_processor finished,0,2025/08/08 19:12:22.946144
MainProcess,9396,6_724_182_016,6_724_182_016,6_729_256_960,pipeline.run after input_pre_processor,0,2025/08/08 19:13:34.222006
MainProcess,9396,6_724_202_496,6_724_202_496,6_729_261_056,pipeline.run_model setup_data_structures start,0,2025/08/08 19:13:34.506433
MainProcess,9396,6_633_132_032,6_633_132_032,6_638_190_592,pipeline.run_model setup_data_structures finished,0,2025/08/08 19:14:06.573273
MainProcess,9396,6_635_941_888,6_635_941_888,6_640_992_256,pipeline.run after setup_data_structures,0,2025/08/08 19:15:18.361659
MainProcess,9396,6_635_941_888,6_635_941_888,6_640_992_256,pipeline.run_model initial_seed_balancing start,0,2025/08/08 19:15:18.572520
MainProcess,9396,6_632_402_944,6_632_402_944,6_638_452_736,pipeline.run_model initial_seed_balancing finished,0,2025/08/08 19:22:27.529382
MainProcess,9396,6_622_093_312,6_622_093_312,6_627_131_392,pipeline.run after initial_seed_balancing,0,2025/08/08 19:22:28.474954
MainProcess,9396,6_622_199_808,6_622_199_808,6_627_237_888,pipeline.run_model meta_control_factoring start,0,2025/08/08 19:22:28.678684
MainProcess,7912,99_016_704,99_016_704,87_617_536,pipeline.run before preload_injectables,0,2025/08/08 19:25:16.331723
MainProcess,7912,99_307_520,99_307_520,87_638_016,pipeline.run after preload_injectables,0,2025/08/08 19:25:16.346475
MainProcess,7912,99_340_288,99_340_288,87_670_784,pipeline.run_model input_pre_processor start,0,2025/08/08 19:25:16.360908
MainProcess,7912,6_657_908_736,6_657_908_736,6_662_967_296,pipeline.run_model input_pre_processor finished,0,2025/08/08 19:26:30.976714
MainProcess,7912,6_725_931_008,6_725_931_008,6_731_120_640,pipeline.run after input_pre_processor,0,2025/08/08 19:27:42.598164
MainProcess,7912,6_726_062_080,6_726_062_080,6_731_120_640,pipeline.run_model setup_data_structures start,0,2025/08/08 19:27:42.898502
MainProcess,7912,6_635_175_936,6_635_175_936,6_640_234_496,pipeline.run_model setup_data_structures finished,0,2025/08/08 19:28:14.477892
MainProcess,7912,6_637_998_080,6_637_998_080,6_643_048_448,pipeline.run after setup_data_structures,0,2025/08/08 19:29:23.838230
MainProcess,7912,6_637_998_080,6_637_998_080,6_643_048_448,pipeline.run_model initial_seed_balancing start,0,2025/08/08 19:29:24.044089
MainProcess,7912,6_632_828_928,6_632_828_928,6_638_878_720,pipeline.run_model initial_seed_balancing finished,0,2025/08/08 19:36:18.769751
MainProcess,7912,6_623_649_792,6_623_649_792,6_628_687_872,pipeline.run after initial_seed_balancing,0,2025/08/08 19:36:19.713004
MainProcess,7912,6_623_649_792,6_623_649_792,6_628_687_872,pipeline.run_model meta_control_factoring start,0,2025/08/08 19:36:19.922376
MainProcess,16316,98_652_160,98_652_160,87_187_456,pipeline.run before preload_injectables,0,2025/08/08 20:20:19.850327
MainProcess,16316,98_934_784,98_934_784,87_212_032,pipeline.run after preload_injectables,0,2025/08/08 20:20:19.865471
MainProcess,16316,98_975_744,98_975_744,87_236_608,pipeline.run_model input_pre_processor start,0,2025/08/08 20:20:19.879175
MainProcess,16316,6_658_945_024,6_658_945_024,6_663_954_432,pipeline.run_model input_pre_processor finished,0,2025/08/08 20:21:35.764772
MainProcess,16316,6_727_041_024,6_727_041_024,6_715_056_128,pipeline.run after input_pre_processor,0,2025/08/08 20:22:45.626805
MainProcess,16316,6_727_217_152,6_727_217_152,6_715_056_128,pipeline.run_model setup_data_structures start,0,2025/08/08 20:22:45.927413
MainProcess,16316,6_635_532_288,6_635_532_288,6_623_297_536,pipeline.run_model setup_data_structures finished,0,2025/08/08 20:23:17.617009
MainProcess,16316,6_638_821_376,6_638_821_376,6_626_070_528,pipeline.run after setup_data_structures,0,2025/08/08 20:24:32.223068
MainProcess,16316,6_638_841_856,6_638_841_856,6_626_070_528,pipeline.run_model initial_seed_balancing start,0,2025/08/08 20:24:32.437951
MainProcess,16316,6_633_103_360,6_633_103_360,6_639_067_136,pipeline.run_model initial_seed_balancing finished,0,2025/08/08 20:31:29.295127
MainProcess,16316,6_623_977_472,6_623_977_472,6_628_962_304,pipeline.run after initial_seed_balancing,0,2025/08/08 20:31:30.217078
MainProcess,16316,6_623_997_952,6_623_997_952,6_628_962_304,pipeline.run_model meta_control_factoring start,0,2025/08/08 20:31:30.435839
MainProcess,3432,97_280_000,97_280_000,64_290_816,pipeline.run before preload_injectables,0,2025/08/09 11:57:57.851596
MainProcess,3432,97_562_624,97_562_624,64_425_984,pipeline.run after preload_injectables,0,2025/08/09 11:57:57.877022
MainProcess,3432,97_726_464,97_726_464,64_434_176,pipeline.run_model input_pre_processor start,0,2025/08/09 11:57:57.929619
MainProcess,3432,4_794_716_160,4_794_716_160,4_807_892_992,pipeline.run_model input_pre_processor finished,0,2025/08/09 12:01:19.222789
MainProcess,3432,152_883_200,152_883_200,148_213_760,pipeline.run after input_pre_processor,0,2025/08/09 12:02:25.538080
MainProcess,3432,155_357_184,155_357_184,149_303_296,pipeline.run_model setup_data_structures start,0,2025/08/09 12:02:25.629026
MainProcess,3432,3_220_013_056,3_220_013_056,3_222_704_128,pipeline.run_model setup_data_structures finished,0,2025/08/09 12:03:57.711508
MainProcess,3432,406_532_096,406_532_096,401_977_344,pipeline.run after setup_data_structures,0,2025/08/09 12:05:01.797991
MainProcess,3432,408_739_840,408_739_840,403_005_440,pipeline.run_model initial_seed_balancing start,0,2025/08/09 12:05:01.923580
MainProcess,27768,97_779_712,97_779_712,65_093_632,pipeline.run before preload_injectables,0,2025/08/09 19:23:46.484016
MainProcess,27768,98_066_432,98_066_432,65_232_896,pipeline.run after preload_injectables,0,2025/08/09 19:23:46.495669
MainProcess,27768,98_222_080,98_222_080,65_232_896,pipeline.run_model input_pre_processor start,0,2025/08/09 19:23:46.523369
MainProcess,27768,4_794_953_728,4_794_953_728,4_808_183_808,pipeline.run_model input_pre_processor finished,0,2025/08/09 19:25:13.062295
MainProcess,27768,152_625_152,152_625_152,148_156_416,pipeline.run after input_pre_processor,0,2025/08/09 19:25:54.567196
MainProcess,27768,155_144_192,155_144_192,149_245_952,pipeline.run_model setup_data_structures start,0,2025/08/09 19:25:54.621692
MainProcess,27768,1_963_143_168,1_963_143_168,1_962_778_624,pipeline.run_model setup_data_structures finished,0,2025/08/09 19:26:33.497319
MainProcess,27768,399_994_880,399_994_880,396_361_728,pipeline.run after setup_data_structures,0,2025/08/09 19:27:07.012776
MainProcess,27768,402_231_296,402_231_296,397_393_920,pipeline.run_model initial_seed_balancing start,0,2025/08/09 19:27:07.045953
MainProcess,20900,97_959_936,97_959_936,65_249_280,pipeline.run before preload_injectables,0,2025/08/10 07:42:43.167411
MainProcess,20900,98_246_656,98_246_656,65_384_448,pipeline.run after preload_injectables,0,2025/08/10 07:42:43.183739
MainProcess,20900,98_402_304,98_402_304,65_384_448,pipeline.run_model input_pre_processor start,0,2025/08/10 07:42:43.183739
MainProcess,20900,4_559_241_216,4_559_241_216,4_572_602_368,pipeline.run_model input_pre_processor finished,0,2025/08/10 07:43:39.793763
MainProcess,20900,138_440_704,138_440_704,134_508_544,pipeline.run after input_pre_processor,0,2025/08/10 07:43:59.479434
MainProcess,20900,141_553_664,141_553_664,135_626_752,pipeline.run_model setup_data_structures start,0,2025/08/10 07:43:59.556530
MainProcess,20900,4_614_406_144,4_614_406_144,4_624_101_376,pipeline.run_model setup_data_structures finished,0,2025/08/10 07:44:08.466260
MainProcess,20900,1_309_474_816,1_309_474_816,1_309_310_976,pipeline.run after setup_data_structures,0,2025/08/10 07:44:26.615293
MainProcess,20900,1_312_198_656,1_312_198_656,1_310_441_472,pipeline.run_model initial_seed_balancing start,0,2025/08/10 07:44:26.681686
MainProcess,20900,1_289_719_808,1_289_719_808,1_270_345_728,pipeline.run_model initial_seed_balancing finished,0,2025/08/10 07:45:42.990069
MainProcess,20900,1_296_191_488,1_296_191_488,1_275_805_696,pipeline.run after initial_seed_balancing,0,2025/08/10 07:45:43.083081
MainProcess,20900,1_296_195_584,1_296_195_584,1_275_809_792,pipeline.run_model meta_control_factoring start,0,2025/08/10 07:45:43.116355
MainProcess,20900,1_295_183_872,1_295_183_872,1_275_576_320,pipeline.run_model meta_control_factoring finished,0,2025/08/10 07:45:43.195588
MainProcess,20900,1_296_302_080,1_296_302_080,1_275_805_696,pipeline.run after meta_control_factoring,0,2025/08/10 07:45:43.243383
MainProcess,20900,1_296_306_176,1_296_306_176,1_275_809_792,pipeline.run_model final_seed_balancing start,0,2025/08/10 07:45:43.291108
MainProcess,20900,1_294_790_656,1_294_790_656,1_275_809_792,pipeline.run_model final_seed_balancing finished,0,2025/08/10 07:47:09.412109
MainProcess,20900,1_299_914_752,1_299_914_752,1_280_061_440,pipeline.run after final_seed_balancing,0,2025/08/10 07:47:09.490740
MainProcess,20900,1_299_914_752,1_299_914_752,1_280_061_440,pipeline.run_model integerize_final_seed_weights start,0,2025/08/10 07:47:09.538433
MainProcess,3116,98_254_848,98_254_848,65_298_432,pipeline.run before preload_injectables,0,2025/08/10 09:45:57.263665
MainProcess,3116,98_533_376,98_533_376,65_429_504,pipeline.run after preload_injectables,0,2025/08/10 09:45:57.284561
MainProcess,3116,98_689_024,98_689_024,65_429_504,pipeline.run_model input_pre_processor start,0,2025/08/10 09:45:57.300738
MainProcess,3116,4_559_515_648,4_559_515_648,4_572_749_824,pipeline.run_model input_pre_processor finished,0,2025/08/10 09:47:06.204317
MainProcess,3116,139_415_552,139_415_552,135_475_200,pipeline.run after input_pre_processor,0,2025/08/10 09:47:24.652205
MainProcess,3116,142_499_840,142_499_840,136_577_024,pipeline.run_model setup_data_structures start,0,2025/08/10 09:47:24.688111
MainProcess,3116,4_615_090_176,4_615_090_176,4_624_789_504,pipeline.run_model setup_data_structures finished,0,2025/08/10 09:47:33.071413
MainProcess,3116,145_960_960,145_960_960,141_545_472,pipeline.run after setup_data_structures,0,2025/08/10 09:47:54.808181
MainProcess,3116,148_512_768,148_512_768,142_589_952,pipeline.run_model initial_seed_balancing start,0,2025/08/10 09:47:54.855611
MainProcess,3116,153_931_776,153_931_776,146_911_232,pipeline.run_model initial_seed_balancing finished,0,2025/08/10 09:49:07.863918
MainProcess,3116,157_663_232,157_663_232,150_401_024,pipeline.run after initial_seed_balancing,0,2025/08/10 09:49:07.922309
MainProcess,3116,157_683_712,157_683_712,150_417_408,pipeline.run_model meta_control_factoring start,0,2025/08/10 09:49:07.948299
MainProcess,3116,157_310_976,157_310_976,150_061_056,pipeline.run_model meta_control_factoring finished,0,2025/08/10 09:49:08.005884
MainProcess,3116,157_675_520,157_675_520,150_183_936,pipeline.run after meta_control_factoring,0,2025/08/10 09:49:08.045486
MainProcess,3116,157_708_288,157_708_288,150_188_032,pipeline.run_model final_seed_balancing start,0,2025/08/10 09:49:08.063418
MainProcess,3116,159_686_656,159_686_656,153_055_232,pipeline.run_model final_seed_balancing finished,0,2025/08/10 09:50:38.637084
MainProcess,3116,163_606_528,163_606_528,156_086_272,pipeline.run after final_seed_balancing,0,2025/08/10 09:50:38.705193
MainProcess,3116,163_618_816,163_618_816,156_086_272,pipeline.run_model integerize_final_seed_weights start,0,2025/08/10 09:50:38.727319
MainProcess,28008,98_205_696,98_205_696,65_253_376,pipeline.run before preload_injectables,0,2025/08/10 10:15:20.990409
MainProcess,28008,98_484_224,98_484_224,65_384_448,pipeline.run after preload_injectables,0,2025/08/10 10:15:21.003426
MainProcess,28008,98_643_968,98_643_968,65_388_544,pipeline.run_model input_pre_processor start,0,2025/08/10 10:15:21.024858
MainProcess,28008,4_556_021_760,4_556_021_760,4_569_255_936,pipeline.run_model input_pre_processor finished,0,2025/08/10 10:16:13.573465
MainProcess,28008,139_362_304,139_362_304,135_405_568,pipeline.run after input_pre_processor,0,2025/08/10 10:16:35.073783
MainProcess,28008,142_389_248,142_389_248,136_466_432,pipeline.run_model setup_data_structures start,0,2025/08/10 10:16:35.138797
MainProcess,28008,4_616_077_312,4_616_077_312,4_625_776_640,pipeline.run_model setup_data_structures finished,0,2025/08/10 10:16:44.484201
MainProcess,28008,141_447_168,141_447_168,137_498_624,pipeline.run after setup_data_structures,0,2025/08/10 10:17:05.080344
MainProcess,28008,144_453_632,144_453_632,138_530_816,pipeline.run_model initial_seed_balancing start,0,2025/08/10 10:17:05.128261
MainProcess,28008,152_997_888,152_997_888,145_948_672,pipeline.run_model initial_seed_balancing finished,0,2025/08/10 10:18:26.437075
MainProcess,28008,156_827_648,156_827_648,149_549_056,pipeline.run after initial_seed_balancing,0,2025/08/10 10:18:26.499270
MainProcess,28008,156_831_744,156_831_744,149_549_056,pipeline.run_model meta_control_factoring start,0,2025/08/10 10:18:26.515483
MainProcess,28008,156_520_448,156_520_448,149_245_952,pipeline.run_model meta_control_factoring finished,0,2025/08/10 10:18:26.568706
MainProcess,28008,156_897_280,156_897_280,149_389_312,pipeline.run after meta_control_factoring,0,2025/08/10 10:18:26.618324
MainProcess,28008,156_909_568,156_909_568,149_389_312,pipeline.run_model final_seed_balancing start,0,2025/08/10 10:18:26.633453
MainProcess,28008,160_305_152,160_305_152,153_292_800,pipeline.run_model final_seed_balancing finished,0,2025/08/10 10:20:04.887589
MainProcess,28008,163_819_520,163_819_520,156_291_072,pipeline.run after final_seed_balancing,0,2025/08/10 10:20:04.967298
MainProcess,28008,163_827_712,163_827_712,156_295_168,pipeline.run_model integerize_final_seed_weights start,0,2025/08/10 10:20:04.982717
MainProcess,4608,97_927_168,97_927_168,65_302_528,pipeline.run before preload_injectables,0,2025/08/10 10:23:56.198934
MainProcess,4608,98_209_792,98_209_792,65_454_080,pipeline.run after preload_injectables,0,2025/08/10 10:23:56.213737
MainProcess,4608,98_381_824,98_381_824,65_454_080,pipeline.run_model input_pre_processor start,0,2025/08/10 10:23:56.225876
MainProcess,4608,4_559_323_136,4_559_323_136,4_572_561_408,pipeline.run_model input_pre_processor finished,0,2025/08/10 10:24:48.649796
MainProcess,4608,146_804_736,146_804_736,142_843_904,pipeline.run after input_pre_processor,0,2025/08/10 10:25:05.935766
MainProcess,4608,149_876_736,149_876_736,143_912_960,pipeline.run_model setup_data_structures start,0,2025/08/10 10:25:05.985359
MainProcess,4608,4_616_392_704,4_616_392_704,4_626_051_072,pipeline.run_model setup_data_structures finished,0,2025/08/10 10:25:13.843159
MainProcess,4608,144_662_528,144_662_528,140_349_440,pipeline.run after setup_data_structures,0,2025/08/10 10:25:32.238360
MainProcess,4608,147_353_600,147_353_600,141_373_440,pipeline.run_model initial_seed_balancing start,0,2025/08/10 10:25:32.295492
MainProcess,4608,152_825_856,152_825_856,146_534_400,pipeline.run_model initial_seed_balancing finished,0,2025/08/10 10:26:45.313745
MainProcess,4608,157_048_832,157_048_832,149_741_568,pipeline.run after initial_seed_balancing,0,2025/08/10 10:26:45.384887
MainProcess,4608,157_057_024,157_057_024,149_745_664,pipeline.run_model meta_control_factoring start,0,2025/08/10 10:26:45.400804
MainProcess,4608,156_770_304,156_770_304,150_241_280,pipeline.run_model meta_control_factoring finished,0,2025/08/10 10:26:45.465280
MainProcess,4608,157_921_280,157_921_280,150_384_640,pipeline.run after meta_control_factoring,0,2025/08/10 10:26:45.506482
MainProcess,4608,157_921_280,157_921_280,150_384_640,pipeline.run_model final_seed_balancing start,0,2025/08/10 10:26:45.528207
MainProcess,4608,165_437_440,165_437_440,157_892_608,pipeline.run_model final_seed_balancing finished,0,2025/08/10 10:28:12.556257
MainProcess,4608,167_923_712,167_923_712,160_374_784,pipeline.run after final_seed_balancing,0,2025/08/10 10:28:12.620899
MainProcess,4608,167_923_712,167_923_712,160_374_784,pipeline.run_model integerize_final_seed_weights start,0,2025/08/10 10:28:12.643235
MainProcess,20204,98_627_584,98_627_584,65_646_592,pipeline.run before preload_injectables,0,2025/08/10 12:16:42.478060
MainProcess,20204,98_910_208,98_910_208,65_650_688,pipeline.run after preload_injectables,0,2025/08/10 12:16:42.496617
MainProcess,20204,98_942_976,98_942_976,65_658_880,pipeline.run_model input_pre_processor start,0,2025/08/10 12:16:42.508563
MainProcess,20204,4_560_080_896,4_560_080_896,4_573_306_880,pipeline.run_model input_pre_processor finished,0,2025/08/10 12:17:47.802437
MainProcess,20204,139_599_872,139_599_872,135_557_120,pipeline.run after input_pre_processor,0,2025/08/10 12:18:08.797211
MainProcess,27604,98_000_896,98_000_896,65_314_816,pipeline.run before preload_injectables,0,2025/08/10 12:28:37.949836
MainProcess,27604,98_291_712,98_291_712,65_458_176,pipeline.run after preload_injectables,0,2025/08/10 12:28:37.954708
MainProcess,27604,98_459_648,98_459_648,65_470_464,pipeline.run_model input_pre_processor start,0,2025/08/10 12:28:37.971816
MainProcess,27604,4_556_222_464,4_556_222_464,4_569_456_640,pipeline.run_model input_pre_processor finished,0,2025/08/10 12:29:28.265281
MainProcess,27604,139_251_712,139_251_712,135_270_400,pipeline.run after input_pre_processor,0,2025/08/10 12:29:47.900968
MainProcess,27604,142_372_864,142_372_864,136_404_992,pipeline.run_model setup_data_structures start,0,2025/08/10 12:29:47.938810
MainProcess,27604,4_616_204_288,4_616_204_288,4_625_866_752,pipeline.run_model setup_data_structures finished,0,2025/08/10 12:29:56.733920
MainProcess,27604,145_559_552,145_559_552,141_131_776,pipeline.run after setup_data_structures,0,2025/08/10 12:30:28.495209
MainProcess,27604,148_152_320,148_152_320,142_204_928,pipeline.run_model initial_seed_balancing start,0,2025/08/10 12:30:28.529392
MainProcess,27604,153_563_136,153_563_136,147_017_728,pipeline.run_model initial_seed_balancing finished,0,2025/08/10 12:31:47.236712
MainProcess,27604,159_350_784,159_350_784,152_051_712,pipeline.run after initial_seed_balancing,0,2025/08/10 12:31:47.313717
MainProcess,27604,159_358_976,159_358_976,152_051_712,pipeline.run_model meta_control_factoring start,0,2025/08/10 12:31:47.329355
MainProcess,27604,157_675_520,157_675_520,150_867_968,pipeline.run_model meta_control_factoring finished,0,2025/08/10 12:31:47.436600
MainProcess,27604,158_539_776,158_539_776,150_978_560,pipeline.run after meta_control_factoring,0,2025/08/10 12:31:47.479839
MainProcess,27604,158_539_776,158_539_776,150_978_560,pipeline.run_model final_seed_balancing start,0,2025/08/10 12:31:47.495803
MainProcess,27604,160_133_120,160_133_120,153_141_248,pipeline.run_model final_seed_balancing finished,0,2025/08/10 12:33:29.897887
MainProcess,27604,164_945_920,164_945_920,157_380_608,pipeline.run after final_seed_balancing,0,2025/08/10 12:33:29.949436
MainProcess,27604,164_962_304,164_962_304,157_380_608,pipeline.run_model integerize_final_seed_weights start,0,2025/08/10 12:33:29.979752
MainProcess,28256,97_853_440,97_853_440,65_216_512,pipeline.run before preload_injectables,0,2025/08/10 12:48:39.243689
MainProcess,28256,98_152_448,98_152_448,65_368_064,pipeline.run after preload_injectables,0,2025/08/10 12:48:39.262569
MainProcess,28256,98_308_096,98_308_096,65_368_064,pipeline.run_model input_pre_processor start,0,2025/08/10 12:48:39.279519
MainProcess,28256,4_556_509_184,4_556_509_184,4_569_735_168,pipeline.run_model input_pre_processor finished,0,2025/08/10 12:49:26.476178
MainProcess,28256,515_772_416,515_772_416,512_741_376,pipeline.run after input_pre_processor,0,2025/08/10 12:49:44.007472
MainProcess,28256,518_725_632,518_725_632,513_810_432,pipeline.run_model setup_data_structures start,0,2025/08/10 12:49:44.072628
MainProcess,28256,4_616_376_320,4_616_376_320,4_626_046_976,pipeline.run_model setup_data_structures finished,0,2025/08/10 12:49:52.213726
MainProcess,28256,141_627_392,141_627_392,137_650_176,pipeline.run after setup_data_structures,0,2025/08/10 12:50:09.667129
MainProcess,28256,144_695_296,144_695_296,138_756_096,pipeline.run_model initial_seed_balancing start,0,2025/08/10 12:50:09.756125
MainProcess,28256,151_826_432,151_826_432,145_297_408,pipeline.run_model initial_seed_balancing finished,0,2025/08/10 12:51:22.346170
MainProcess,28256,156_954_624,156_954_624,150_200_320,pipeline.run after initial_seed_balancing,0,2025/08/10 12:51:22.411511
MainProcess,28256,157_491_200,157_491_200,150_208_512,pipeline.run_model meta_control_factoring start,0,2025/08/10 12:51:22.427200
MainProcess,28256,156_831_744,156_831_744,149_524_480,pipeline.run_model meta_control_factoring finished,0,2025/08/10 12:51:22.508493
MainProcess,28256,157_200_384,157_200_384,149_663_744,pipeline.run after meta_control_factoring,0,2025/08/10 12:51:22.562732
MainProcess,28256,157_204_480,157_204_480,149_667_840,pipeline.run_model final_seed_balancing start,0,2025/08/10 12:51:22.568583
MainProcess,28256,157_061_120,157_061_120,150_511_616,pipeline.run_model final_seed_balancing finished,0,2025/08/10 12:52:49.952464
MainProcess,28256,161_738_752,161_738_752,154_193_920,pipeline.run after final_seed_balancing,0,2025/08/10 12:52:50.008210
MainProcess,28256,161_742_848,161_742_848,154_193_920,pipeline.run_model integerize_final_seed_weights start,0,2025/08/10 12:52:50.016623
MainProcess,7208,98_050_048,98_050_048,65_351_680,pipeline.run before preload_injectables,0,2025/08/10 15:06:25.779063
MainProcess,7208,98_328_576,98_328_576,65_482_752,pipeline.run after preload_injectables,0,2025/08/10 15:06:25.790886
MainProcess,7208,98_488_320,98_488_320,65_486_848,pipeline.run_model input_pre_processor start,0,2025/08/10 15:06:25.801692
MainProcess,7208,4_556_156_928,4_556_156_928,4_569_370_624,pipeline.run_model input_pre_processor finished,0,2025/08/10 15:07:24.433791
MainProcess,7208,139_481_088,139_481_088,135_507_968,pipeline.run after input_pre_processor,0,2025/08/10 15:07:43.889167
MainProcess,7208,142_430_208,142_430_208,136_507_392,pipeline.run_model setup_data_structures start,0,2025/08/10 15:07:43.931977
MainProcess,9812,98_152_448,98_152_448,65_490_944,pipeline.run before preload_injectables,0,2025/08/10 15:09:32.714617
MainProcess,9812,98_447_360,98_447_360,65_507_328,pipeline.run after preload_injectables,0,2025/08/10 15:09:32.739605
MainProcess,9812,98_476_032,98_476_032,65_511_424,pipeline.run_model input_pre_processor start,0,2025/08/10 15:09:32.754607
MainProcess,9812,4_556_222_464,4_556_222_464,4_569_460_736,pipeline.run_model input_pre_processor finished,0,2025/08/10 15:10:16.926025
MainProcess,9812,139_071_488,139_071_488,135_069_696,pipeline.run after input_pre_processor,0,2025/08/10 15:10:35.975039
MainProcess,9812,142_135_296,142_135_296,136_200_192,pipeline.run_model setup_data_structures start,0,2025/08/10 15:10:35.999841
MainProcess,9812,4_615_442_432,4_615_442_432,4_625_129_472,pipeline.run_model setup_data_structures finished,0,2025/08/10 15:10:44.552694
MainProcess,9812,144_719_872,144_719_872,140_402_688,pipeline.run after setup_data_structures,0,2025/08/10 15:11:03.122307
