MAZ,TAZ,COUNTY,county_name,COUNTYFP10,TRACTCE10,PUMA
710919,700059,8,Sonoma,97,151800,9703
710920,700061,8,Sonoma,97,151900,9703
710921,700098,8,Sonoma,97,151900,9703
710922,700061,8,Sonoma,97,151900,9703
710924,700220,8,Sonoma,97,151401,9703
710930,700164,8,Sonoma,97,151308,9702
710931,700100,8,Sonoma,97,152000,9703
710936,700125,8,Sonoma,97,152201,9703
710937,700376,8,Sonoma,97,153300,9703
710940,700044,8,Sonoma,97,152905,9703
710944,700025,8,Sonoma,97,151700,9703
710948,700181,8,Sonoma,97,153501,9701
710951,700178,8,Sonoma,97,153403,9701
710953,700176,8,Sonoma,97,153403,9701
710954,700177,8,Sonoma,97,153403,9701
710956,700177,8,Sonoma,97,153403,9701
710958,700181,8,Sonoma,97,153501,9701
710963,700208,8,Sonoma,97,150100,9701
710967,700229,8,Sonoma,97,150303,9701
710972,700296,8,Sonoma,97,154100,9701
710976,700039,8,Sonoma,97,154201,9701
710979,700065,8,Sonoma,97,153902,9701
710986,700013,8,Sonoma,97,150800,9702
710991,700013,8,Sonoma,97,150800,9702
710993,700256,8,Sonoma,97,150701,9702
710995,700011,8,Sonoma,97,150701,9702
710997,700128,8,Sonoma,97,150701,9702
710998,700128,8,Sonoma,97,150701,9702
711001,700130,8,Sonoma,97,150701,9702
711003,700130,8,Sonoma,97,150701,9702
711005,700217,8,Sonoma,97,151203,9702
711015,700165,8,Sonoma,97,153705,9701
711018,700247,8,Sonoma,97,153706,9701
711023,700233,8,Sonoma,97,150500,9701
711028,700213,8,Sonoma,97,150202,9701
711031,700212,8,Sonoma,97,150202,9701
711033,700233,8,Sonoma,97,150500,9701
711034,700212,8,Sonoma,97,150202,9701
711036,700296,8,Sonoma,97,154100,9701
711043,700295,8,Sonoma,97,154100,9701
711044,700295,8,Sonoma,97,154100,9701
711051,700296,8,Sonoma,97,154100,9701
711057,700297,8,Sonoma,97,154100,9701
711058,700039,8,Sonoma,97,154201,9701
711059,700038,8,Sonoma,97,154202,9701
711063,700339,8,Sonoma,97,154000,9701
711065,700359,8,Sonoma,97,153807,9701
711082,700185,8,Sonoma,97,153801,9701
711086,700009,8,Sonoma,97,153804,9701
711088,700359,8,Sonoma,97,153807,9701
711092,700330,8,Sonoma,97,153808,9701
711093,700338,8,Sonoma,97,154000,9701
711100,700095,8,Sonoma,97,150601,9702
711101,700072,8,Sonoma,97,150612,9702
711102,700103,8,Sonoma,97,150601,9702
711107,700103,8,Sonoma,97,150601,9702
711111,700164,8,Sonoma,97,151308,9702
711112,700289,8,Sonoma,97,150607,9702
711113,700051,8,Sonoma,97,151201,9702
711121,700165,8,Sonoma,97,153705,9701
711122,700192,8,Sonoma,97,154302,9701
711125,700320,8,Sonoma,97,152702,9701
711127,700377,8,Sonoma,97,153300,9703
711128,700320,8,Sonoma,97,152702,9701
711129,700320,8,Sonoma,97,152702,9701
711130,700319,8,Sonoma,97,152701,9701
711131,700358,8,Sonoma,97,152400,9703
711133,700097,8,Sonoma,97,152300,9703
711136,700118,8,Sonoma,97,152203,9703
711138,700127,8,Sonoma,97,152300,9703
711140,700127,8,Sonoma,97,152300,9703
711145,700363,8,Sonoma,97,152905,9703
711147,700032,8,Sonoma,97,153102,9703
711152,700377,8,Sonoma,97,153300,9703
711159,700356,8,Sonoma,97,152400,9703
711164,700295,8,Sonoma,97,154100,9701
711169,700294,8,Sonoma,97,154100,9701
711170,700040,8,Sonoma,97,154202,9701
711173,700359,8,Sonoma,97,153807,9701
711174,700068,8,Sonoma,97,153807,9701
711179,700063,8,Sonoma,97,153801,9701
711180,700068,8,Sonoma,97,153807,9701
711182,700015,8,Sonoma,97,150902,9702
711183,700132,8,Sonoma,97,150800,9702
711184,700015,8,Sonoma,97,150902,9702
711185,700131,8,Sonoma,97,150800,9702
711186,700013,8,Sonoma,97,150800,9702
711189,700010,8,Sonoma,97,150901,9702
711190,700128,8,Sonoma,97,150701,9702
711191,700011,8,Sonoma,97,150701,9702
711193,700072,8,Sonoma,97,150612,9702
711195,700048,8,Sonoma,97,151100,9701
711205,700375,8,Sonoma,97,153300,9703
711208,700026,8,Sonoma,97,151700,9703
711209,700026,8,Sonoma,97,151700,9703
711211,700255,8,Sonoma,97,152501,9703
711213,700260,8,Sonoma,97,152600,9701
711215,700259,8,Sonoma,97,152600,9701
711217,700262,8,Sonoma,97,152600,9701
711218,700357,8,Sonoma,97,152400,9703
711220,700029,8,Sonoma,97,153006,9703
711221,700021,8,Sonoma,97,151504,9703
711222,700242,8,Sonoma,97,151503,9703
711226,700251,8,Sonoma,97,151602,9701
711228,700292,8,Sonoma,97,151601,9701
711229,700251,8,Sonoma,97,151602,9701
711240,700288,8,Sonoma,97,150305,9701
711241,700238,8,Sonoma,97,150304,9701
711242,700230,8,Sonoma,97,150303,9701
711249,700294,8,Sonoma,97,154100,9701
711253,700065,8,Sonoma,97,153902,9701
711258,700163,8,Sonoma,97,151309,9702
711260,700289,8,Sonoma,97,150607,9702
711261,700163,8,Sonoma,97,151309,9702
711265,700011,8,Sonoma,97,150701,9702
711266,700042,8,Sonoma,97,150607,9702
711269,700089,8,Sonoma,97,151309,9702
711270,700089,8,Sonoma,97,151309,9702
711274,700168,8,Sonoma,97,153704,9701
711277,700168,8,Sonoma,97,153704,9701
711279,700082,8,Sonoma,97,152202,9703
711282,700082,8,Sonoma,97,152202,9703
711289,700276,8,Sonoma,97,152702,9701
711290,700348,8,Sonoma,97,152801,9703
711291,700348,8,Sonoma,97,152801,9703
711292,700357,8,Sonoma,97,152400,9703
711298,700144,8,Sonoma,97,153002,9703
711300,700070,8,Sonoma,97,153200,9703
711304,700333,8,Sonoma,97,152201,9703
711306,700124,8,Sonoma,97,152201,9703
711311,700221,8,Sonoma,97,151402,9703
711314,700377,8,Sonoma,97,153300,9703
711315,700348,8,Sonoma,97,152801,9703
711319,700071,8,Sonoma,97,151402,9703
711323,700225,8,Sonoma,97,151502,9703
711324,700355,8,Sonoma,97,151601,9701
711326,700262,8,Sonoma,97,152600,9701
711328,700081,8,Sonoma,97,152202,9703
711335,700379,8,Sonoma,97,153401,9701
711339,700203,8,Sonoma,97,153600,9701
711341,700205,8,Sonoma,97,153600,9701
711342,700205,8,Sonoma,97,153600,9701
711345,700238,8,Sonoma,97,150304,9701
711351,700232,8,Sonoma,97,150500,9701
711352,700040,8,Sonoma,97,154202,9701
711354,700041,8,Sonoma,97,154201,9701
711355,700041,8,Sonoma,97,154201,9701
711356,700038,8,Sonoma,97,154202,9701
711359,700298,8,Sonoma,97,154201,9701
711362,700295,8,Sonoma,97,154100,9701
711363,700294,8,Sonoma,97,154100,9701
711364,700296,8,Sonoma,97,154100,9701
711373,700301,8,Sonoma,97,153801,9701
711374,700301,8,Sonoma,97,153801,9701
711379,700110,8,Sonoma,97,150603,9702
711380,700105,8,Sonoma,97,150602,9702
711382,700108,8,Sonoma,97,150602,9702
711384,700105,8,Sonoma,97,150602,9702
711385,700106,8,Sonoma,97,150602,9702
711389,700199,8,Sonoma,97,154303,9701
711402,700198,8,Sonoma,97,154304,9701
711405,700185,8,Sonoma,97,153801,9701
711406,700062,8,Sonoma,97,153809,9701
711407,700330,8,Sonoma,97,153808,9701
711410,700340,8,Sonoma,97,153903,9701
711416,700301,8,Sonoma,97,153801,9701
711421,700218,8,Sonoma,97,151203,9702
711423,700219,8,Sonoma,97,151204,9702
711428,700316,8,Sonoma,97,151310,9702
711429,700218,8,Sonoma,97,151203,9702
711432,700161,8,Sonoma,97,151311,9702
711433,700050,8,Sonoma,97,151201,9702
711434,700050,8,Sonoma,97,151201,9702
711436,700048,8,Sonoma,97,151100,9701
711437,700050,8,Sonoma,97,151201,9702
711438,700048,8,Sonoma,97,151100,9701
711441,700072,8,Sonoma,97,150612,9702
711442,700128,8,Sonoma,97,150701,9702
711445,700049,8,Sonoma,97,151100,9701
711446,700074,8,Sonoma,97,150610,9702
711448,700072,8,Sonoma,97,150612,9702
711449,700016,8,Sonoma,97,151000,9702
711450,700323,8,Sonoma,97,150609,9702
711454,700010,8,Sonoma,97,150901,9702
711455,700131,8,Sonoma,97,150800,9702
711456,700015,8,Sonoma,97,150902,9702
711457,700015,8,Sonoma,97,150902,9702
711458,700011,8,Sonoma,97,150701,9702
711461,700135,8,Sonoma,97,150901,9702
711462,700011,8,Sonoma,97,150701,9702
711463,700011,8,Sonoma,97,150701,9702
711466,700013,8,Sonoma,97,150800,9702
711468,700133,8,Sonoma,97,150800,9702
711469,700256,8,Sonoma,97,150701,9702
711471,700135,8,Sonoma,97,150901,9702
711473,700128,8,Sonoma,97,150701,9702
711474,700011,8,Sonoma,97,150701,9702
711484,700050,8,Sonoma,97,151201,9702
711485,700052,8,Sonoma,97,151201,9702
711486,700282,8,Sonoma,97,151305,9702
711491,700113,8,Sonoma,97,150702,9702
711498,700072,8,Sonoma,97,150612,9702
711499,700294,8,Sonoma,97,154100,9701
711501,700039,8,Sonoma,97,154201,9701
711513,700149,8,Sonoma,97,151306,9702
711515,700312,8,Sonoma,97,151308,9702
711519,700269,8,Sonoma,97,150611,9702
711522,700076,8,Sonoma,97,151201,9702
711524,700076,8,Sonoma,97,151201,9702
711531,700076,8,Sonoma,97,151201,9702
711533,700050,8,Sonoma,97,151201,9702
711538,700003,8,Sonoma,97,153703,9701
711543,700386,8,Sonoma,97,153005,9703
711547,700252,8,Sonoma,97,152300,9703
711551,700081,8,Sonoma,97,152202,9703
711553,700069,8,Sonoma,97,153200,9703
711554,700387,8,Sonoma,97,153005,9703
711556,700346,8,Sonoma,97,152702,9701
711557,700309,8,Sonoma,97,153001,9703
711567,700377,8,Sonoma,97,153300,9703
711570,700208,8,Sonoma,97,150100,9701
711571,700037,8,Sonoma,97,154201,9701
711576,700039,8,Sonoma,97,154201,9701
711581,700035,8,Sonoma,97,153809,9701
711582,700009,8,Sonoma,97,153804,9701
711583,700301,8,Sonoma,97,153801,9701
711586,700185,8,Sonoma,97,153801,9701
711587,700068,8,Sonoma,97,153807,9701
711588,700009,8,Sonoma,97,153804,9701
711591,700013,8,Sonoma,97,150800,9702
711592,700016,8,Sonoma,97,151000,9702
711593,700272,8,Sonoma,97,150612,9702
711595,700256,8,Sonoma,97,150701,9702
711597,700123,8,Sonoma,97,150702,9702
711598,700135,8,Sonoma,97,150901,9702
711599,700128,8,Sonoma,97,150701,9702
711600,700016,8,Sonoma,97,151000,9702
711614,700198,8,Sonoma,97,154304,9701
711619,700027,8,Sonoma,97,151700,9703
711636,700190,8,Sonoma,97,152203,9703
711637,700118,8,Sonoma,97,152203,9703
711638,700190,8,Sonoma,97,152203,9703
711639,700118,8,Sonoma,97,152203,9703
711645,700030,8,Sonoma,97,153006,9703
711650,700155,8,Sonoma,97,153401,9701
711651,700180,8,Sonoma,97,153404,9701
711655,700206,8,Sonoma,97,153401,9701
711657,700206,8,Sonoma,97,153401,9701
711659,700379,8,Sonoma,97,153401,9701
711660,700379,8,Sonoma,97,153401,9701
711663,700263,8,Sonoma,97,150304,9701
711665,700287,8,Sonoma,97,150305,9701
711666,700265,8,Sonoma,97,150304,9701
711667,700263,8,Sonoma,97,150304,9701
711669,700265,8,Sonoma,97,150304,9701
711670,700038,8,Sonoma,97,154202,9701
711674,700299,8,Sonoma,97,154202,9701
711676,700040,8,Sonoma,97,154202,9701
711682,700065,8,Sonoma,97,153902,9701
711686,700047,8,Sonoma,97,151100,9701
711689,700289,8,Sonoma,97,150607,9702
711690,700368,8,Sonoma,97,150603,9702
711694,700089,8,Sonoma,97,151309,9702
711695,700113,8,Sonoma,97,150702,9702
711705,700143,8,Sonoma,97,153002,9703
711707,700353,8,Sonoma,97,152802,9703
711708,700343,8,Sonoma,97,153003,9703
711709,700059,8,Sonoma,97,151800,9703
711711,700126,8,Sonoma,97,152300,9703
711712,700333,8,Sonoma,97,152201,9703
711714,700356,8,Sonoma,97,152400,9703
711715,700126,8,Sonoma,97,152300,9703
711721,700242,8,Sonoma,97,151503,9703
711724,700355,8,Sonoma,97,151601,9701
711735,700114,8,Sonoma,97,152502,9703
711737,700225,8,Sonoma,97,151502,9703
711746,700036,8,Sonoma,97,152501,9703
711749,700205,8,Sonoma,97,153600,9701
711750,700182,8,Sonoma,97,153502,9701
711751,700186,8,Sonoma,97,153501,9701
711754,700157,8,Sonoma,97,153401,9701
711759,700232,8,Sonoma,97,150500,9701
711761,700231,8,Sonoma,97,150303,9701
711762,700233,8,Sonoma,97,150500,9701
711766,700073,8,Sonoma,97,150306,9701
711767,700265,8,Sonoma,97,150304,9701
711772,700298,8,Sonoma,97,154201,9701
711773,700299,8,Sonoma,97,154202,9701
711778,700340,8,Sonoma,97,153903,9701
711791,700094,8,Sonoma,97,150601,9702
711792,700108,8,Sonoma,97,150602,9702
711793,700094,8,Sonoma,97,150601,9702
711794,700072,8,Sonoma,97,150612,9702
711797,700106,8,Sonoma,97,150602,9702
711804,700003,8,Sonoma,97,153703,9701
711811,700072,8,Sonoma,97,150612,9702
711827,700311,8,Sonoma,97,151308,9702
711830,700049,8,Sonoma,97,151100,9701
711833,700282,8,Sonoma,97,151305,9702
711835,700163,8,Sonoma,97,151309,9702
711839,700170,8,Sonoma,97,153705,9701
711842,700246,8,Sonoma,97,153706,9701
711844,700245,8,Sonoma,97,153706,9701
711864,700199,8,Sonoma,97,154303,9701
711873,700168,8,Sonoma,97,153704,9701
711881,700038,8,Sonoma,97,154202,9701
711886,700296,8,Sonoma,97,154100,9701
711894,700076,8,Sonoma,97,151201,9702
711897,700146,8,Sonoma,97,151301,9702
711900,700078,8,Sonoma,97,151204,9702
711907,700090,8,Sonoma,97,151307,9702
711908,700080,8,Sonoma,97,151307,9702
711909,700152,8,Sonoma,97,150902,9702
711915,700197,8,Sonoma,97,151203,9702
711925,700003,8,Sonoma,97,153703,9701
711928,700262,8,Sonoma,97,152600,9701
711929,700114,8,Sonoma,97,152502,9703
711933,700082,8,Sonoma,97,152202,9703
711939,700082,8,Sonoma,97,152202,9703
711942,700112,8,Sonoma,97,152100,9703
711943,700112,8,Sonoma,97,152100,9703
711946,700100,8,Sonoma,97,152000,9703
711947,700100,8,Sonoma,97,152000,9703
711948,700260,8,Sonoma,97,152600,9701
711951,700001,8,Sonoma,97,153200,9703
711952,700382,8,Sonoma,97,152904,9703
711954,700030,8,Sonoma,97,153006,9703
711957,700291,8,Sonoma,97,152906,9703
711960,700208,8,Sonoma,97,150100,9701
711962,700233,8,Sonoma,97,150500,9701
711964,700231,8,Sonoma,97,150303,9701
711976,700296,8,Sonoma,97,154100,9701
711985,700062,8,Sonoma,97,153809,9701
711986,700330,8,Sonoma,97,153808,9701
711988,700130,8,Sonoma,97,150701,9702
711992,700110,8,Sonoma,97,150603,9702
711996,700110,8,Sonoma,97,150603,9702
712002,700321,8,Sonoma,97,150607,9702
712011,700241,8,Sonoma,97,151503,9703
712013,700244,8,Sonoma,97,151504,9703
712014,700227,8,Sonoma,97,151502,9703
712015,700227,8,Sonoma,97,151502,9703
712019,700061,8,Sonoma,97,151900,9703
712020,700061,8,Sonoma,97,151900,9703
712021,700239,8,Sonoma,97,151402,9703
712022,700060,8,Sonoma,97,151900,9703
712029,700001,8,Sonoma,97,153200,9703
712031,700239,8,Sonoma,97,151402,9703
712038,700001,8,Sonoma,97,153200,9703
712041,700205,8,Sonoma,97,153600,9701
712047,700156,8,Sonoma,97,153401,9701
712056,700195,8,Sonoma,97,150204,9701
712061,700038,8,Sonoma,97,154202,9701
712066,700359,8,Sonoma,97,153807,9701
712069,700034,8,Sonoma,97,153801,9701
712070,700035,8,Sonoma,97,153809,9701
712074,700016,8,Sonoma,97,151000,9702
712075,700109,8,Sonoma,97,150603,9702
712076,700289,8,Sonoma,97,150607,9702
712079,700042,8,Sonoma,97,150607,9702
712080,700323,8,Sonoma,97,150609,9702
712083,700072,8,Sonoma,97,150612,9702
712085,700052,8,Sonoma,97,151201,9702
712088,700313,8,Sonoma,97,151308,9702
712092,700169,8,Sonoma,97,153704,9701
712093,700168,8,Sonoma,97,153704,9701
712096,700193,8,Sonoma,97,154302,9701
712097,700124,8,Sonoma,97,152201,9703
712098,700097,8,Sonoma,97,152300,9703
712107,700084,8,Sonoma,97,152202,9703
712109,700024,8,Sonoma,97,151601,9701
712114,700058,8,Sonoma,97,151800,9703
712115,700059,8,Sonoma,97,151800,9703
712116,700059,8,Sonoma,97,151800,9703
712117,700059,8,Sonoma,97,151800,9703
712120,700097,8,Sonoma,97,152300,9703
712123,700129,8,Sonoma,97,152903,9703
712124,700252,8,Sonoma,97,152300,9703
712125,700377,8,Sonoma,97,153300,9703
712126,700022,8,Sonoma,97,151502,9703
712133,700254,8,Sonoma,97,152400,9703
712136,700291,8,Sonoma,97,152906,9703
712142,700182,8,Sonoma,97,153502,9701
712145,700187,8,Sonoma,97,153501,9701
712151,700234,8,Sonoma,97,150500,9701
712152,700235,8,Sonoma,97,150500,9701
712156,700235,8,Sonoma,97,150500,9701
712162,700295,8,Sonoma,97,154100,9701
712174,700047,8,Sonoma,97,151100,9701
712176,700052,8,Sonoma,97,151201,9702
712179,700052,8,Sonoma,97,151201,9702
712199,700165,8,Sonoma,97,153705,9701
712212,700193,8,Sonoma,97,154302,9701
712218,700170,8,Sonoma,97,153705,9701
712221,700170,8,Sonoma,97,153705,9701
712225,700296,8,Sonoma,97,154100,9701
712228,700338,8,Sonoma,97,154000,9701
712230,700337,8,Sonoma,97,154000,9701
712235,700316,8,Sonoma,97,151310,9702
712237,700146,8,Sonoma,97,151301,9702
712239,700315,8,Sonoma,97,151310,9702
712240,700079,8,Sonoma,97,151203,9702
712241,700053,8,Sonoma,97,151201,9702
712243,700090,8,Sonoma,97,151307,9702
712245,700090,8,Sonoma,97,151307,9702
712246,700089,8,Sonoma,97,151309,9702
712247,700269,8,Sonoma,97,150611,9702
712252,700248,8,Sonoma,97,153706,9701
712253,700245,8,Sonoma,97,153706,9701
712257,700246,8,Sonoma,97,153706,9701
712264,700169,8,Sonoma,97,153704,9701
712269,700351,8,Sonoma,97,152801,9703
712271,700307,8,Sonoma,97,153005,9703
712272,700255,8,Sonoma,97,152501,9703
712275,700115,8,Sonoma,97,152502,9703
712276,700255,8,Sonoma,97,152501,9703
712277,700100,8,Sonoma,97,152000,9703
712279,700100,8,Sonoma,97,152000,9703
712280,700100,8,Sonoma,97,152000,9703
712281,700100,8,Sonoma,97,152000,9703
712282,700019,8,Sonoma,97,153104,9703
712289,700143,8,Sonoma,97,153002,9703
712290,700252,8,Sonoma,97,152300,9703
712291,700101,8,Sonoma,97,152000,9703
712292,700099,8,Sonoma,97,151900,9703
712295,700057,8,Sonoma,97,151800,9703
712298,700351,8,Sonoma,97,152801,9703
712299,700377,8,Sonoma,97,153300,9703
712300,700333,8,Sonoma,97,152201,9703
712304,700202,8,Sonoma,97,153600,9701
712305,700202,8,Sonoma,97,153600,9701
712308,700264,8,Sonoma,97,150303,9701
712309,700233,8,Sonoma,97,150500,9701
712323,700300,8,Sonoma,97,153808,9701
712330,700330,8,Sonoma,97,153808,9701
712333,700107,8,Sonoma,97,150602,9702
712337,700094,8,Sonoma,97,150601,9702
712338,700108,8,Sonoma,97,150602,9702
712339,700108,8,Sonoma,97,150602,9702
712340,700107,8,Sonoma,97,150602,9702
712341,700103,8,Sonoma,97,150601,9702
712342,700072,8,Sonoma,97,150612,9702
712350,700199,8,Sonoma,97,154303,9701
712353,700006,8,Sonoma,97,154304,9701
712354,700006,8,Sonoma,97,154304,9701
712357,700254,8,Sonoma,97,152400,9703
712359,700383,8,Sonoma,97,152904,9703
712360,700139,8,Sonoma,97,152802,9703
712361,700363,8,Sonoma,97,152905,9703
712371,700346,8,Sonoma,97,152702,9701
712377,700221,8,Sonoma,97,151402,9703
712379,700178,8,Sonoma,97,153403,9701
712380,700174,8,Sonoma,97,153404,9701
712383,700374,8,Sonoma,97,153501,9701
712386,700233,8,Sonoma,97,150500,9701
712391,700264,8,Sonoma,97,150303,9701
712392,700214,8,Sonoma,97,150202,9701
712394,700267,8,Sonoma,97,150203,9701
712396,700231,8,Sonoma,97,150303,9701
712400,700040,8,Sonoma,97,154202,9701
712403,700039,8,Sonoma,97,154201,9701
712409,700062,8,Sonoma,97,153809,9701
712410,700062,8,Sonoma,97,153809,9701
712416,700281,8,Sonoma,97,150609,9702
712417,700109,8,Sonoma,97,150603,9702
712419,700121,8,Sonoma,97,150610,9702
712425,700272,8,Sonoma,97,150612,9702
712437,700092,8,Sonoma,97,151401,9703
712440,700250,8,Sonoma,97,151502,9703
712441,700056,8,Sonoma,97,151800,9703
712443,700055,8,Sonoma,97,151800,9703
712445,700305,8,Sonoma,97,153005,9703
712447,700363,8,Sonoma,97,152905,9703
712449,700044,8,Sonoma,97,152905,9703
712450,700138,8,Sonoma,97,152802,9703
712454,700303,8,Sonoma,97,152906,9703
712458,700138,8,Sonoma,97,152802,9703
712460,700100,8,Sonoma,97,152000,9703
712461,700029,8,Sonoma,97,153006,9703
712463,700251,8,Sonoma,97,151602,9701
712466,700291,8,Sonoma,97,152906,9703
712467,700054,8,Sonoma,97,151700,9703
712468,700386,8,Sonoma,97,153005,9703
712469,700205,8,Sonoma,97,153600,9701
712470,700155,8,Sonoma,97,153401,9701
712476,700230,8,Sonoma,97,150303,9701
712477,700288,8,Sonoma,97,150305,9701
712478,700263,8,Sonoma,97,150304,9701
712480,700238,8,Sonoma,97,150304,9701
712486,700298,8,Sonoma,97,154201,9701
712493,700283,8,Sonoma,97,151305,9702
712497,700200,8,Sonoma,97,151301,9702
712498,700321,8,Sonoma,97,150607,9702
712503,700164,8,Sonoma,97,151308,9702
712507,700164,8,Sonoma,97,151308,9702
712519,700006,8,Sonoma,97,154304,9701
712520,700199,8,Sonoma,97,154303,9701
712532,700003,8,Sonoma,97,153703,9701
712538,700179,8,Sonoma,97,153703,9701
712545,700193,8,Sonoma,97,154302,9701
712546,700297,8,Sonoma,97,154100,9701
712556,700367,8,Sonoma,97,153901,9701
712562,700049,8,Sonoma,97,151100,9701
712563,700048,8,Sonoma,97,151100,9701
712568,700216,8,Sonoma,97,151203,9702
712570,700012,8,Sonoma,97,150702,9702
712575,700199,8,Sonoma,97,154303,9701
712577,700199,8,Sonoma,97,154303,9701
712583,700173,8,Sonoma,97,154302,9701
712585,700025,8,Sonoma,97,151700,9703
712586,700117,8,Sonoma,97,152502,9703
712587,700036,8,Sonoma,97,152501,9703
712588,700260,8,Sonoma,97,152600,9701
712589,700274,8,Sonoma,97,152600,9701
712591,700261,8,Sonoma,97,152600,9701
712592,700260,8,Sonoma,97,152600,9701
712594,700118,8,Sonoma,97,152203,9703
712595,700191,8,Sonoma,97,152203,9703
712596,700191,8,Sonoma,97,152203,9703
712597,700100,8,Sonoma,97,152000,9703
712598,700087,8,Sonoma,97,152702,9701
712604,700129,8,Sonoma,97,152903,9703
712608,700386,8,Sonoma,97,153005,9703
712609,700044,8,Sonoma,97,152905,9703
712610,700030,8,Sonoma,97,153006,9703
712616,700207,8,Sonoma,97,153401,9701
712619,700178,8,Sonoma,97,153403,9701
712635,700296,8,Sonoma,97,154100,9701
712637,700296,8,Sonoma,97,154100,9701
712648,700332,8,Sonoma,97,153901,9701
712651,700185,8,Sonoma,97,153801,9701
712653,700331,8,Sonoma,97,153809,9701
712654,700359,8,Sonoma,97,153807,9701
712659,700103,8,Sonoma,97,150601,9702
712661,700107,8,Sonoma,97,150602,9702
712662,700269,8,Sonoma,97,150611,9702
712677,700165,8,Sonoma,97,153705,9701
712679,700245,8,Sonoma,97,153706,9701
712680,700170,8,Sonoma,97,153705,9701
712681,700354,8,Sonoma,97,152903,9703
712682,700348,8,Sonoma,97,152801,9703
712684,700348,8,Sonoma,97,152801,9703
712685,700111,8,Sonoma,97,152100,9703
712686,700350,8,Sonoma,97,152801,9703
712692,700293,8,Sonoma,97,151602,9701
712693,700251,8,Sonoma,97,151602,9701
712697,700261,8,Sonoma,97,152600,9701
712703,700377,8,Sonoma,97,153300,9703
712704,700377,8,Sonoma,97,153300,9703
712708,700204,8,Sonoma,97,153600,9701
712710,700204,8,Sonoma,97,153600,9701
712711,700183,8,Sonoma,97,153502,9701
712714,700228,8,Sonoma,97,150202,9701
712718,700295,8,Sonoma,97,154100,9701
712723,700295,8,Sonoma,97,154100,9701
712728,700368,8,Sonoma,97,150603,9702
712729,700074,8,Sonoma,97,150610,9702
712730,700272,8,Sonoma,97,150612,9702
712731,700272,8,Sonoma,97,150612,9702
712733,700017,8,Sonoma,97,151000,9702
712734,700072,8,Sonoma,97,150612,9702
712736,700283,8,Sonoma,97,151305,9702
712737,700283,8,Sonoma,97,151305,9702
712749,700168,8,Sonoma,97,153704,9701
712754,700351,8,Sonoma,97,152801,9703
712755,700220,8,Sonoma,97,151401,9703
712757,700382,8,Sonoma,97,152904,9703
712758,700001,8,Sonoma,97,153200,9703
712760,700001,8,Sonoma,97,153200,9703
712763,700031,8,Sonoma,97,153102,9703
712766,700071,8,Sonoma,97,151402,9703
712768,700222,8,Sonoma,97,151401,9703
712770,700305,8,Sonoma,97,153005,9703
712780,700174,8,Sonoma,97,153404,9701
712781,700238,8,Sonoma,97,150304,9701
712784,700273,8,Sonoma,97,150306,9701
712785,700073,8,Sonoma,97,150306,9701
712786,700273,8,Sonoma,97,150306,9701
712795,700296,8,Sonoma,97,154100,9701
712796,700296,8,Sonoma,97,154100,9701
712797,700038,8,Sonoma,97,154202,9701
712798,700185,8,Sonoma,97,153801,9701
712801,700009,8,Sonoma,97,153804,9701
712805,700300,8,Sonoma,97,153808,9701
712813,700217,8,Sonoma,97,151203,9702
712814,700218,8,Sonoma,97,151203,9702
712816,700090,8,Sonoma,97,151307,9702
712820,700053,8,Sonoma,97,151201,9702
712822,700318,8,Sonoma,97,152701,9701
712823,700085,8,Sonoma,97,153104,9703
712824,700083,8,Sonoma,97,152202,9703
712827,700114,8,Sonoma,97,152502,9703
712835,700075,8,Sonoma,97,151602,9701
712836,700092,8,Sonoma,97,151401,9703
712839,700292,8,Sonoma,97,151601,9701
712845,700139,8,Sonoma,97,152802,9703
712846,700250,8,Sonoma,97,151502,9703
712847,700291,8,Sonoma,97,152906,9703
712848,700187,8,Sonoma,97,153501,9701
712849,700020,8,Sonoma,97,153403,9701
712850,700374,8,Sonoma,97,153501,9701
712855,700182,8,Sonoma,97,153502,9701
712858,700157,8,Sonoma,97,153401,9701
712859,700177,8,Sonoma,97,153403,9701
712860,700156,8,Sonoma,97,153401,9701
712862,700268,8,Sonoma,97,150204,9701
712863,700268,8,Sonoma,97,150204,9701
712864,700267,8,Sonoma,97,150203,9701
712865,700249,8,Sonoma,97,150203,9701
712866,700212,8,Sonoma,97,150202,9701
712871,700238,8,Sonoma,97,150304,9701
712878,700295,8,Sonoma,97,154100,9701
712880,700296,8,Sonoma,97,154100,9701
712882,700296,8,Sonoma,97,154100,9701
712888,700077,8,Sonoma,97,151204,9702
712891,700076,8,Sonoma,97,151201,9702
712892,700163,8,Sonoma,97,151309,9702
712894,700271,8,Sonoma,97,150611,9702
712895,700053,8,Sonoma,97,151201,9702
712898,700163,8,Sonoma,97,151309,9702
712899,700219,8,Sonoma,97,151204,9702
712901,700072,8,Sonoma,97,150612,9702
712915,700260,8,Sonoma,97,152600,9701
712917,700027,8,Sonoma,97,151700,9703
712923,700348,8,Sonoma,97,152801,9703
712925,700347,8,Sonoma,97,152702,9701
712929,700239,8,Sonoma,97,151402,9703
712930,700239,8,Sonoma,97,151402,9703
712931,700069,8,Sonoma,97,153200,9703
712935,700242,8,Sonoma,97,151503,9703
712936,700024,8,Sonoma,97,151601,9701
712939,700293,8,Sonoma,97,151602,9701
712940,700358,8,Sonoma,97,152400,9703
712948,700386,8,Sonoma,97,153005,9703
