MAZ,TAZ,PUMA
311966,300237,00123
311968,300237,00123
311970,301040,00123
311971,300190,00113
311972,300115,00112
311973,300111,00111
311975,301039,00113
311976,300061,00123
311977,300156,00123
311984,300748,00112
311985,300574,00112
311987,300069,00113
311990,300067,00114
311991,300469,00114
311992,300063,00114
311993,300522,00114
311995,300062,00114
311996,301046,00101
311999,301042,00101
312000,301042,00101
312001,300665,00101
312002,301042,00101
312003,300700,00101
312004,300846,00101
312005,300053,00101
312006,300333,00101
312008,300877,00101
312009,301080,00101
312010,300756,00101
312011,300003,00101
312012,300342,00101
312014,300701,00101
312015,300395,00101
312017,300642,00117
312019,300640,00117
312020,301057,00117
312021,300642,00117
312022,300644,00117
312024,300180,00117
312025,300777,00121
312032,300895,00118
312034,300895,00118
312035,300409,00117
312038,300408,00117
312039,300408,00117
312040,300186,00118
312041,300291,00121
312043,300645,00117
312044,300728,00117
312045,300586,00117
312047,300921,00117
312050,300838,00114
312051,300078,00114
312055,300892,00115
312056,300892,00115
312057,300892,00115
312058,300346,00115
312061,300369,00122
312066,300335,00122
312068,300872,00122
312069,300233,00122
312070,300933,00122
312075,300978,00114
312078,300317,00122
312084,300422,00116
312085,300262,00115
312087,300510,00116
312088,300267,00116
312089,300950,00114
312092,300210,00115
312097,300219,00116
312102,301009,00115
312103,300461,00119
312105,300478,00119
312108,301027,00119
312109,300260,00119
312111,300537,00119
312115,300392,00119
312116,300034,00119
312117,300516,00119
312120,300735,00119
312122,300735,00119
312124,300086,00120
312126,300463,00120
312129,300082,00120
312130,300039,00120
312131,300687,00120
312138,300040,00120
312139,301024,00120
312144,300685,00119
312145,300487,00119
312151,301027,00119
312160,300430,00120
312162,300690,00120
312165,300171,00112
312166,300171,00112
312167,300177,00112
312168,300767,00112
312170,300149,00111
312171,300845,00111
312172,300289,00111
312175,300013,00113
312178,300506,00111
312179,300506,00111
312181,300855,00111
312183,300855,00111
312185,300171,00112
312192,300861,00115
312193,300897,00115
312198,300259,00115
312199,300979,00114
312202,300350,00115
312203,301103,00115
312204,300182,00115
312205,301103,00115
312207,300902,00115
312209,300932,00114
312211,300348,00114
312212,300140,00114
312215,300151,00114
312219,300831,00122
312220,300269,00122
312221,300327,00115
312223,300217,00116
312229,300545,00116
312231,300635,00116
312232,300510,00116
312233,300217,00116
312237,300319,00116
312239,300076,00114
312240,300076,00114
312241,300076,00114
312245,300637,00116
312246,300637,00116
312247,300659,00114
312250,300916,00114
312251,300262,00115
312252,300637,00116
312255,300541,00114
312259,300120,00112
312260,300376,00112
312261,300175,00112
312263,300739,00111
312264,300748,00112
312266,300575,00123
312267,301096,00123
312268,301096,00123
312269,301016,00123
312273,301016,00123
312275,301084,00111
312276,300167,00111
312279,300206,00114
312280,300019,00114
312281,300816,00113
312282,300062,00114
312283,300953,00114
312284,300068,00114
312285,300062,00114
312287,300953,00114
312288,300953,00114
312291,300391,00114
312299,300468,00114
312302,300122,00101
312303,300532,00101
312304,300611,00101
312307,300243,00101
312308,300612,00101
312309,301069,00101
312312,300351,00101
312313,300703,00101
312314,300042,00101
312316,301066,00101
312318,300719,00101
312319,300765,00101
312321,300940,00101
312322,300911,00101
312323,300669,00101
312328,300603,00121
312329,301132,00121
312331,300595,00121
312332,300603,00121
312334,300595,00121
312335,300829,00117
312337,300581,00118
312338,300912,00118
312339,300373,00118
312340,300373,00118
312341,300180,00117
312342,300605,00121
312343,300455,00118
312345,300409,00117
312346,300633,00118
312349,300634,00121
312355,300705,00116
312356,300543,00122
312357,300543,00122
312360,300316,00122
312361,300382,00122
312362,300705,00116
312363,300980,00114
312364,300142,00114
312365,300281,00114
312367,300780,00115
312368,300183,00115
312371,300207,00115
312372,300220,00116
312374,300983,00116
312376,300541,00114
312377,300502,00122
312378,300907,00116
312380,300076,00114
312381,300882,00115
312387,301027,00119
312388,301113,00119
312389,300730,00119
312390,301027,00119
312391,301027,00119
312393,300181,00119
312399,300734,00119
312400,300690,00120
312401,300037,00120
312402,300735,00119
312406,301010,00119
312407,300034,00119
312409,300781,00119
312415,300487,00119
312421,300037,00120
312422,301014,00120
312432,300573,00112
312433,300999,00123
312434,300999,00123
312435,300999,00123
312436,300146,00123
312438,300146,00123
312439,300156,00123
312440,300014,00113
312441,300312,00113
312443,300254,00113
312444,300854,00113
312447,300866,00113
312448,300197,00113
312450,300853,00113
312451,300477,00111
312453,300506,00111
312454,300477,00111
312455,300028,00111
312456,300378,00111
312457,300473,00111
312463,300104,00114
312466,300049,00111
312469,300816,00113
312470,300751,00113
312471,300012,00113
312472,301059,00111
312477,300177,00112
312479,300282,00111
312484,300523,00114
312485,300519,00114
312486,300060,00114
312488,300283,00114
312489,300106,00114
312493,300472,00114
312495,300468,00114
312496,300471,00114
312499,300563,00114
312502,300283,00114
312503,300229,00114
312505,300977,00114
312506,300606,00117
312507,300606,00117
312509,300298,00117
312510,300642,00117
312511,300729,00117
312512,300728,00117
312513,300728,00117
312514,301021,00118
312517,301129,00121
312524,300692,00117
312527,300634,00121
312529,300779,00121
312530,300383,00121
312531,300187,00121
312532,300178,00118
312533,300581,00118
312534,300183,00115
312536,300978,00114
312538,300966,00114
312543,300230,00122
312544,300199,00114
312546,300950,00114
312547,300950,00114
312549,300280,00114
312550,300826,00115
312551,300274,00115
312553,300209,00115
312555,300422,00116
312557,300390,00122
312560,300964,00115
312563,300327,00115
312571,300490,00120
312572,301041,00120
312582,300687,00120
312590,300734,00119
312591,300478,00119
312592,300732,00119
312594,300430,00120
312595,300626,00120
312597,300580,00119
312598,300580,00119
312601,300737,00119
312604,300463,00120
312607,301001,00123
312610,301016,00123
312612,300816,00113
312615,301068,00114
312616,300152,00114
312618,300969,00112
312627,300800,00112
312628,300805,00113
312633,300440,00112
312639,300232,00111
312640,300232,00111
312641,300092,00111
312645,300128,00111
312647,301013,00114
312648,300691,00111
312649,301016,00123
312650,300072,00113
312655,300062,00114
312664,300630,00101
312666,300613,00101
312667,300614,00101
312668,300243,00101
312669,300050,00101
312671,300333,00101
312672,300532,00101
312674,300121,00101
312675,300121,00101
312676,300119,00101
312677,300718,00101
312679,301071,00101
312680,300718,00101
312681,300004,00101
312682,300631,00101
312683,300644,00117
312684,300179,00117
312686,300997,00118
312692,300962,00121
312693,300180,00117
312695,300322,00118
312696,300895,00118
312697,300514,00118
312698,300589,00118
312702,300645,00117
312705,301122,00117
312706,300373,00118
312707,301049,00117
312709,300559,00121
312711,300456,00118
312712,300663,00121
312715,300947,00114
312721,300964,00115
312729,300883,00122
312730,300870,00122
312731,300420,00122
312737,300930,00114
312738,300930,00114
312742,300930,00114
312745,300335,00122
312746,300886,00116
312748,300261,00115
312749,300832,00122
312751,300902,00115
312753,300861,00115
312754,300909,00116
312762,300544,00116
312763,300309,00116
312767,300848,00115
312768,300983,00116
312772,300785,00120
312773,300490,00120
312774,300638,00119
312775,300435,00119
312777,300647,00119
312778,300487,00119
312780,300735,00119
312782,300399,00119
312783,300736,00119
312786,300086,00120
312787,300788,00120
312788,300084,00120
312789,300084,00120
312790,300478,00119
312791,300687,00120
312800,300735,00119
312801,300824,00119
312802,300731,00119
312807,300038,00120
312808,300680,00119
312815,300489,00120
312816,300430,00120
312817,300440,00112
312818,300958,00111
312819,300152,00114
312822,300656,00123
312823,300237,00123
312824,300287,00111
312825,300289,00111
312826,300104,00114
312828,300768,00112
312830,300620,00123
312831,300622,00123
312833,300767,00112
312834,300440,00112
312835,300767,00112
312836,300199,00114
312837,300199,00114
312838,300233,00122
312839,300872,00122
312841,300145,00114
312844,300201,00114
312845,300541,00114
312846,300212,00114
312847,300277,00114
312848,300275,00114
312849,300930,00114
312850,300930,00114
312851,300930,00114
312852,300348,00114
312853,300137,00114
312854,300348,00114
312855,300077,00114
312859,300510,00116
312860,300913,00115
312861,300510,00116
312862,300510,00116
312865,300216,00114
312866,300849,00122
312868,300210,00115
312870,300886,00116
312872,300319,00116
312878,300274,00115
312879,300314,00115
312882,300314,00115
312883,300309,00116
312885,300897,00115
312887,300872,00122
312888,300922,00116
312889,300265,00116
312894,300202,00115
312898,300872,00122
312900,300371,00115
312903,300314,00115
312905,300368,00122
312906,300924,00116
312914,300367,00122
312917,300931,00114
312920,300231,00111
312922,300738,00111
312923,300693,00111
312925,300617,00112
312926,300617,00112
312927,300744,00111
312928,300742,00111
312929,300746,00111
312930,300095,00112
312932,301011,00114
312933,300353,00114
312934,300353,00114
312936,301016,00123
312939,300752,00114
312940,300283,00114
312944,300565,00114
312946,300565,00114
312948,300283,00114
312949,300283,00114
312950,300566,00114
312953,300019,00114
312954,300975,00114
312955,300523,00114
312958,300067,00114
312959,300067,00114
312962,300517,00114
312963,301074,00101
312965,300570,00101
312966,300911,00101
312967,300664,00101
312968,300612,00101
312970,301042,00101
312972,301042,00101
312974,300669,00101
312976,300169,00101
312978,301074,00101
312979,300655,00101
312981,300460,00118
312983,300296,00121
312984,300296,00121
312985,300029,00121
312986,300296,00121
312987,300296,00121
312989,300383,00121
312991,300904,00118
312992,300460,00118
312994,300589,00118
312996,300904,00118
312997,300589,00118
312998,300896,00118
312999,300895,00118
313000,300896,00118
313004,300558,00121
313008,300498,00117
313009,300840,00117
313010,301049,00117
313011,300180,00117
313013,300180,00117
313019,300310,00115
313020,300901,00115
313022,300293,00115
313025,300422,00116
313027,300309,00116
313028,300209,00115
313034,300079,00114
313036,300538,00122
313039,300269,00122
313040,300201,00114
313041,300198,00114
313044,300902,00115
313051,300064,00115
313053,300890,00115
313056,300810,00119
313060,300030,00119
313061,300649,00119
313071,300489,00120
313072,300806,00120
313073,300690,00120
313076,300436,00120
313079,300627,00120
313083,300737,00119
313084,300436,00120
313086,300583,00120
313088,300626,00120
313091,300436,00120
313092,300810,00119
313093,300473,00111
313094,300473,00111
313095,300506,00111
313096,300146,00123
313097,300957,00123
313098,301008,00123
313099,300957,00123
313100,301004,00123
313103,301030,00123
313104,301018,00123
313105,301005,00112
313106,301005,00112
313107,300973,00112
313108,300973,00112
313111,300189,00113
313114,300226,00123
313115,300190,00113
313117,300138,00113
313119,300710,00112
313120,300231,00111
313122,300127,00111
313123,300287,00111
313125,300796,00113
313127,300624,00123
313132,300133,00113
313133,300377,00112
313134,300016,00111
313140,300059,00114
313150,300564,00114
313154,300975,00114
313157,300753,00114
313159,300525,00114
313164,300515,00118
313165,300776,00118
313167,300242,00118
313169,300398,00117
313170,300398,00117
313173,300727,00117
313175,300488,00117
313176,300727,00117
313178,300135,00118
313180,300407,00117
313182,300408,00117
313183,300406,00117
313185,301124,00118
313186,300546,00121
313191,300365,00118
313193,300755,00117
313196,300371,00115
313198,300876,00122
313200,300536,00122
313201,300536,00122
313207,300281,00114
313208,300281,00114
313211,300451,00122
313214,300628,00115
313215,300543,00122
313216,300705,00116
313217,300705,00116
313218,300369,00122
313219,300420,00122
313220,300510,00116
313222,300208,00115
313223,300064,00115
313224,300946,00114
313225,300541,00114
313226,300838,00114
313227,300541,00114
313230,300434,00119
313231,300434,00119
313234,301110,00119
313236,300509,00119
313242,300181,00119
313243,300647,00119
313246,300626,00120
313249,300181,00119
313252,300035,00119
313255,300417,00119
313258,300403,00120
313259,301112,00119
313265,300181,00119
313270,300430,00120
313274,300240,00111
313276,300240,00111
313280,300116,00111
313281,300152,00114
313282,300972,00112
313285,300331,00111
313288,300505,00111
313289,300836,00113
313290,300069,00113
313291,300868,00113
313292,300868,00113
313293,300856,00113
313294,300856,00113
313295,300856,00113
313296,300252,00113
313297,300866,00113
313299,300841,00113
313303,300442,00111
313306,300026,00112
313307,300343,00113
313311,301013,00114
313312,300095,00112
313315,300016,00111
313318,300418,00113
313320,300866,00113
313327,300425,00114
313329,300068,00114
313330,300610,00101
313331,301044,00101
313332,300610,00101
313333,300243,00101
313335,300611,00101
313336,300718,00101
313338,300053,00101
313340,300003,00101
313341,300847,00101
313344,301060,00101
313345,300342,00101
313346,300394,00101
313350,300984,00118
313353,300515,00118
313354,300984,00118
313356,300663,00121
313360,300589,00118
313361,300589,00118
313362,300180,00117
313364,300639,00121
313365,300479,00121
313368,300365,00118
313371,300596,00121
313376,300885,00117
313379,300280,00114
313382,300321,00114
313386,300109,00122
313390,300538,00122
313394,300883,00122
313397,300210,00115
313398,300310,00115
313399,300422,00116
313402,300079,00114
313407,300903,00115
313413,300350,00115
313415,300538,00122
313417,300543,00122
313419,300450,00122
313422,300823,00120
313425,300401,00120
313427,300402,00120
313428,300402,00120
313430,300905,00120
313431,300037,00120
313433,300478,00119
