MAZ_NODE,TAZ_NODE,PUMA,COUNTY,county_name
10233,282,07512,1,San Francisco
10234,495,07512,1,San Francisco
10235,281,07512,1,San Francisco
10236,296,07512,1,San Francisco
10241,192,07507,1,San Francisco
10242,626,07507,1,San Francisco
10247,267,07508,1,San Francisco
10248,269,07508,1,San Francisco
10249,268,07508,1,San Francisco
10250,76,07508,1,San Francisco
10251,261,07508,1,San Francisco
10252,265,07508,1,San Francisco
10253,546,07508,1,San Francisco
10254,172,07512,1,San Francisco
10255,173,07512,1,San Francisco
10256,172,07512,1,San Francisco
10257,172,07512,1,San Francisco
10258,176,07512,1,San Francisco
10259,588,07509,1,San Francisco
10260,581,07510,1,San Francisco
10261,581,07510,1,San Francisco
10262,581,07510,1,San Francisco
10263,590,07510,1,San Francisco
10265,27,07510,1,San Francisco
10266,222,07508,1,San Francisco
10268,37,07510,1,San Francisco
10269,37,07510,1,San Francisco
10270,566,07510,1,San Francisco
10271,417,07510,1,San Francisco
10272,599,07510,1,San Francisco
10273,599,07510,1,San Francisco
10274,598,07510,1,San Francisco
10275,598,07510,1,San Francisco
10276,598,07510,1,San Francisco
10277,598,07510,1,San Francisco
10278,21,07511,1,San Francisco
10279,18,07511,1,San Francisco
10280,89,07510,1,San Francisco
10281,89,07510,1,San Francisco
10282,86,07510,1,San Francisco
10283,572,07510,1,San Francisco
10284,146,07511,1,San Francisco
10287,118,07511,1,San Francisco
10288,313,07511,1,San Francisco
10289,313,07511,1,San Francisco
10290,449,07507,1,San Francisco
10292,114,07511,1,San Francisco
10295,125,07511,1,San Francisco
10300,125,07511,1,San Francisco
10302,349,07509,1,San Francisco
10308,325,07509,1,San Francisco
10309,352,07509,1,San Francisco
10310,82,07511,1,San Francisco
10312,1,07511,1,San Francisco
10313,60,07511,1,San Francisco
10315,150,07511,1,San Francisco
10316,148,07511,1,San Francisco
10317,150,07511,1,San Francisco
10321,203,07512,1,San Francisco
10322,213,07512,1,San Francisco
10323,213,07512,1,San Francisco
10324,204,07512,1,San Francisco
10325,214,07512,1,San Francisco
10326,179,07512,1,San Francisco
10327,180,07512,1,San Francisco
10328,180,07512,1,San Francisco
10329,207,07512,1,San Francisco
10330,207,07512,1,San Francisco
10331,537,07512,1,San Francisco
10333,206,07512,1,San Francisco
10334,216,07508,1,San Francisco
10335,252,07508,1,San Francisco
10336,501,07512,1,San Francisco
10337,502,07512,1,San Francisco
10338,208,07512,1,San Francisco
10340,504,07512,1,San Francisco
10341,211,07512,1,San Francisco
10344,282,07512,1,San Francisco
10347,297,07512,1,San Francisco
10349,101,07513,1,San Francisco
10350,642,07512,1,San Francisco
10351,642,07512,1,San Francisco
10352,641,07513,1,San Francisco
10353,67,07511,1,San Francisco
10355,65,07511,1,San Francisco
10358,69,07511,1,San Francisco
10359,441,07508,1,San Francisco
10368,345,07509,1,San Francisco
10369,325,07509,1,San Francisco
10370,325,07509,1,San Francisco
10372,342,07509,1,San Francisco
10373,387,07509,1,San Francisco
10375,386,07509,1,San Francisco
10376,347,07509,1,San Francisco
10377,325,07509,1,San Francisco
10378,350,07509,1,San Francisco
10380,286,07508,1,San Francisco
10384,489,07512,1,San Francisco
10385,277,07512,1,San Francisco
10386,331,07512,1,San Francisco
10388,271,07512,1,San Francisco
10390,446,07511,1,San Francisco
10392,555,07514,1,San Francisco
10394,7,07511,1,San Francisco
10395,604,07510,1,San Francisco
10398,570,07511,1,San Francisco
10399,1,07511,1,San Francisco
10400,489,07512,1,San Francisco
10401,238,07512,1,San Francisco
10402,165,07513,1,San Francisco
10403,299,07512,1,San Francisco
10405,534,07513,1,San Francisco
10411,72,07507,1,San Francisco
10413,221,07508,1,San Francisco
10414,223,07508,1,San Francisco
10416,60,07511,1,San Francisco
10417,60,07511,1,San Francisco
10418,61,07511,1,San Francisco
10419,83,07511,1,San Francisco
10420,83,07511,1,San Francisco
10421,150,07511,1,San Francisco
10424,152,07511,1,San Francisco
10425,153,07511,1,San Francisco
10427,105,07513,1,San Francisco
10428,105,07513,1,San Francisco
10429,459,07513,1,San Francisco
10430,105,07513,1,San Francisco
10431,105,07513,1,San Francisco
10432,239,07507,1,San Francisco
10433,237,07507,1,San Francisco
10434,451,07507,1,San Francisco
10435,189,07507,1,San Francisco
10436,197,07507,1,San Francisco
10437,195,07507,1,San Francisco
10438,156,07507,1,San Francisco
10440,186,07507,1,San Francisco
10441,314,07507,1,San Francisco
10443,315,07507,1,San Francisco
10444,317,07507,1,San Francisco
10445,323,07507,1,San Francisco
10446,323,07507,1,San Francisco
10447,360,07509,1,San Francisco
10450,302,07512,1,San Francisco
10452,318,07507,1,San Francisco
10454,340,07509,1,San Francisco
10455,562,07511,1,San Francisco
10456,31,07509,1,San Francisco
10457,599,07510,1,San Francisco
10458,418,07510,1,San Francisco
10460,595,07509,1,San Francisco
10462,24,07511,1,San Francisco
10463,98,07507,1,San Francisco
10464,623,07507,1,San Francisco
10466,260,07508,1,San Francisco
10467,540,07508,1,San Francisco
10468,256,07508,1,San Francisco
10469,257,07508,1,San Francisco
10470,257,07508,1,San Francisco
10472,258,07508,1,San Francisco
10473,258,07508,1,San Francisco
10474,259,07508,1,San Francisco
10476,576,07508,1,San Francisco
10477,493,07512,1,San Francisco
10482,43,07507,1,San Francisco
10483,579,07507,1,San Francisco
10484,371,07514,1,San Francisco
10486,371,07514,1,San Francisco
10487,369,07514,1,San Francisco
10488,436,07514,1,San Francisco
10489,345,07509,1,San Francisco
10490,342,07509,1,San Francisco
10493,465,07514,1,San Francisco
10494,375,07514,1,San Francisco
10496,465,07514,1,San Francisco
10498,374,07514,1,San Francisco
10499,470,07514,1,San Francisco
10501,372,07514,1,San Francisco
10503,390,07509,1,San Francisco
10504,49,07511,1,San Francisco
10507,49,07511,1,San Francisco
10508,58,07511,1,San Francisco
10509,57,07511,1,San Francisco
10512,565,07510,1,San Francisco
10514,599,07510,1,San Francisco
10515,572,07510,1,San Francisco
10517,27,07510,1,San Francisco
10518,148,07511,1,San Francisco
10519,154,07511,1,San Francisco
10520,98,07507,1,San Francisco
10523,256,07508,1,San Francisco
10524,260,07508,1,San Francisco
10525,258,07508,1,San Francisco
10526,259,07508,1,San Francisco
10527,222,07508,1,San Francisco
10528,254,07508,1,San Francisco
10529,253,07508,1,San Francisco
10530,491,07512,1,San Francisco
10532,479,07514,1,San Francisco
10535,368,07514,1,San Francisco
10536,369,07514,1,San Francisco
10538,435,07514,1,San Francisco
10539,54,07511,1,San Francisco
10540,11,07511,1,San Francisco
10541,49,07511,1,San Francisco
10542,65,07511,1,San Francisco
10543,68,07511,1,San Francisco
10544,65,07511,1,San Francisco
10546,645,07513,1,San Francisco
10547,40,07511,1,San Francisco
10549,129,07513,1,San Francisco
10551,50,07511,1,San Francisco
10552,84,07510,1,San Francisco
10553,84,07510,1,San Francisco
10554,84,07510,1,San Francisco
10555,84,07510,1,San Francisco
10564,7,07511,1,San Francisco
10566,561,07510,1,San Francisco
10567,16,07511,1,San Francisco
10572,562,07511,1,San Francisco
10573,5,07511,1,San Francisco
10575,573,07510,1,San Francisco
10576,609,07510,1,San Francisco
10581,583,07507,1,San Francisco
10582,613,07510,1,San Francisco
10585,269,07508,1,San Francisco
10586,261,07508,1,San Francisco
10587,547,07508,1,San Francisco
10590,44,07507,1,San Francisco
10593,168,07513,1,San Francisco
10594,473,07508,1,San Francisco
10595,439,07514,1,San Francisco
10596,433,07514,1,San Francisco
10597,471,07514,1,San Francisco
10598,468,07514,1,San Francisco
10600,343,07509,1,San Francisco
10601,370,07514,1,San Francisco
10602,370,07514,1,San Francisco
10604,66,07511,1,San Francisco
10605,54,07511,1,San Francisco
10606,54,07511,1,San Francisco
10607,55,07511,1,San Francisco
10608,55,07511,1,San Francisco
10609,59,07511,1,San Francisco
10610,65,07511,1,San Francisco
10611,59,07511,1,San Francisco
10612,66,07511,1,San Francisco
10613,646,07511,1,San Francisco
10614,40,07511,1,San Francisco
10627,492,07512,1,San Francisco
10628,282,07512,1,San Francisco
10632,12,07511,1,San Francisco
10635,12,07511,1,San Francisco
10637,16,07511,1,San Francisco
10642,98,07507,1,San Francisco
10646,39,07510,1,San Francisco
10649,290,07510,1,San Francisco
10650,290,07510,1,San Francisco
10654,627,07507,1,San Francisco
10655,188,07507,1,San Francisco
10658,188,07507,1,San Francisco
10659,626,07507,1,San Francisco
10660,629,07507,1,San Francisco
10665,168,07513,1,San Francisco
10666,429,07514,1,San Francisco
10667,438,07514,1,San Francisco
10668,139,07512,1,San Francisco
10669,142,07512,1,San Francisco
10670,142,07512,1,San Francisco
10671,140,07512,1,San Francisco
10675,564,07510,1,San Francisco
10677,590,07510,1,San Francisco
10680,39,07510,1,San Francisco
10681,517,07514,1,San Francisco
10683,108,07513,1,San Francisco
10684,326,07513,1,San Francisco
10685,272,07512,1,San Francisco
10686,291,07512,1,San Francisco
10693,461,07514,1,San Francisco
10695,461,07514,1,San Francisco
10696,463,07514,1,San Francisco
10697,471,07514,1,San Francisco
10698,471,07514,1,San Francisco
10699,461,07514,1,San Francisco
10700,439,07514,1,San Francisco
10701,439,07514,1,San Francisco
10702,81,07510,1,San Francisco
10703,38,07510,1,San Francisco
10704,81,07510,1,San Francisco
10705,254,07508,1,San Francisco
10706,223,07508,1,San Francisco
10707,316,07507,1,San Francisco
10708,316,07507,1,San Francisco
10711,193,07507,1,San Francisco
10713,194,07507,1,San Francisco
10714,235,07507,1,San Francisco
10716,193,07507,1,San Francisco
10717,196,07507,1,San Francisco
10718,315,07507,1,San Francisco
10720,315,07507,1,San Francisco
10721,233,07507,1,San Francisco
10722,234,07507,1,San Francisco
10724,387,07509,1,San Francisco
10725,455,07513,1,San Francisco
10726,154,07511,1,San Francisco
10727,191,07507,1,San Francisco
10728,191,07507,1,San Francisco
10731,648,07514,1,San Francisco
10734,573,07510,1,San Francisco
10735,605,07510,1,San Francisco
10736,167,07513,1,San Francisco
10743,157,07513,1,San Francisco
10744,158,07513,1,San Francisco
10745,129,07513,1,San Francisco
10750,109,07513,1,San Francisco
10751,459,07513,1,San Francisco
10753,105,07513,1,San Francisco
10754,459,07513,1,San Francisco
10756,230,07507,1,San Francisco
10760,71,07507,1,San Francisco
10761,254,07508,1,San Francisco
10762,217,07508,1,San Francisco
10763,216,07508,1,San Francisco
10764,249,07508,1,San Francisco
10765,481,07508,1,San Francisco
10766,248,07508,1,San Francisco
10767,250,07508,1,San Francisco
10768,250,07508,1,San Francisco
10769,649,07508,1,San Francisco
10770,277,07512,1,San Francisco
10771,277,07512,1,San Francisco
10772,331,07512,1,San Francisco
10773,331,07512,1,San Francisco
10774,277,07512,1,San Francisco
10775,243,07512,1,San Francisco
10776,107,07513,1,San Francisco
10780,102,07513,1,San Francisco
10782,102,07513,1,San Francisco
10783,102,07513,1,San Francisco
10786,303,07513,1,San Francisco
10787,603,07510,1,San Francisco
10790,443,07508,1,San Francisco
10791,442,07508,1,San Francisco
10793,519,07514,1,San Francisco
10795,184,07507,1,San Francisco
10798,150,07511,1,San Francisco
10801,155,07511,1,San Francisco
10803,154,07511,1,San Francisco
10805,109,07513,1,San Francisco
10806,109,07513,1,San Francisco
10809,239,07507,1,San Francisco
10810,237,07507,1,San Francisco
10811,319,07507,1,San Francisco
10812,319,07507,1,San Francisco
10813,71,07507,1,San Francisco
10814,42,07507,1,San Francisco
10817,71,07507,1,San Francisco
10818,451,07507,1,San Francisco
10819,42,07507,1,San Francisco
10822,610,07510,1,San Francisco
10823,88,07510,1,San Francisco
10834,508,07508,1,San Francisco
10835,482,07508,1,San Francisco
10837,252,07508,1,San Francisco
10838,252,07508,1,San Francisco
10839,377,07514,1,San Francisco
10840,479,07514,1,San Francisco
10843,558,07511,1,San Francisco
10847,558,07511,1,San Francisco
10848,557,07511,1,San Francisco
10849,7,07511,1,San Francisco
10850,8,07511,1,San Francisco
10851,14,07511,1,San Francisco
10852,14,07511,1,San Francisco
10853,512,07514,1,San Francisco
10854,515,07514,1,San Francisco
10856,381,07514,1,San Francisco
10857,381,07514,1,San Francisco
10858,146,07511,1,San Francisco
10859,146,07511,1,San Francisco
10860,189,07507,1,San Francisco
10861,192,07507,1,San Francisco
10863,625,07507,1,San Francisco
10864,625,07507,1,San Francisco
10865,120,07507,1,San Francisco
10866,121,07507,1,San Francisco
10867,121,07507,1,San Francisco
10868,121,07507,1,San Francisco
10871,101,07513,1,San Francisco
10873,284,07512,1,San Francisco
10874,332,07512,1,San Francisco
10876,478,07514,1,San Francisco
10877,3,07511,1,San Francisco
10878,128,07513,1,San Francisco
10879,106,07513,1,San Francisco
10881,210,07512,1,San Francisco
10882,207,07512,1,San Francisco
10883,210,07512,1,San Francisco
10884,75,07508,1,San Francisco
10885,244,07508,1,San Francisco
10886,543,07508,1,San Francisco
10887,244,07508,1,San Francisco
10889,140,07512,1,San Francisco
10890,143,07512,1,San Francisco
10891,144,07512,1,San Francisco
10892,238,07512,1,San Francisco
10893,275,07512,1,San Francisco
10894,273,07512,1,San Francisco
10895,238,07512,1,San Francisco
10896,273,07512,1,San Francisco
10897,506,07512,1,San Francisco
10898,505,07512,1,San Francisco
10899,484,07508,1,San Francisco
10900,523,07508,1,San Francisco
10901,523,07508,1,San Francisco
10902,510,07508,1,San Francisco
10904,270,07512,1,San Francisco
10906,529,07511,1,San Francisco
10907,414,07511,1,San Francisco
10908,412,07511,1,San Francisco
10909,411,07511,1,San Francisco
10910,529,07511,1,San Francisco
10911,528,07511,1,San Francisco
10912,409,07511,1,San Francisco
10913,413,07511,1,San Francisco
10914,412,07511,1,San Francisco
10915,413,07511,1,San Francisco
10916,291,07512,1,San Francisco
10917,291,07512,1,San Francisco
10920,565,07510,1,San Francisco
10922,564,07510,1,San Francisco
10924,46,07511,1,San Francisco
10925,24,07511,1,San Francisco
10927,22,07511,1,San Francisco
10929,61,07511,1,San Francisco
10930,64,07511,1,San Francisco
10933,187,07507,1,San Francisco
10934,450,07507,1,San Francisco
10936,579,07507,1,San Francisco
10937,579,07507,1,San Francisco
10938,71,07507,1,San Francisco
10939,452,07507,1,San Francisco
10940,189,07507,1,San Francisco
10941,240,07507,1,San Francisco
10944,123,07511,1,San Francisco
10947,622,07507,1,San Francisco
10948,623,07507,1,San Francisco
10950,393,07509,1,San Francisco
10951,466,07514,1,San Francisco
10955,145,07512,1,San Francisco
10956,145,07512,1,San Francisco
10957,484,07508,1,San Francisco
10958,523,07508,1,San Francisco
10959,650,07508,1,San Francisco
10961,509,07508,1,San Francisco
10962,525,07508,1,San Francisco
10964,530,07511,1,San Francisco
10965,529,07511,1,San Francisco
10966,647,07511,1,San Francisco
10967,412,07511,1,San Francisco
10970,291,07512,1,San Francisco
10972,583,07507,1,San Francisco
10975,553,07507,1,San Francisco
10976,553,07507,1,San Francisco
10977,43,07507,1,San Francisco
10978,126,07511,1,San Francisco
10982,429,07514,1,San Francisco
10983,438,07514,1,San Francisco
10984,438,07514,1,San Francisco
10985,435,07514,1,San Francisco
10986,345,07509,1,San Francisco
10989,342,07509,1,San Francisco
10990,342,07509,1,San Francisco
10991,440,07514,1,San Francisco
10992,464,07514,1,San Francisco
10993,464,07514,1,San Francisco
10994,469,07514,1,San Francisco
10995,469,07514,1,San Francisco
10996,374,07514,1,San Francisco
10997,63,07511,1,San Francisco
10999,58,07511,1,San Francisco
11001,47,07511,1,San Francisco
11002,545,07508,1,San Francisco
11004,547,07508,1,San Francisco
11005,256,07508,1,San Francisco
11006,262,07508,1,San Francisco
11008,251,07508,1,San Francisco
11011,377,07514,1,San Francisco
11013,476,07508,1,San Francisco
11014,510,07508,1,San Francisco
11015,472,07514,1,San Francisco
11018,71,07507,1,San Francisco
11021,304,07513,1,San Francisco
11026,271,07512,1,San Francisco
11027,12,07511,1,San Francisco
11028,85,07510,1,San Francisco
11031,85,07510,1,San Francisco
11033,583,07507,1,San Francisco
11038,621,07507,1,San Francisco
11039,553,07507,1,San Francisco
11041,43,07507,1,San Francisco
11042,43,07507,1,San Francisco
11044,43,07507,1,San Francisco
11046,152,07511,1,San Francisco
11051,126,07511,1,San Francisco
11055,94,07510,1,San Francisco
11056,308,07510,1,San Francisco
11059,85,07510,1,San Francisco
11060,269,07508,1,San Francisco
11062,256,07508,1,San Francisco
11063,251,07508,1,San Francisco
11064,482,07508,1,San Francisco
11065,249,07508,1,San Francisco
11067,377,07514,1,San Francisco
11068,480,07514,1,San Francisco
11071,35,07509,1,San Francisco
11073,330,07507,1,San Francisco
11074,607,07510,1,San Francisco
11075,607,07510,1,San Francisco
11079,461,07514,1,San Francisco
11080,474,07508,1,San Francisco
11081,473,07508,1,San Francisco
11082,462,07514,1,San Francisco
11083,573,07510,1,San Francisco
11085,433,07514,1,San Francisco
11086,479,07514,1,San Francisco
11087,465,07514,1,San Francisco
11090,479,07514,1,San Francisco
11092,368,07514,1,San Francisco
11093,370,07514,1,San Francisco
11094,434,07514,1,San Francisco
11095,435,07514,1,San Francisco
11096,56,07511,1,San Francisco
11097,53,07511,1,San Francisco
11098,11,07511,1,San Francisco
11099,54,07511,1,San Francisco
11100,49,07511,1,San Francisco
11101,48,07511,1,San Francisco
11102,56,07511,1,San Francisco
11103,55,07511,1,San Francisco
11104,55,07511,1,San Francisco
11106,68,07511,1,San Francisco
11107,645,07513,1,San Francisco
11108,65,07511,1,San Francisco
11109,65,07511,1,San Francisco
11118,366,07514,1,San Francisco
11120,428,07514,1,San Francisco
11121,358,07509,1,San Francisco
11122,385,07509,1,San Francisco
11125,390,07509,1,San Francisco
11127,349,07509,1,San Francisco
11128,597,07510,1,San Francisco
11129,597,07510,1,San Francisco
11130,353,07509,1,San Francisco
11132,326,07513,1,San Francisco
11133,326,07513,1,San Francisco
11134,67,07511,1,San Francisco
11135,646,07511,1,San Francisco
11136,67,07511,1,San Francisco
11138,39,07510,1,San Francisco
11139,606,07510,1,San Francisco
11145,605,07510,1,San Francisco
11146,94,07510,1,San Francisco
11147,448,07510,1,San Francisco
11148,448,07510,1,San Francisco
11149,289,07510,1,San Francisco
11150,448,07510,1,San Francisco
11151,440,07514,1,San Francisco
11152,440,07514,1,San Francisco
11153,463,07514,1,San Francisco
11154,463,07514,1,San Francisco
11155,465,07514,1,San Francisco
11156,465,07514,1,San Francisco
11157,468,07514,1,San Francisco
11159,435,07514,1,San Francisco
11160,367,07514,1,San Francisco
11162,53,07511,1,San Francisco
11163,53,07511,1,San Francisco
11164,48,07511,1,San Francisco
11165,48,07511,1,San Francisco
11166,54,07511,1,San Francisco
11167,56,07511,1,San Francisco
11168,54,07511,1,San Francisco
11169,58,07511,1,San Francisco
11171,68,07511,1,San Francisco
11172,29,07509,1,San Francisco
11173,31,07509,1,San Francisco
11174,175,07512,1,San Francisco
11175,176,07512,1,San Francisco
11176,203,07512,1,San Francisco
11177,213,07512,1,San Francisco
11178,214,07512,1,San Francisco
11179,213,07512,1,San Francisco
11180,179,07512,1,San Francisco
11181,178,07512,1,San Francisco
11182,206,07512,1,San Francisco
11183,206,07512,1,San Francisco
11184,207,07512,1,San Francisco
11186,537,07512,1,San Francisco
11190,255,07508,1,San Francisco
11191,249,07508,1,San Francisco
11192,216,07508,1,San Francisco
11195,277,07512,1,San Francisco
11196,274,07512,1,San Francisco
11198,144,07512,1,San Francisco
11199,493,07512,1,San Francisco
11200,538,07508,1,San Francisco
11201,506,07512,1,San Francisco
11203,502,07512,1,San Francisco
11204,501,07512,1,San Francisco
11205,503,07512,1,San Francisco
11206,145,07512,1,San Francisco
11207,492,07512,1,San Francisco
11208,503,07512,1,San Francisco
11210,208,07512,1,San Francisco
11211,209,07512,1,San Francisco
11213,646,07511,1,San Francisco
11216,437,07508,1,San Francisco
11221,451,07507,1,San Francisco
11222,189,07507,1,San Francisco
11223,311,07507,1,San Francisco
11224,311,07507,1,San Francisco
11225,311,07507,1,San Francisco
11226,311,07507,1,San Francisco
11228,121,07507,1,San Francisco
11229,171,07513,1,San Francisco
11230,171,07513,1,San Francisco
11231,109,07513,1,San Francisco
11232,108,07513,1,San Francisco
11234,641,07513,1,San Francisco
11236,644,07513,1,San Francisco
11237,242,07512,1,San Francisco
11238,242,07512,1,San Francisco
11239,195,07507,1,San Francisco
11240,314,07507,1,San Francisco
11241,314,07507,1,San Francisco
11242,156,07507,1,San Francisco
11243,314,07507,1,San Francisco
11245,184,07507,1,San Francisco
11250,86,07510,1,San Francisco
11251,608,07510,1,San Francisco
11257,573,07510,1,San Francisco
11259,418,07510,1,San Francisco
11260,382,07514,1,San Francisco
11261,383,07514,1,San Francisco
11263,7,07511,1,San Francisco
11264,115,07511,1,San Francisco
11267,151,07511,1,San Francisco
11268,99,07510,1,San Francisco
11269,188,07507,1,San Francisco
11270,188,07507,1,San Francisco
11274,120,07507,1,San Francisco
11280,220,07508,1,San Francisco
11283,3,07511,1,San Francisco
11284,93,07510,1,San Francisco
11287,235,07507,1,San Francisco
11293,118,07511,1,San Francisco
11294,114,07511,1,San Francisco
11297,449,07507,1,San Francisco
11298,114,07511,1,San Francisco
11299,115,07511,1,San Francisco
11300,114,07511,1,San Francisco
11301,114,07511,1,San Francisco
11302,115,07511,1,San Francisco
11303,115,07511,1,San Francisco
11304,115,07511,1,San Francisco
11306,151,07511,1,San Francisco
11307,125,07511,1,San Francisco
11309,125,07511,1,San Francisco
11312,129,07513,1,San Francisco
11315,107,07513,1,San Francisco
11316,104,07513,1,San Francisco
11319,305,07513,1,San Francisco
11323,357,07509,1,San Francisco
11324,357,07509,1,San Francisco
11326,394,07509,1,San Francisco
11328,317,07507,1,San Francisco
11329,334,07509,1,San Francisco
11330,338,07509,1,San Francisco
11332,360,07509,1,San Francisco
11333,360,07509,1,San Francisco
11335,338,07509,1,San Francisco
11337,562,07511,1,San Francisco
11339,37,07510,1,San Francisco
11341,590,07510,1,San Francisco
11342,590,07510,1,San Francisco
11343,606,07510,1,San Francisco
11344,418,07510,1,San Francisco
11345,418,07510,1,San Francisco
11347,572,07510,1,San Francisco
11349,598,07510,1,San Francisco
11350,86,07510,1,San Francisco
11351,19,07511,1,San Francisco
11352,572,07510,1,San Francisco
11353,295,07507,1,San Francisco
11355,623,07507,1,San Francisco
11358,105,07513,1,San Francisco
11359,185,07507,1,San Francisco
11360,104,07513,1,San Francisco
11361,534,07513,1,San Francisco
11367,345,07509,1,San Francisco
11368,325,07509,1,San Francisco
11369,325,07509,1,San Francisco
11371,349,07509,1,San Francisco
11374,324,07509,1,San Francisco
11375,157,07513,1,San Francisco
11376,157,07513,1,San Francisco
11377,61,07511,1,San Francisco
11378,147,07511,1,San Francisco
11381,155,07511,1,San Francisco
11382,155,07511,1,San Francisco
11384,154,07511,1,San Francisco
11385,313,07511,1,San Francisco
11386,109,07513,1,San Francisco
11388,108,07513,1,San Francisco
11389,109,07513,1,San Francisco
11390,112,07513,1,San Francisco
11391,240,07507,1,San Francisco
11392,319,07507,1,San Francisco
11393,319,07507,1,San Francisco
11394,280,07512,1,San Francisco
11396,561,07510,1,San Francisco
11397,561,07510,1,San Francisco
11398,418,07510,1,San Francisco
11399,98,07507,1,San Francisco
11401,599,07510,1,San Francisco
11402,569,07511,1,San Francisco
11403,561,07510,1,San Francisco
11405,21,07511,1,San Francisco
11409,236,07507,1,San Francisco
11411,573,07510,1,San Francisco
11418,418,07510,1,San Francisco
11419,286,07508,1,San Francisco
