MAZ,num_hh,gq_pop,gq_military,gq_university,gq_other,numhh_gq
10416.0,130,0,0,0,0,130
10417.0,123,0,0,0,0,123
10418.0,141,0,0,0,0,141
10419.0,134,0,0,0,0,134
10420.0,117,0,0,0,0,117
10421.0,63,0,0,0,0,63
10424.0,55,0,0,0,0,55
10425.0,89,0,0,0,0,89
10427.0,22,0,0,0,0,22
10428.0,28,0,0,0,0,28
10429.0,56,0,0,0,0,56
10430.0,52,0,0,0,0,52
10431.0,33,0,0,0,0,33
10432.0,53,12,0,0,12,65
10433.0,41,0,0,0,0,41
10434.0,40,0,0,0,0,40
10435.0,43,0,0,0,0,43
10436.0,61,0,0,0,0,61
10437.0,57,0,0,0,0,57
10438.0,159,0,0,0,0,159
10440.0,41,0,0,0,0,41
10441.0,83,0,0,0,0,83
10443.0,60,0,0,0,0,60
10444.0,45,0,0,0,0,45
10445.0,222,0,0,0,0,222
10446.0,92,0,0,0,0,92
10447.0,0,0,0,0,0,0
10450.0,35,0,0,0,0,35
10452.0,34,0,0,0,0,34
10454.0,551,182,0,0,182,733
10455.0,17,9,0,0,9,26
10456.0,567,845,0,0,845,1412
10457.0,196,80,0,0,80,276
10458.0,25,0,0,0,0,25
10460.0,37,1,0,0,1,38
10462.0,241,0,0,0,0,241
10463.0,35,0,0,0,0,35
10464.0,43,0,0,0,0,43
10466.0,67,0,0,0,0,67
10467.0,56,0,0,0,0,56
10468.0,124,0,0,0,0,124
10469.0,80,0,0,0,0,80
10470.0,88,0,0,0,0,88
10472.0,36,0,0,0,0,36
10473.0,75,0,0,0,0,75
10474.0,111,0,0,0,0,111
10476.0,0,88,0,0,88,88
10477.0,70,0,0,0,0,70
10482.0,0,10,0,0,10,10
10483.0,0,3,0,0,3,3
10484.0,166,0,0,0,0,166
10486.0,150,0,0,0,0,150
10487.0,187,0,0,0,0,187
10488.0,54,0,0,0,0,54
10489.0,141,0,0,0,0,141
10490.0,232,0,0,0,0,232
10493.0,191,0,0,0,0,191
10494.0,75,26,0,8,18,101
10496.0,202,0,0,0,0,202
10498.0,205,0,0,0,0,205
10499.0,246,0,0,0,0,246
10501.0,214,0,0,0,0,214
10503.0,145,0,0,0,0,145
10504.0,93,0,0,0,0,93
10507.0,102,0,0,0,0,102
10508.0,82,0,0,0,0,82
10509.0,102,0,0,0,0,102
10512.0,913,0,0,0,0,913
10514.0,136,4,0,0,4,140
10515.0,126,44,0,0,44,170
10517.0,53,6,0,0,6,59
10518.0,125,0,0,0,0,125
10519.0,61,0,0,0,0,61
10520.0,0,0,0,0,0,0
10523.0,160,0,0,0,0,160
10524.0,83,0,0,0,0,83
10525.0,85,0,0,0,0,85
10526.0,112,0,0,0,0,112
10527.0,150,0,0,0,0,150
10528.0,66,0,0,0,0,66
10529.0,76,0,0,0,0,76
10530.0,60,5,0,0,5,65
10532.0,413,0,0,0,0,413
10535.0,183,0,0,0,0,183
10536.0,101,0,0,0,0,101
10538.0,97,0,0,0,0,97
10539.0,88,4,0,0,4,92
10540.0,93,0,0,0,0,93
10541.0,92,0,0,0,0,92
10542.0,52,0,0,0,0,52
10543.0,128,0,0,0,0,128
10544.0,56,0,0,0,0,56
10546.0,36,0,0,0,0,36
10547.0,31,0,0,0,0,31
10549.0,10,0,0,0,0,10
10551.0,56,0,0,0,0,56
10552.0,64,4,0,0,4,68
10553.0,161,0,0,0,0,161
10554.0,218,0,0,0,0,218
10555.0,234,0,0,0,0,234
10564.0,106,0,0,0,0,106
10566.0,69,7,0,0,7,76
10567.0,154,0,0,0,0,154
10572.0,0,2,0,0,2,2
10573.0,150,0,0,0,0,150
10575.0,0,0,0,0,0,0
10576.0,73,0,0,0,0,73
10581.0,0,0,0,0,0,0
10582.0,0,0,0,0,0,0
10585.0,96,0,0,0,0,96
10586.0,106,0,0,0,0,106
10587.0,139,0,0,0,0,139
10590.0,118,0,0,0,0,118
10593.0,0,0,0,0,0,0
10594.0,98,2,0,0,2,100
10595.0,114,0,0,0,0,114
10596.0,141,0,0,0,0,141
10597.0,20,0,0,0,0,20
10598.0,62,0,0,0,0,62
10600.0,0,0,0,0,0,0
10601.0,155,21,0,0,21,176
10602.0,163,0,0,0,0,163
10604.0,74,0,0,0,0,74
10605.0,43,0,0,0,0,43
10606.0,85,0,0,0,0,85
10607.0,51,0,0,0,0,51
10608.0,61,0,0,0,0,61
10609.0,0,0,0,0,0,0
10610.0,25,0,0,0,0,25
10611.0,120,0,0,0,0,120
10612.0,338,0,0,0,0,338
10613.0,43,0,0,0,0,43
10614.0,88,0,0,0,0,88
10627.0,45,0,0,0,0,45
10628.0,35,0,0,0,0,35
10632.0,112,0,0,0,0,112
10635.0,76,15,0,0,15,91
10637.0,120,0,0,0,0,120
10642.0,30,0,0,0,0,30
10646.0,143,0,0,0,0,143
10649.0,288,0,0,0,0,288
10650.0,329,0,0,0,0,329
10654.0,70,0,0,0,0,70
10655.0,37,18,0,0,18,55
10658.0,0,0,0,0,0,0
10659.0,49,50,0,0,50,99
10660.0,35,18,0,0,18,53
10665.0,54,0,0,0,0,54
10666.0,39,0,0,0,0,39
10667.0,34,0,0,0,0,34
10668.0,72,0,0,0,0,72
10669.0,72,0,0,0,0,72
10670.0,89,0,0,0,0,89
10671.0,89,16,0,0,16,105
10675.0,1679,89,0,0,89,1768
10677.0,88,0,0,0,0,88
10680.0,25,20,0,0,20,45
10681.0,139,0,0,0,0,139
10683.0,22,0,0,0,0,22
10684.0,30,0,0,0,0,30
10685.0,45,0,0,0,0,45
10686.0,27,0,0,0,0,27
10693.0,110,0,0,0,0,110
10695.0,94,0,0,0,0,94
10696.0,0,0,0,0,0,0
10697.0,105,5,0,0,5,110
10698.0,124,0,0,0,0,124
10699.0,82,12,0,0,12,94
10700.0,19,2,0,0,2,21
10701.0,60,0,0,0,0,60
10702.0,1,0,0,0,0,1
10703.0,0,0,0,0,0,0
10704.0,47,0,0,0,0,47
10705.0,61,0,0,0,0,61
10706.0,117,43,0,0,43,160
10707.0,63,0,0,0,0,63
10708.0,70,0,0,0,0,70
10711.0,42,0,0,0,0,42
10713.0,72,0,0,0,0,72
10714.0,73,0,0,0,0,73
10716.0,38,0,0,0,0,38
10717.0,65,0,0,0,0,65
10718.0,67,0,0,0,0,67
10720.0,59,0,0,0,0,59
10721.0,52,0,0,0,0,52
10722.0,69,0,0,0,0,69
10724.0,196,0,0,0,0,196
10725.0,66,0,0,0,0,66
10726.0,121,0,0,0,0,121
10727.0,36,0,0,0,0,36
10728.0,38,0,0,0,0,38
10731.0,0,0,0,0,0,0
10734.0,161,0,0,0,0,161
10735.0,0,0,0,0,0,0
10736.0,10,0,0,0,0,10
10743.0,51,0,0,0,0,51
10744.0,110,0,0,0,0,110
10745.0,66,0,0,0,0,66
10750.0,35,0,0,0,0,35
10751.0,61,0,0,0,0,61
10753.0,53,0,0,0,0,53
10754.0,58,0,0,0,0,58
10756.0,56,0,0,0,0,56
10760.0,65,0,0,0,0,65
10761.0,60,0,0,0,0,60
10762.0,166,0,0,0,0,166
10763.0,129,0,0,0,0,129
10764.0,150,0,0,0,0,150
10765.0,67,0,0,0,0,67
10766.0,58,0,0,0,0,58
10767.0,62,9,0,0,9,71
10768.0,145,0,0,0,0,145
10769.0,37,109,0,0,109,146
10770.0,205,0,0,0,0,205
10771.0,151,0,0,0,0,151
10772.0,99,0,0,0,0,99
10773.0,136,0,0,0,0,136
10774.0,106,0,0,0,0,106
10775.0,65,0,0,0,0,65
10776.0,25,0,0,0,0,25
10780.0,33,0,0,0,0,33
10782.0,69,0,0,0,0,69
10783.0,49,0,0,0,0,49
10786.0,28,0,0,0,0,28
10787.0,0,0,0,0,0,0
10790.0,40,0,0,0,0,40
10791.0,44,6,0,0,6,50
10793.0,318,0,0,0,0,318
10795.0,45,0,0,0,0,45
10798.0,34,11,0,0,11,45
10801.0,100,0,0,0,0,100
10803.0,135,0,0,0,0,135
10805.0,27,0,0,0,0,27
10806.0,44,0,0,0,0,44
10809.0,3,0,0,0,0,3
10810.0,93,20,0,0,20,113
10811.0,52,0,0,0,0,52
10812.0,39,3,0,0,3,42
10813.0,47,7,0,0,7,54
10814.0,200,0,0,0,0,200
10817.0,51,0,0,0,0,51
10818.0,51,0,0,0,0,51
10819.0,66,0,0,0,0,66
10822.0,2,0,0,0,0,2
10823.0,39,0,0,0,0,39
10834.0,103,0,0,0,0,103
10835.0,67,31,0,0,31,98
10837.0,152,0,0,0,0,152
10838.0,119,0,0,0,0,119
10839.0,0,0,0,0,0,0
10840.0,0,0,0,0,0,0
10843.0,54,0,0,0,0,54
10847.0,80,0,0,0,0,80
10848.0,96,6,0,0,6,102
10849.0,107,0,0,0,0,107
10850.0,88,0,0,0,0,88
10851.0,98,0,0,0,0,98
10852.0,117,0,0,0,0,117
10853.0,228,0,0,0,0,228
10854.0,31,0,0,0,0,31
10856.0,224,0,0,0,0,224
10857.0,174,0,0,0,0,174
10858.0,60,0,0,0,0,60
10859.0,83,0,0,0,0,83
10860.0,45,0,0,0,0,45
10861.0,36,0,0,0,0,36
10863.0,678,56,0,0,56,734
10864.0,19,0,0,0,0,19
10865.0,52,0,0,0,0,52
10866.0,49,0,0,0,0,49
10867.0,57,0,0,0,0,57
10868.0,33,0,0,0,0,33
10871.0,256,19,0,0,19,275
10873.0,54,0,0,0,0,54
10874.0,161,0,0,0,0,161
10876.0,53,0,0,0,0,53
10877.0,109,0,0,0,0,109
10878.0,48,0,0,0,0,48
10879.0,79,0,0,0,0,79
10881.0,76,5,0,0,5,81
10882.0,62,0,0,0,0,62
10883.0,98,0,0,0,0,98
10884.0,137,0,0,0,0,137
10885.0,0,0,0,0,0,0
10886.0,64,0,0,0,0,64
10887.0,151,0,0,0,0,151
10889.0,106,0,0,0,0,106
10890.0,56,0,0,0,0,56
10891.0,62,0,0,0,0,62
10892.0,150,0,0,0,0,150
10893.0,100,0,0,0,0,100
10894.0,94,0,0,0,0,94
10895.0,211,0,0,0,0,211
10896.0,169,0,0,0,0,169
10897.0,65,0,0,0,0,65
10898.0,60,0,0,0,0,60
10899.0,81,11,0,0,11,92
10900.0,61,10,0,0,10,71
10901.0,84,11,0,0,11,95
10902.0,92,0,0,0,0,92
10904.0,177,0,0,0,0,177
10906.0,147,0,0,0,0,147
10907.0,78,1,0,0,1,79
10908.0,120,0,0,0,0,120
10909.0,128,0,0,0,0,128
10910.0,98,0,0,0,0,98
10911.0,111,14,0,0,14,125
10912.0,118,0,0,0,0,118
10913.0,55,0,0,0,0,55
10914.0,76,0,0,0,0,76
10915.0,67,0,0,0,0,67
10916.0,42,0,0,0,0,42
10917.0,36,0,0,0,0,36
10920.0,0,0,0,0,0,0
10922.0,30,15,0,0,15,45
10924.0,63,0,0,0,0,63
10925.0,73,0,0,0,0,73
10927.0,238,0,0,0,0,238
10929.0,69,0,0,0,0,69
10930.0,137,0,0,0,0,137
10933.0,33,0,0,0,0,33
10934.0,26,0,0,0,0,26
10936.0,45,0,0,0,0,45
10937.0,92,0,0,0,0,92
10938.0,47,0,0,0,0,47
10939.0,44,0,0,0,0,44
10940.0,40,0,0,0,0,40
10941.0,59,0,0,0,0,59
10944.0,31,12,0,0,12,43
10947.0,132,0,0,0,0,132
10948.0,337,0,0,0,0,337
10950.0,315,0,0,0,0,315
10951.0,290,0,0,0,0,290
10955.0,58,0,0,0,0,58
10956.0,62,0,0,0,0,62
10957.0,37,0,0,0,0,37
10958.0,64,0,0,0,0,64
10959.0,125,678,0,609,69,803
10961.0,111,0,0,0,0,111
10962.0,118,0,0,0,0,118
10964.0,46,10,0,0,10,56
10965.0,102,19,0,0,19,121
10966.0,245,0,0,0,0,245
10967.0,87,0,0,0,0,87
10970.0,54,0,0,0,0,54
10972.0,1,56,0,0,56,57
10975.0,98,29,0,0,29,127
10976.0,80,0,0,0,0,80
10977.0,59,0,0,0,0,59
10978.0,54,0,0,0,0,54
10982.0,64,0,0,0,0,64
10983.0,56,0,0,0,0,56
10984.0,75,0,0,0,0,75
10985.0,116,0,0,0,0,116
10986.0,93,0,0,0,0,93
10989.0,132,0,0,0,0,132
10990.0,116,0,0,0,0,116
10991.0,171,0,0,0,0,171
10992.0,128,0,0,0,0,128
10993.0,155,18,0,0,18,173
10994.0,112,0,0,0,0,112
10995.0,117,0,0,0,0,117
10996.0,284,36,0,36,0,320
10997.0,110,0,0,0,0,110
10999.0,93,0,0,0,0,93
11001.0,109,0,0,0,0,109
11002.0,20,0,0,0,0,20
11004.0,96,0,0,0,0,96
11005.0,91,0,0,0,0,91
11006.0,98,0,0,0,0,98
11008.0,191,0,0,0,0,191
11011.0,0,0,0,0,0,0
11013.0,0,0,0,0,0,0
11014.0,0,0,0,0,0,0
11015.0,36,0,0,0,0,36
11018.0,58,5,0,0,5,63
11021.0,89,0,0,0,0,89
11026.0,457,32,0,32,0,489
11027.0,90,0,0,0,0,90
11028.0,98,0,0,0,0,98
11031.0,0,0,0,0,0,0
11033.0,1,12,0,0,12,13
11038.0,0,0,0,0,0,0
11039.0,93,0,0,0,0,93
11041.0,43,0,0,0,0,43
11042.0,54,0,0,0,0,54
11044.0,53,2,0,0,2,55
11046.0,101,0,0,0,0,101
11051.0,76,7,0,0,7,83
11055.0,85,0,0,0,0,85
11056.0,69,7,0,0,7,76
11059.0,124,0,0,0,0,124
11060.0,69,0,0,0,0,69
11062.0,79,0,0,0,0,79
11063.0,108,9,0,0,9,117
11064.0,127,0,0,0,0,127
11065.0,8,89,0,89,0,97
11067.0,146,0,0,0,0,146
11068.0,128,0,0,0,0,128
11071.0,883,29,0,0,29,912
11073.0,233,0,0,0,0,233
11074.0,0,0,0,0,0,0
11075.0,288,0,0,0,0,288
11079.0,153,0,0,0,0,153
11080.0,85,0,0,0,0,85
11081.0,92,0,0,0,0,92
11082.0,116,24,0,0,24,140
11083.0,197,0,0,0,0,197
11085.0,97,0,0,0,0,97
11086.0,0,9,0,0,9,9
11087.0,81,0,0,0,0,81
11090.0,249,0,0,0,0,249
11092.0,147,0,0,0,0,147
11093.0,401,0,0,0,0,401
11094.0,102,0,0,0,0,102
11095.0,157,0,0,0,0,157
11096.0,82,0,0,0,0,82
11097.0,74,0,0,0,0,74
11098.0,72,0,0,0,0,72
11099.0,66,0,0,0,0,66
11100.0,73,0,0,0,0,73
11101.0,61,0,0,0,0,61
11102.0,79,0,0,0,0,79
11103.0,101,0,0,0,0,101
11104.0,79,0,0,0,0,79
11106.0,45,0,0,0,0,45
11107.0,58,0,0,0,0,58
11108.0,91,0,0,0,0,91
11109.0,65,0,0,0,0,65
11118.0,174,0,0,0,0,174
11120.0,63,0,0,0,0,63
11121.0,240,0,0,0,0,240
11122.0,269,0,0,0,0,269
11125.0,155,0,0,0,0,155
11127.0,119,0,0,0,0,119
11128.0,0,0,0,0,0,0
11129.0,0,3,0,0,3,3
11130.0,0,2,0,0,2,2
11132.0,222,0,0,0,0,222
11133.0,47,0,0,0,0,47
11134.0,132,0,0,0,0,132
11135.0,157,0,0,0,0,157
11136.0,73,0,0,0,0,73
11138.0,103,0,0,0,0,103
11139.0,265,0,0,0,0,265
11145.0,30,0,0,0,0,30
11146.0,47,0,0,0,0,47
11147.0,25,0,0,0,0,25
11148.0,55,0,0,0,0,55
11149.0,1,6,0,0,6,7
11150.0,168,0,0,0,0,168
11151.0,264,0,0,0,0,264
11152.0,182,0,0,0,0,182
11153.0,215,0,0,0,0,215
11154.0,120,0,0,0,0,120
11155.0,130,0,0,0,0,130
11156.0,175,0,0,0,0,175
11157.0,87,0,0,0,0,87
11159.0,91,0,0,0,0,91
11160.0,171,0,0,0,0,171
11162.0,87,0,0,0,0,87
11163.0,56,0,0,0,0,56
11164.0,67,0,0,0,0,67
11165.0,66,0,0,0,0,66
11166.0,100,0,0,0,0,100
11167.0,56,0,0,0,0,56
11168.0,84,6,0,0,6,90
11169.0,107,0,0,0,0,107
11171.0,99,0,0,0,0,99
11172.0,410,0,0,0,0,410
11173.0,127,0,0,0,0,127
11174.0,90,2,0,0,2,92
11175.0,83,0,0,0,0,83
11176.0,65,0,0,0,0,65
11177.0,76,0,0,0,0,76
11178.0,61,0,0,0,0,61
11179.0,65,0,0,0,0,65
11180.0,55,0,0,0,0,55
11181.0,63,0,0,0,0,63
11182.0,64,0,0,0,0,64
11183.0,65,0,0,0,0,65
11184.0,0,0,0,0,0,0
11186.0,88,0,0,0,0,88
11190.0,88,0,0,0,0,88
11191.0,126,0,0,0,0,126
11192.0,123,0,0,0,0,123
11195.0,121,5,0,0,5,126
11196.0,98,0,0,0,0,98
11198.0,65,0,0,0,0,65
11199.0,84,0,0,0,0,84
11200.0,169,0,0,0,0,169
11201.0,60,0,0,0,0,60
11203.0,65,0,0,0,0,65
11204.0,62,0,0,0,0,62
11205.0,57,14,0,0,14,71
11206.0,0,0,0,0,0,0
11207.0,76,0,0,0,0,76
11208.0,60,0,0,0,0,60
11210.0,80,0,0,0,0,80
11211.0,71,0,0,0,0,71
11213.0,550,0,0,0,0,550
11216.0,107,0,0,0,0,107
11221.0,51,0,0,0,0,51
11222.0,61,0,0,0,0,61
11223.0,73,0,0,0,0,73
11224.0,22,0,0,0,0,22
11225.0,44,0,0,0,0,44
11226.0,0,0,0,0,0,0
11228.0,2,0,0,0,0,2
11229.0,34,0,0,0,0,34
11230.0,29,0,0,0,0,29
11231.0,29,0,0,0,0,29
11232.0,16,0,0,0,0,16
11234.0,44,0,0,0,0,44
11236.0,83,0,0,0,0,83
11237.0,75,0,0,0,0,75
11238.0,106,0,0,0,0,106
11239.0,23,0,0,0,0,23
11240.0,61,0,0,0,0,61
11241.0,59,0,0,0,0,59
11242.0,71,0,0,0,0,71
11243.0,60,0,0,0,0,60
11245.0,206,0,0,0,0,206
11250.0,40,16,0,0,16,56
11251.0,91,0,0,0,0,91
11257.0,18,2,0,0,2,20
11259.0,216,5,0,0,5,221
11260.0,220,0,0,0,0,220
11261.0,327,0,0,0,0,327
11263.0,169,0,0,0,0,169
11264.0,110,0,0,0,0,110
11267.0,66,0,0,0,0,66
11268.0,100,0,0,0,0,100
11269.0,73,0,0,0,0,73
11270.0,18,0,0,0,0,18
11274.0,50,0,0,0,0,50
11280.0,24,0,0,0,0,24
11283.0,243,0,0,0,0,243
11284.0,65,0,0,0,0,65
11287.0,64,0,0,0,0,64
11293.0,78,0,0,0,0,78
11294.0,30,0,0,0,0,30
11297.0,32,0,0,0,0,32
11298.0,4,0,0,0,0,4
11299.0,20,0,0,0,0,20
11300.0,63,0,0,0,0,63
11301.0,97,0,0,0,0,97
11302.0,34,0,0,0,0,34
11303.0,69,0,0,0,0,69
11304.0,46,0,0,0,0,46
11306.0,92,0,0,0,0,92
11307.0,85,0,0,0,0,85
11309.0,120,0,0,0,0,120
11312.0,101,0,0,0,0,101
11315.0,21,0,0,0,0,21
11316.0,56,8,0,0,8,64
11319.0,106,0,0,0,0,106
11323.0,179,0,0,0,0,179
11324.0,193,80,0,0,80,273
11326.0,310,0,0,0,0,310
11328.0,457,0,0,0,0,457
11329.0,491,81,0,79,2,572
11330.0,195,54,0,0,54,249
11332.0,1098,0,0,0,0,1098
11333.0,177,0,0,0,0,177
11335.0,114,32,0,0,32,146
11337.0,157,77,0,0,77,234
