MAZ,num_hh,hh_size_1,hh_size_2,hh_size_3,hh_size_4_plus
316554,61,7,16,15,23
316555,140,22,34,24,60
316561,0,0,0,0,0
316562,0,0,0,0,0
316567,0,0,0,0,0
316570,1,0,1,0,0
316571,103,10,30,23,40
316578,0,0,0,0,0
316580,0,0,0,0,0
316586,75,8,8,13,46
316588,87,20,19,16,32
316589,0,0,0,0,0
316590,257,74,67,49,67
316592,26,7,7,7,5
316593,38,8,15,7,8
316594,50,12,20,8,10
316596,49,14,19,3,13
316609,122,16,27,25,54
316610,41,10,9,8,14
316618,37,6,5,9,17
316622,180,45,52,36,47
316625,48,3,11,8,26
316633,49,4,23,8,14
316635,53,0,11,9,33
316639,31,3,9,3,16
316640,132,26,44,32,30
316643,71,12,21,13,25
316644,35,3,12,9,11
316645,50,8,11,17,14
316650,35,5,4,5,21
316651,2,0,1,0,1
316655,0,0,0,0,0
316657,49,3,4,10,32
316659,40,25,13,2,0
316660,69,31,18,10,10
316661,68,23,16,8,21
316663,1,1,0,0,0
316664,52,22,20,6,4
316665,75,20,25,15,15
316666,42,24,6,5,7
316667,127,48,24,21,34
316668,22,13,5,2,2
316671,0,0,0,0,0
316673,3,0,0,0,3
316674,0,0,0,0,0
316676,97,73,22,2,0
316677,58,45,10,2,1
316678,0,0,0,0,0
316679,33,5,7,9,12
316680,447,277,123,26,21
316681,12,5,6,1,0
316682,23,6,8,5,4
316684,57,19,23,10,5
316685,4,3,0,1,0
316686,77,29,34,11,3
316688,24,8,13,1,2
316692,100,22,17,22,39
316693,38,7,9,9,13
316695,59,20,15,8,16
316701,5,3,2,0,0
316702,12,3,4,1,4
316709,71,29,15,10,17
316710,16,9,4,2,1
316712,23,7,11,3,2
316713,100,27,29,17,27
316716,0,0,0,0,0
316721,28,6,12,5,5
316722,104,32,34,19,19
316723,60,14,25,11,10
316724,47,18,17,6,6
316729,37,12,17,2,6
316733,32,7,9,5,11
316735,504,83,113,110,198
316736,38,4,12,8,14
316747,0,0,0,0,0
316750,0,0,0,0,0
316762,0,0,0,0,0
316766,0,0,0,0,0
316767,0,0,0,0,0
316768,50,5,14,9,22
316771,32,7,2,8,15
316772,39,10,9,5,15
316775,227,53,70,37,67
316778,143,41,54,18,30
316779,0,0,0,0,0
316781,113,20,36,20,37
316789,10,1,1,0,8
316791,0,0,0,0,0
316799,84,5,39,14,26
316804,54,6,10,9,29
316809,1,0,0,0,1
316810,2,0,1,0,1
316826,52,13,18,4,17
316829,8,1,3,1,3
316832,64,11,22,12,19
316834,52,17,16,4,15
316835,78,27,21,19,11
316838,39,13,5,9,12
316840,32,9,11,6,6
316846,71,11,21,9,30
316848,0,0,0,0,0
316849,51,18,17,5,11
316850,33,13,12,3,5
316851,54,13,17,16,8
316853,59,12,23,14,10
316854,0,0,0,0,0
316857,88,11,17,15,45
316858,14,3,1,2,8
316864,120,34,25,20,41
316865,0,0,0,0,0
316868,24,3,8,4,9
316869,22,4,3,7,8
316871,109,35,18,19,37
316876,0,0,0,0,0
316880,15,4,7,2,2
316885,171,57,55,28,31
316893,73,28,17,14,14
316894,70,33,30,5,2
316903,60,24,16,9,11
316905,77,36,22,8,11
316907,42,10,13,7,12
316909,43,4,13,6,20
316912,34,12,14,5,3
316913,0,0,0,0,0
316914,21,6,9,3,3
316915,37,7,13,3,14
316916,31,13,5,7,6
316918,85,16,15,9,45
316921,74,30,32,8,4
316925,55,20,15,11,9
316928,16,6,5,4,1
316930,27,5,5,6,11
316932,78,8,15,17,38
316937,362,177,131,41,13
316945,149,81,48,8,12
316948,65,26,22,9,8
316951,0,0,0,0,0
316952,36,7,2,5,22
316954,0,0,0,0,0
316957,65,11,13,7,34
316961,5,0,2,0,3
316963,62,16,15,10,21
316971,14,10,2,0,2
316972,79,29,31,13,6
316974,36,23,1,4,8
316975,39,8,15,10,6
316976,37,6,12,7,12
316977,0,0,0,0,0
316980,17,1,5,5,6
316983,92,15,32,21,24
317001,20,3,4,3,10
317002,59,20,13,10,16
317003,29,7,14,6,2
317005,31,3,4,3,21
317008,79,14,26,19,20
317010,80,24,12,7,37
317011,0,0,0,0,0
317014,119,83,20,5,11
317025,62,7,12,12,31
317026,138,13,37,27,61
317034,52,17,11,13,11
317035,39,13,11,8,7
317036,45,13,10,11,11
317037,32,6,13,7,6
317038,31,9,11,7,4
317039,48,17,17,5,9
317040,61,20,19,9,13
317041,69,17,20,13,19
317043,60,11,17,14,18
317044,55,9,21,12,13
317045,31,5,14,8,4
317047,58,12,17,16,13
317049,25,2,8,5,10
317054,133,26,33,28,46
317055,15,1,2,4,8
317056,0,0,0,0,0
317057,36,12,8,7,9
317058,27,6,0,1,20
317059,40,5,12,8,15
317063,26,5,6,7,8
317065,36,6,8,8,14
317068,29,1,8,7,13
317073,128,21,32,22,53
317075,180,27,33,35,85
317080,117,39,32,21,25
317086,38,7,6,5,20
317087,38,7,10,9,12
317088,48,9,15,10,14
317090,102,15,32,14,41
317092,45,6,17,7,15
317093,25,5,7,4,9
317094,50,5,7,8,30
317095,59,16,20,9,14
317097,82,10,20,19,33
317098,36,4,10,10,12
317101,45,7,12,5,21
317102,14,2,6,4,2
317103,91,25,39,8,19
317105,64,3,14,22,25
317107,35,4,6,2,23
317115,3,1,1,1,0
317116,39,18,8,8,5
317119,55,14,13,11,17
317120,76,29,24,6,17
317121,25,6,6,2,11
317122,81,13,17,20,31
317124,42,10,5,7,20
317131,0,0,0,0,0
317137,58,2,8,12,36
317144,25,5,12,1,7
317146,68,8,27,14,19
317147,0,0,0,0,0
317149,32,7,12,8,5
317151,50,5,13,9,23
317152,40,5,13,11,11
317154,25,4,11,3,7
317156,27,4,7,7,9
317158,12,1,7,1,3
317162,55,19,13,11,12
317165,130,3,46,22,59
317166,68,6,20,15,27
317169,69,16,28,9,16
317170,31,9,7,3,12
317178,7,0,5,0,2
317183,6,2,2,0,2
317189,52,14,12,11,15
317192,18,4,3,2,9
317194,0,0,0,0,0
317197,0,0,0,0,0
317198,0,0,0,0,0
317200,93,33,27,15,18
317202,69,15,28,14,12
317203,32,3,6,7,16
317205,75,30,22,6,17
317206,290,89,76,48,77
317210,29,6,12,8,3
317212,56,12,22,11,11
317214,45,13,13,6,13
317215,25,4,9,3,9
317217,52,11,20,10,11
317223,95,41,33,11,10
317226,47,19,11,6,11
317228,15,6,4,1,4
317233,40,8,18,6,8
317235,0,0,0,0,0
317237,232,78,79,39,36
317238,47,14,12,8,13
317239,79,39,24,9,7
317240,58,17,23,11,7
317241,110,36,38,18,18
317242,0,0,0,0,0
317243,29,20,6,1,2
317244,36,11,9,5,11
317245,52,41,11,0,0
317246,57,15,23,11,8
317249,34,7,15,5,7
317250,38,9,9,9,11
317255,11,6,4,0,1
317256,41,14,15,7,5
317257,55,15,20,12,8
317259,129,81,34,9,5
317266,41,3,12,6,20
317269,28,2,7,6,13
317270,99,32,30,20,17
317271,26,2,6,4,14
317272,50,3,9,10,28
317273,85,9,19,22,35
317275,75,9,14,12,40
317277,46,2,9,7,28
317280,275,68,78,70,59
317283,61,4,10,15,32
317285,37,7,9,4,17
317286,0,0,0,0,0
317287,0,0,0,0,0
317288,17,0,2,3,12
317293,23,4,9,6,4
317299,164,58,47,28,31
317302,108,18,41,16,33
317303,97,10,25,22,40
317308,0,0,0,0,0
317309,215,25,27,32,131
317311,37,3,9,10,15
317312,42,5,7,8,22
317316,88,31,22,14,21
317318,4,4,0,0,0
317321,394,109,123,76,86
317323,21,1,8,2,10
317325,55,17,19,8,11
317327,76,29,21,8,18
317331,8,4,1,1,2
317334,0,0,0,0,0
317335,23,7,9,3,4
317341,0,0,0,0,0
317343,24,2,4,3,15
317344,57,5,12,15,25
317346,222,52,78,35,57
317347,45,8,9,10,18
317348,47,6,14,12,15
317357,183,52,68,27,36
317358,45,5,22,10,8
317360,26,6,7,6,7
317361,72,18,20,14,20
317362,29,9,11,5,4
317363,62,22,16,13,11
317365,12,0,0,0,12
317366,24,3,6,4,11
317369,30,14,14,2,0
317371,29,5,5,5,14
317372,32,5,3,2,22
317373,0,0,0,0,0
317374,0,0,0,0,0
317378,106,13,22,19,52
317379,32,13,6,6,7
317380,47,3,8,8,28
317381,23,8,8,4,3
317382,59,16,21,13,9
317383,59,27,15,8,9
317386,89,14,37,17,21
317388,134,29,57,25,23
317395,9,7,2,0,0
317398,69,14,26,12,17
317400,0,0,0,0,0
317402,0,0,0,0,0
317403,365,132,146,46,41
317416,16,4,12,0,0
317418,0,0,0,0,0
317419,1,0,0,1,0
317420,21,7,8,5,1
317421,14,5,5,2,2
317428,18,4,9,3,2
317437,38,18,17,3,0
317438,94,4,26,23,41
317440,20,1,4,5,10
317441,36,2,11,8,15
317443,34,5,5,6,18
317445,7,0,4,1,2
317446,0,0,0,0,0
317449,62,4,20,14,24
317451,297,72,118,74,33
317452,39,2,16,7,14
317455,24,5,3,7,9
317456,0,0,0,0,0
317457,84,8,21,16,39
317462,45,7,13,10,15
317464,46,5,8,12,21
317467,56,18,16,4,18
317475,8,3,2,0,3
317484,110,10,35,16,49
317488,4,0,2,0,2
317490,213,25,52,41,95
317491,64,11,13,10,30
317492,22,5,10,2,5
317494,22,6,9,2,5
317500,0,0,0,0,0
317501,22,6,9,3,4
317503,46,10,16,7,13
317510,1,1,0,0,0
317516,135,19,34,39,43
317525,8,0,5,0,3
317526,30,2,17,6,5
317527,47,8,28,3,8
317529,26,9,8,4,5
317531,66,29,26,3,8
317535,30,4,14,9,3
317539,208,46,48,42,72
317541,47,7,11,10,19
317544,27,12,8,2,5
317546,44,21,13,3,7
317557,176,70,64,21,21
317559,60,15,12,10,23
317566,30,7,12,6,5
317568,73,18,23,10,22
317569,13,1,2,1,9
317570,0,0,0,0,0
317574,0,0,0,0,0
317576,150,27,45,25,53
317578,61,11,12,17,21
317580,66,19,10,16,21
317585,160,45,51,18,46
317587,0,0,0,0,0
317588,0,0,0,0,0
317591,46,21,17,7,1
317593,21,1,3,0,17
317595,16,5,6,2,3
317600,217,85,92,18,22
317604,17,6,4,1,6
317610,21,4,7,5,5
317611,44,22,11,8,3
317618,241,64,99,36,42
317619,55,9,21,12,13
317625,19,1,8,3,7
317630,38,13,18,2,5
317632,88,41,22,9,16
317634,33,6,16,4,7
317635,57,19,19,6,13
317637,48,12,20,9,7
317642,82,25,25,16,16
317644,37,9,14,10,4
317647,62,17,19,9,17
317648,156,61,45,28,22
317650,9,5,2,1,1
317652,35,9,8,7,11
317653,26,7,3,9,7
317658,104,50,27,16,11
317662,35,7,11,8,9
317664,33,7,10,11,5
317665,33,12,10,3,8
317667,122,25,60,23,14
317668,70,17,28,12,13
317674,39,14,9,7,9
317676,45,17,10,11,7
317677,43,5,20,12,6
317679,79,13,37,7,22
317680,48,8,24,11,5
317683,2,1,1,0,0
317685,57,19,20,11,7
317687,35,16,15,3,1
317688,48,12,17,11,8
317689,21,6,6,6,3
317691,38,15,13,6,4
317694,24,9,10,4,1
317695,3,0,0,1,2
317696,0,0,0,0,0
317698,59,13,17,10,19
317702,48,9,26,2,11
317705,38,9,8,10,11
317706,69,40,16,6,7
317707,35,23,5,4,3
317711,38,4,13,12,9
317716,38,5,19,6,8
317717,167,70,66,19,12
317718,97,28,32,24,13
317719,61,11,16,14,20
317726,76,19,19,13,25
317731,55,33,17,4,1
317741,61,26,15,11,9
317742,76,40,30,5,1
317744,31,9,6,6,10
317747,34,6,14,6,8
317748,62,24,16,16,6
317749,57,7,28,11,11
317751,63,14,20,13,16
317752,25,4,11,4,6
317753,34,9,10,5,10
317754,68,15,33,12,8
317755,61,14,26,10,11
317757,33,4,19,3,7
317758,58,13,20,14,11
317759,68,13,31,10,14
317760,46,11,17,7,11
317761,175,3,30,33,109
317767,750,210,211,158,171
317769,0,0,0,0,0
317771,24,3,14,3,4
317772,78,11,21,23,23
317773,85,11,26,19,29
317774,340,85,102,92,61
317775,82,5,10,13,54
317779,17,1,4,5,7
317780,35,2,4,10,19
317782,71,9,9,20,33
317784,60,16,16,16,12
317787,81,6,13,20,42
317791,11,6,1,1,3
317792,56,5,9,4,38
317793,34,2,12,5,15
317797,45,7,10,9,19
317798,366,170,120,37,39
317801,0,0,0,0,0
317802,27,3,6,6,12
317803,68,10,20,14,24
317806,76,26,25,14,11
317809,80,18,31,14,17
317811,60,17,15,7,21
317812,138,59,30,28,21
317817,72,22,26,6,18
317818,33,17,16,0,0
317821,123,18,30,28,47
317822,143,7,22,21,93
317823,0,0,0,0,0
317836,45,9,9,11,16
317839,16,3,7,3,3
317841,0,0,0,0,0
317843,1,0,1,0,0
317850,51,8,21,6,16
317855,34,10,12,7,5
317856,51,3,20,12,16
317860,76,16,36,10,14
317863,116,9,50,21,36
317874,44,13,17,6,8
317878,12,3,3,2,4
317879,114,57,42,14,1
317880,193,108,60,19,6
317883,54,12,19,11,12
317884,233,115,79,25,14
317885,96,49,34,10,3
317888,263,132,75,32,24
317889,92,27,19,19,27
317893,27,7,12,3,5
317894,34,6,7,6,15
317897,44,6,9,7,22
317899,58,11,10,10,27
317901,101,14,21,17,49
317902,42,14,12,9,7
317905,25,6,3,1,15
317907,23,8,3,3,9
317908,0,0,0,0,0
317911,32,12,10,6,4
317912,103,36,43,18,6
317913,76,39,23,5,9
317914,97,57,32,5,3
317917,29,6,12,2,9
317920,31,6,5,8,12
317928,70,8,13,15,34
317930,0,0,0,0,0
317933,0,0,0,0,0
317934,77,37,20,7,13
317935,112,23,31,18,40
317937,39,15,23,1,0
317942,51,15,21,9,6
317944,71,31,20,11,9
317946,42,8,15,9,10
317947,88,27,34,19,8
317948,62,30,16,7,9
317949,48,18,18,6,6
317950,77,24,25,14,14
317951,78,27,27,11,13
317953,334,188,104,29,13
317955,62,20,20,15,7
317956,56,27,17,6,6
317958,58,21,16,12,9
317959,68,24,28,9,7
317962,0,0,0,0,0
317965,42,5,11,7,19
317969,19,1,3,8,7
317974,110,5,24,28,53
317976,27,1,9,6,11
317979,0,0,0,0,0
317984,48,6,5,12,25
317985,0,0,0,0,0
317987,275,102,108,44,21
317994,53,6,13,7,27
317996,141,9,32,41,59
317997,37,5,8,5,19
317998,146,41,52,20,33
317999,28,2,4,7,15
318000,28,4,6,3,15
318001,27,2,2,2,21
318004,52,6,24,11,11
318005,10,4,1,1,4
318009,34,3,3,6,22
318016,0,0,0,0,0
318019,71,40,24,6,1
318023,49,8,11,8,22
318024,0,0,0,0,0
318034,28,11,12,3,2
318035,26,0,8,5,13
318036,30,6,12,6,6
318044,37,12,10,9,6
318065,0,0,0,0,0
318079,26,4,11,4,7
318080,66,16,25,10,15
318081,72,17,35,12,8
318082,129,29,54,15,31
318085,59,14,15,10,20
318088,31,7,9,3,12
318089,21,5,10,3,3
318091,44,8,16,7,13
318096,49,16,15,5,13
318097,62,12,29,11,10
318099,76,24,21,15,16
318100,25,9,5,5,6
318103,279,50,60,49,120
318108,55,10,24,12,9
318111,46,14,20,4,8
318113,50,7,12,11,20
318114,43,18,6,4,15
318116,74,8,20,22,24
318120,14,3,3,1,7
318126,32,17,12,1,2
318127,200,129,37,21,13
318128,44,7,6,5,26
318129,75,42,25,6,2
318130,226,35,82,43,66
318145,161,38,51,24,48
318148,41,23,9,3,6
318150,0,0,0,0,0
318151,0,0,0,0,0
318155,61,10,28,14,9
318158,48,14,21,8,5
318163,42,12,9,7,14
318166,404,126,126,66,86
318167,133,12,43,32,46
318168,41,6,15,5,15
318169,47,7,19,9,12
318170,99,16,15,17,51
318177,33,5,11,5,12
318178,35,3,7,6,19
318180,130,14,21,33,62
318182,551,109,187,152,103
318184,44,10,11,8,15
318191,49,7,9,12,21
318193,83,6,23,14,40
318199,177,56,68,22,31
318202,25,4,9,1,11
318203,45,6,15,6,18
318205,135,41,32,17,45
318208,36,11,10,6,9
318210,25,6,5,6,8
318212,111,38,29,20,24
318213,57,8,19,9,21
318217,38,8,12,10,8
318218,34,7,8,10,9
318220,40,5,13,6,16
318221,44,7,9,8,20
318224,64,5,12,8,39
318228,0,0,0,0,0
318238,310,121,99,45,45
318241,224,13,101,37,73
318242,164,10,61,26,67
318253,85,13,31,19,22
318254,182,118,55,5,4
318255,463,295,109,39,20
318256,246,140,80,18,8
318257,59,19,22,9,9
318258,168,100,49,14,5
318260,44,21,23,0,0
318261,83,49,23,6,5
318262,3,1,2,0,0
318263,0,0,0,0,0
318264,241,137,82,16,6
318265,0,0,0,0,0
318267,112,35,25,20,32
318269,301,100,80,63,58
318273,64,6,13,16,29
318276,0,0,0,0,0
318280,75,13,33,13,16
318282,71,23,24,10,14
318288,356,150,121,45,40
318291,87,74,12,1,0
318292,304,140,92,38,34
318295,25,4,6,7,8
318296,27,7,7,3,10
318300,36,12,12,4,8
318301,44,6,17,9,12
318304,35,12,12,4,7
318306,64,23,21,6,14
318320,79,17,27,15,20
318322,23,6,7,5,5
318339,58,13,18,8,19
318340,48,12,16,11,9
318341,46,13,13,8,12
318342,25,8,8,6,3
318345,73,31,22,12,8
318346,85,50,15,3,17
318352,65,23,21,8,13
318355,45,11,25,3,6
318357,0,0,0,0,0
318358,0,0,0,0,0
318359,4,2,0,2,0
318360,12,4,6,2,0
318362,62,14,17,17,14
318365,33,16,8,4,5
318366,27,12,6,4,5
318367,30,7,10,7,6
318369,41,17,8,7,9
318371,0,0,0,0,0
318374,45,13,13,13,6
318375,0,0,0,0,0
318377,67,31,22,11,3
318378,33,7,16,4,6
318380,40,11,10,6,13
318381,54,22,21,3,8
318382,36,11,10,7,8
318383,80,39,25,8,8
318390,114,55,40,11,8
318394,0,0,0,0,0
318399,0,0,0,0,0
318403,51,8,10,10,23
318405,46,6,9,9,22
318406,25,3,6,9,7
318407,29,4,8,3,14
318408,45,2,9,11,23
318409,56,5,14,12,25
318410,35,3,7,9,16
318413,23,2,9,5,7
318414,32,5,5,10,12
318416,29,3,11,7,8
318418,184,15,62,41,66
318419,30,5,6,6,13
318420,26,3,11,6,6
318421,4,1,2,1,0
318422,50,2,8,10,30
318425,60,14,20,9,17
318426,35,6,12,8,9
318427,31,5,6,11,9
318428,69,6,30,12,21
318430,34,5,9,5,15
318431,33,1,7,8,17
318434,23,14,5,1,3
318435,37,4,11,8,14
318438,16,10,6,0,0
318440,73,13,18,18,24
318444,63,9,16,8,30
318448,62,4,13,9,36
318451,281,68,76,54,83
318454,68,5,19,11,33
318457,78,13,15,24,26
318464,32,2,7,8,15
318465,11,3,1,3,4
318470,38,5,8,7,18
318472,21,3,6,8,4
318473,32,1,9,7,15
318476,84,30,20,14,20
318480,349,133,148,53,15
318491,63,18,24,10,11
318495,9,6,2,0,1
318498,0,0,0,0,0
318499,8,1,2,2,3
318503,6,1,3,1,1
318505,3,1,2,0,0
318506,12,1,3,5,3
318508,109,32,32,18,27
318510,59,21,9,14,15
318513,102,13,29,20,40
318514,124,13,36,31,44
318515,46,9,14,8,15
318517,135,9,33,22,71
318519,98,20,33,13,32
318520,28,5,7,6,10
318521,26,6,4,7,9
318522,32,3,18,4,7
318523,31,4,8,5,14
318525,165,16,41,51,57
318531,0,0,0,0,0
318533,62,13,21,10,18
318536,18,3,2,5,8
318545,59,9,24,10,16
318547,256,65,93,34,64
318548,41,14,12,8,7
318552,66,16,20,13,17
318558,19,2,5,4,8
318560,31,2,7,0,22
318561,45,9,5,13,18
318567,124,17,32,22,53
318573,41,7,15,7,12
318575,0,0,0,0,0
318581,109,20,37,13,39
318584,40,2,3,9,26
318586,105,9,33,20,43
318588,115,56,30,10,19
318591,31,6,8,9,8
318594,0,0,0,0,0
318596,1,0,1,0,0
318599,46,7,20,6,13
318602,45,24,13,6,2
318604,49,9,11,11,18
318606,190,33,46,37,74
318608,25,7,9,2,7
318609,39,9,16,6,8
318611,293,51,110,55,77
318615,51,4,11,8,28
318618,65,13,26,12,14
318620,7,0,1,2,4
318622,55,10,18,7,20
318631,0,0,0,0,0
318636,16,3,8,2,3
318642,2,0,0,1,1
318644,0,0,0,0,0
318645,60,9,9,11,31
318647,24,9,9,6,0
318648,24,6,10,4,4
318649,35,8,6,5,16
318650,29,9,9,3,8
318652,10,5,4,0,1
318653,7,3,3,0,1
318655,5,2,1,0,2
318656,58,20,20,12,6
318657,49,12,18,5,14
318658,38,9,11,9,9
318659,81,20,24,12,25
318662,65,14,27,13,11
318664,118,70,34,9,5
318665,79,29,20,17,13
318666,32,9,2,4,17
318671,42,12,16,6,8
318674,101,46,31,13,11
318676,77,44,25,6,2
318677,38,11,11,3,13
318678,96,32,39,19,6
318679,22,4,9,5,4
318680,72,12,24,14,22
318683,86,22,34,14,16
318684,27,7,9,6,5
318685,58,8,24,13,13
318686,168,64,67,11,26
318687,69,11,26,11,21
318690,0,0,0,0,0
318691,0,0,0,0,0
318694,44,15,17,6,6
318696,56,11,22,16,7
318700,121,61,42,11,7
318702,10,6,3,0,1
318703,0,0,0,0,0
318712,54,18,18,10,8
318714,153,79,34,16,24
318715,80,30,23,13,14
318716,36,12,12,4,8
318717,33,12,11,1,9
318725,45,10,18,9,8
318726,67,22,23,11,11
318727,76,31,22,13,10
318728,55,12,17,11,15
318734,0,0,0,0,0
318738,19,0,5,6,8
318740,30,2,5,10,13
318742,54,2,14,10,28
318752,0,0,0,0,0
318753,17,2,7,4,4
318756,58,4,10,18,26
318760,58,2,21,15,20
318761,8,1,1,3,3
318762,40,4,17,7,12
318764,28,5,2,4,17
318765,4,1,1,0,2
318767,41,8,18,3,12
318769,59,9,23,13,14
318770,34,11,11,7,5
318774,31,3,7,6,15
318784,27,4,10,4,9
318787,67,7,16,22,22
318788,0,0,0,0,0
318789,128,36,52,21,19
318790,16,1,5,3,7
318792,0,0,0,0,0
318800,104,50,19,15,20
318801,57,17,13,11,16
318804,499,154,76,86,183
318806,114,26,30,23,35
318807,105,29,17,26,33
318809,1,0,0,0,1
318813,119,74,27,8,10
318823,0,0,0,0,0
318842,0,0,0,0,0
318845,0,0,0,0,0
318846,0,0,0,0,0
318847,0,0,0,0,0
318850,21,12,5,2,2
318853,71,19,26,14,12
318855,8,0,3,2,3
318856,63,30,31,1,1
318863,48,6,13,9,20
318870,60,17,24,9,10
318875,54,7,16,7,24
318878,32,7,16,5,4
318883,32,8,10,4,10
318887,28,7,3,5,13
318891,53,16,21,8,8
318896,0,0,0,0,0
318898,10,3,3,2,2
318901,8,1,2,2,3
318902,24,4,5,4,11
318906,33,5,10,11,7
318908,0,0,0,0,0
318909,94,61,17,6,10
318910,59,12,28,9,10
318911,38,10,16,6,6
318921,51,17,18,5,11
318923,85,28,15,19,23
318927,0,0,0,0,0
318928,0,0,0,0,0
318933,25,1,8,5,11
318936,60,14,8,13,25
318937,35,3,5,15,12
318938,93,9,19,21,44
318939,155,33,58,33,31
318941,94,5,18,31,40
318943,27,2,6,5,14
318944,72,4,13,21,34
318952,129,14,39,18,58
318953,47,4,18,12,13
318954,0,0,0,0,0
318960,52,8,17,8,19
318962,206,61,55,34,56
318963,271,81,80,52,58
318966,97,24,23,17,33
318967,18,5,5,2,6
318969,0,0,0,0,0
318970,39,11,10,6,12
318972,21,1,4,7,9
318973,58,19,16,7,16
318975,116,41,36,17,22
318976,281,51,84,57,89
318978,0,0,0,0,0
318981,84,19,20,17,28
318984,75,22,25,12,16
318989,0,0,0,0,0
318991,72,3,16,7,46
318996,4,3,0,0,1
318997,0,0,0,0,0
319000,97,16,38,17,26
319002,42,4,22,7,9
319003,55,8,19,8,20
319004,45,8,21,7,9
319005,26,3,8,9,6
319006,30,5,12,5,8
319012,31,5,10,4,12
319013,85,29,33,12,11
319019,53,24,16,7,6
319022,52,11,18,10,13
319026,28,10,9,4,5
319029,28,8,9,9,2
319034,33,8,14,4,7
319035,41,8,13,7,13
319036,41,9,16,10,6
319038,30,6,13,4,7
319039,77,23,21,14,19
319041,0,0,0,0,0
319043,33,17,9,5,2
319044,33,13,11,6,3
319045,61,23,26,7,5
319046,46,14,19,6,7
319047,100,19,44,17,20
319049,41,13,14,6,8
319050,118,62,37,15,4
319051,94,45,30,8,11
319052,98,45,37,9,7
319054,106,7,26,24,49
319055,44,7,6,7,24
319057,89,9,22,13,45
319062,0,0,0,0,0
319063,11,1,7,0,3
319064,0,0,0,0,0
319065,50,8,10,10,22
319066,29,7,4,9,9
319067,25,2,4,6,13
319068,193,74,40,25,54
319070,17,3,3,4,7
319073,135,31,43,24,37
319075,55,14,19,11,11
319076,203,16,34,57,96
319077,70,1,23,15,31
319078,49,3,18,9,19
319079,26,13,8,5,0
319080,99,8,19,21,51
319084,95,9,27,14,45
319087,33,3,11,5,14
319091,54,5,10,13,26
319096,38,2,13,5,18
319097,12,3,1,4,4
319098,38,5,2,9,22
319101,78,10,22,12,34
319111,337,98,119,68,52
319119,143,27,46,29,41
319120,75,14,23,8,30
319121,0,0,0,0,0
319123,52,8,22,7,15
319129,39,1,3,5,30
319131,144,36,31,29,48
319133,175,24,45,34,72
319143,36,9,12,4,11
319145,61,3,11,15,32
319149,56,0,15,16,25
319157,28,5,10,3,10
319158,94,23,31,15,25
319160,60,15,17,18,10
319164,28,6,5,2,15
319169,25,3,5,5,12
319171,2,1,0,1,0
319173,132,28,34,20,50
319175,34,2,6,8,18
319176,14,0,4,3,7
319179,30,4,8,4,14
319181,25,3,9,4,9
319182,46,1,8,8,29
319183,216,19,31,39,127
319189,178,45,54,28,51
319190,37,7,8,10,12
319191,25,2,8,6,9
319192,23,2,8,1,12
319194,48,11,18,7,12
319200,281,119,54,32,76
319203,48,9,7,9,23
319204,65,12,16,11,26
319206,128,53,61,12,2
319208,23,12,10,1,0
319210,43,10,6,10,17
319211,27,0,10,4,13
319212,77,21,30,12,14
319213,20,5,8,3,4
319214,43,10,12,10,11
319217,36,4,18,7,7
319218,31,13,13,3,2
319226,57,20,26,6,5
319227,54,34,14,5,1
319231,95,11,25,14,45
319233,26,3,7,6,10
319236,3,1,0,1,1
319238,17,1,4,2,10
319239,101,35,37,19,10
319241,23,4,13,2,4
319245,18,2,6,3,7
319246,51,6,13,14,18
319251,162,18,35,39,70
319253,25,2,14,2,7
319257,233,36,66,52,79
319262,14,1,6,0,7
319268,32,10,8,3,11
319269,33,9,8,3,13
319271,84,16,24,21,23
319272,22,2,5,2,13
319273,52,14,15,10,13
319277,26,2,7,7,10
319278,50,4,7,11,28
319280,93,24,26,12,31
319283,0,0,0,0,0
319285,6,1,3,1,1
319288,7,0,5,1,1
319292,47,4,13,10,20
319293,42,4,12,6,20
319296,125,28,31,23,43
319302,94,29,15,18,32
319304,113,30,28,21,34
319308,75,10,27,8,30
319309,76,13,34,9,20
319310,33,1,16,8,8
319312,67,26,16,14,11
319313,43,5,14,10,14
319314,23,1,13,3,6
319321,0,0,0,0,0
319322,22,5,9,3,5
319324,160,28,65,20,47
319328,0,0,0,0,0
319329,7,1,1,2,3
319343,36,3,8,6,19
319353,0,0,0,0,0
319354,187,115,57,8,7
319355,219,102,73,27,17
319356,48,5,15,9,19
319357,52,17,10,10,15
319358,54,13,12,10,19
319361,96,20,19,16,41
319362,0,0,0,0,0
319363,93,37,31,7,18
319365,35,9,10,5,11
319367,41,10,9,3,19
319368,28,7,9,3,9
319374,38,3,6,5,24
319375,5,0,1,0,4
319377,43,4,12,6,21
319378,31,6,7,4,14
319379,22,7,4,4,7
319380,27,3,2,9,13
319381,34,2,8,3,21
319382,39,4,6,5,24
319383,33,4,9,8,12
319385,38,3,8,7,20
319386,42,10,9,7,16
319387,49,8,11,7,23
319388,84,17,16,14,37
319389,30,4,8,2,16
319391,25,10,10,3,2
319395,60,18,25,10,7
319397,100,20,42,19,19
319400,29,7,5,5,12
319401,30,5,3,5,17
319406,66,33,23,5,5
319409,143,13,34,27,69
319412,43,17,17,4,5
319414,20,4,5,1,10
319417,32,15,10,3,4
319419,38,12,14,6,6
319422,129,47,36,21,25
