TAZ,hh_inc_30,hh_inc_30_60,hh_inc_60_100,hh_inc_100_plus,hh_wrks_0,hh_wrks_1,hh_wrks_2,hh_wrks_3_plus,pers_age_00_19,pers_age_20_34,pers_age_35_64,pers_age_65_plus,hh_kids_no,hh_kids_yes
200576,29.51501,76.73903,60.99769,258.74827,87.98074,186.90209,131.74318,19.37400,282.00000,158.00000,536.00000,235.00000,308.88353,117.11647
200577,236.62517,214.47303,510.50622,494.39557,373.91023,663.71744,339.09051,79.28182,920.00000,952.00000,1267.00000,304.00000,948.99056,507.00944
200578,32.49315,101.08980,153.43988,305.97717,152.28624,270.31898,138.10486,32.28992,390.89277,296.79302,604.55860,165.75561,386.50508,206.49492
200579,24.69018,74.07053,117.75315,160.48615,36.49681,120.31915,188.50000,31.68404,355.00000,249.00000,536.00000,122.00000,207.74271,169.25729
200580,13.36211,39.13189,99.26139,246.24460,59.71074,140.68538,147.12898,50.47491,318.19632,203.82209,558.57055,118.41104,229.93316,168.06684
200581,22.63200,157.44000,236.16000,198.76800,65.40309,235.50386,280.07290,34.02015,623.40636,429.71682,857.85033,196.02649,371.73942,243.26058
200582,96.00371,67.28465,93.54208,406.16955,171.83480,172.32159,247.28634,71.55727,514.00000,307.00000,925.00000,270.00000,379.84375,283.15625
200583,25.61765,21.67647,190.16176,164.54412,57.93880,166.67325,123.41757,53.97038,455.00000,298.00000,587.00000,85.00000,219.56306,182.43694
200584,108.95607,202.88372,135.25581,279.90439,122.27422,264.48446,293.28093,46.96039,533.00000,367.00000,878.00000,264.00000,452.93605,274.06395
200585,136.57886,174.11199,147.00473,203.30442,111.17367,240.47349,266.65570,42.69714,440.51429,447.31429,664.14286,185.02857,411.81669,249.18331
200586,41.00000,65.37838,123.00000,303.62162,81.33972,235.84433,178.21166,37.60429,439.00000,216.00000,747.00000,154.00000,312.82073,220.17927
200587,139.18723,118.30914,174.97823,252.52540,126.74830,287.51361,208.76190,61.97619,434.68721,402.57763,777.50839,169.22678,469.81675,215.18325
200588,16.88500,95.17000,127.40500,67.54000,46.85046,135.84279,102.64724,21.65951,227.00000,144.00000,351.00000,57.00000,180.18005,126.81995
200589,910.55198,460.45725,505.20456,623.78622,651.73527,911.01695,656.77966,280.46812,2326.70787,2204.35955,2576.40449,483.52809,1423.00000,1077.00000
200590,135.98651,52.05734,135.98651,305.96965,103.08438,292.73090,199.34436,34.84036,510.00000,397.00000,798.00000,164.00000,410.07679,219.92321
200593,11.80791,78.36158,98.75706,191.07345,44.43207,113.83073,119.75501,101.98218,372.00000,279.00000,616.00000,151.00000,185.69161,194.30839
200595,44.32584,80.77154,89.63670,311.26592,59.58073,172.07270,193.85968,100.48690,566.05201,317.28489,899.30374,191.35936,249.22918,276.77082
200596,55.49257,50.25743,77.48020,239.76980,77.17552,108.43649,175.19169,62.19630,461.36077,359.72498,669.45540,137.45884,244.78015,178.21985
200597,109.41026,31.26007,162.73626,198.59341,58.69710,150.37639,158.20267,134.72383,600.42305,389.79732,928.87889,192.90075,245.30839,256.69161
200598,72.67717,190.07874,205.73228,383.51181,172.02867,317.93070,320.98447,41.05615,619.13953,340.38372,1039.74419,275.73256,519.02275,332.97725
200599,105.06140,72.45614,116.83553,118.64693,113.93103,145.34010,129.73311,23.99575,303.00000,235.00000,498.00000,112.00000,237.34282,175.65718
200600,94.99237,103.93282,244.74504,288.32977,192.56743,311.27672,186.96104,41.19481,269.00000,593.00000,594.00000,124.00000,540.77191,191.22809
200601,34.88136,93.01695,81.38983,133.71186,90.23310,145.85781,87.60606,19.30303,189.17647,131.31373,437.56863,151.94118,253.39449,89.60551
200602,30.48276,84.33563,112.78621,214.39540,86.61188,170.70923,176.01770,8.66119,251.00000,182.00000,535.00000,127.00000,307.32584,134.67416
200603,1.50811,0.73784,0.38919,0.36486,0.49708,1.28783,0.94836,0.26673,0.60000,2.30000,1.60000,2.50000,2.06954,0.93046
200604,242.86339,340.60109,200.41166,300.12386,245.12304,417.63610,323.39762,97.84323,653.00000,929.00000,893.00000,270.00000,679.06346,404.93654
200605,180.80972,57.53036,239.51417,102.14575,131.15439,223.45843,173.03563,52.35154,453.75342,442.87671,635.10959,156.26027,363.33654,216.66346
200606,303.34897,562.51242,732.79071,683.34790,407.21553,1167.88220,616.29930,90.60297,914.00000,861.00000,2562.00000,957.00000,1773.00000,509.00000
200607,79.83607,80.97658,189.32553,136.86183,75.45070,209.20423,155.18838,47.15669,284.00000,362.00000,491.00000,93.00000,352.62797,134.37203
200608,67.29860,164.76553,247.14830,99.78758,123.98904,290.65339,147.92181,16.43576,261.00000,406.00000,486.00000,163.00000,472.05259,106.94741
200609,54.45283,120.42453,100.52830,168.59434,68.78873,190.73239,141.48592,42.99296,143.00000,351.00000,337.00000,29.00000,321.49244,122.50756
200610,144.05073,82.87850,244.68892,267.38184,86.55824,412.77912,180.83197,58.83067,280.80998,748.60269,519.62764,78.95969,571.49333,167.50667
200611,53.94366,96.01972,107.88732,125.14930,59.33803,164.52817,122.04754,37.08627,224.00000,295.00000,398.00000,55.00000,277.32343,105.67657
200612,36.66667,28.41667,56.83333,285.08333,70.78261,180.25971,117.26319,38.69449,200.00000,165.00000,496.00000,138.00000,288.23299,118.76701
200613,153.49837,63.20521,76.74919,168.54723,98.93426,231.92032,118.03088,13.11454,233.00000,354.00000,469.00000,84.00000,376.66372,85.33628
200614,144.17409,152.13299,290.66081,402.03211,117.69100,317.46900,359.00700,194.83300,1042.53107,746.74949,1712.94043,391.77901,508.00000,481.00000
200615,126.72000,71.04000,60.48000,29.76000,49.58242,81.75824,110.50549,46.15385,343.00000,307.00000,367.00000,87.00000,100.06780,187.93220
200616,20.34337,71.20181,113.73795,715.71687,207.78659,349.86768,283.60061,79.74512,727.00000,310.00000,1363.00000,239.00000,538.75122,382.24878
200617,0.00000,11.76093,85.46272,207.77635,67.11160,73.30057,126.48700,38.10082,215.43379,139.65753,414.83562,167.07306,187.14099,117.85901
200618,135.88100,264.86948,97.47985,14.76967,119.50262,200.78594,125.96222,66.74921,814.51948,598.68290,639.92749,87.87013,210.29814,302.70186
200619,164.93452,55.88690,74.97024,162.20833,99.57279,154.58153,146.74800,57.09768,515.07143,342.39286,584.14286,198.39286,264.70724,193.29276
200620,0.00000,38.97436,48.71795,387.30769,78.51916,197.11580,186.48300,12.88205,361.00000,105.00000,622.00000,270.00000,298.76691,176.23309
200621,137.31086,124.37578,93.53059,441.78277,130.64355,404.57356,212.94650,48.83639,583.00000,740.00000,762.00000,87.00000,539.13210,257.86790
200622,209.90569,76.49106,321.08455,486.51870,179.32753,555.33686,292.30047,67.03515,402.00000,1249.00000,429.00000,266.00000,740.03829,353.96171
200623,98.97931,133.24138,243.64138,490.13793,199.50562,423.82022,298.74157,43.93258,324.00000,602.00000,890.00000,145.00000,700.42602,265.57398
200624,50.96330,90.80734,228.87156,235.35780,100.17391,251.47826,237.91304,16.43478,482.00000,206.00000,699.00000,236.00000,381.16368,224.83632
200625,91.80848,199.76845,264.37441,527.04867,179.02368,449.42402,425.18123,29.37107,616.69412,600.01176,1158.17647,275.11765,681.18856,401.81144
200626,199.13373,112.76248,122.35928,166.74451,82.78533,207.50089,258.03220,52.68157,606.00000,449.00000,882.00000,199.00000,324.00000,277.00000
200627,35.75741,35.75741,42.25876,288.22642,102.51807,124.31325,159.42771,15.74096,225.33846,88.16923,463.10769,282.38462,260.64162,141.35838
200628,7.17133,40.97902,62.49301,182.35664,42.22902,121.48075,89.95360,39.33662,259.05377,191.28396,423.67594,96.98632,160.02979,132.97021
200629,47.65995,119.59950,64.74559,124.99496,69.95575,137.88053,142.16814,6.99558,210.65060,205.84337,366.81928,114.68675,248.22472,108.77528
200630,45.12102,128.49682,295.24841,301.13376,97.17017,290.77438,266.48184,115.57361,713.00000,486.00000,1078.00000,179.00000,430.67797,339.32203
200631,17.61308,84.76294,56.14169,245.48229,49.29675,171.22599,154.59928,28.87798,334.47887,235.97183,581.16901,116.38028,224.41168,179.58832
200632,43.92973,9.19459,96.03243,228.84324,91.55005,117.18407,135.90097,33.36491,380.00000,238.00000,565.00000,103.00000,219.87721,158.12279
200633,11.83962,26.04717,75.77358,137.33962,30.62744,106.38051,96.05054,17.94152,262.00000,174.00000,332.00000,64.00000,139.42409,111.57591
200634,26.26479,36.58310,79.73239,190.41972,54.48746,154.72919,105.36773,18.41562,228.00000,118.00000,407.00000,167.00000,216.75487,116.24513
200635,45.07463,123.50448,144.23881,291.18209,92.17485,267.26074,201.95092,42.61350,465.00000,212.00000,861.00000,215.00000,354.49104,249.50896
200636,57.77477,45.78378,88.29730,50.14414,36.83990,123.11724,69.76290,12.27997,157.00000,74.00000,333.00000,112.00000,162.42490,79.57510
200637,307.38981,350.72674,260.02155,110.86190,156.64567,523.50262,296.63648,52.21522,715.80331,735.34278,1013.68930,243.16461,690.64141,338.35859
200638,182.02163,165.47421,88.57737,148.92679,89.05512,297.61811,168.64173,29.68504,338.50602,380.60241,527.57831,138.31325,392.63870,192.36130
200639,146.87340,138.76383,236.07872,325.28404,189.25156,297.11172,307.36836,53.26836,323.00000,353.00000,747.00000,352.00000,614.88788,232.11212
200640,67.99756,140.51095,172.34666,374.14484,77.58893,220.83004,299.41370,157.16733,762.71394,609.91829,1176.31975,359.04802,417.00000,338.00000
200641,110.65494,239.19350,200.07307,276.07848,158.48243,337.83498,247.83261,81.84998,842.00000,752.00000,947.00000,117.00000,497.92209,328.07791
200642,306.94076,253.16612,216.96891,561.92422,561.69915,338.53249,375.41172,63.35664,583.36364,341.31818,1371.72727,870.59091,1042.00000,297.00000
200643,136.10175,242.87122,229.96502,129.06200,119.74172,220.54470,221.76656,175.94702,1191.89831,948.22881,1249.94068,314.93220,294.59755,443.40245
200645,56.77997,62.18759,176.64880,343.38364,72.38039,209.03888,235.50634,122.07439,782.38891,549.41363,1080.38293,261.81452,302.77082,336.22918
200646,58.60465,58.60465,165.06977,347.72093,55.39130,181.39130,224.00000,169.21739,683.51733,576.29804,1159.04611,275.13851,317.07042,312.92958
200647,39.45699,28.87097,47.15591,242.51613,91.29719,110.70683,141.97791,14.01807,251.44186,82.30233,434.29070,149.96512,232.11368,125.88632
200648,34.37500,54.16667,177.08333,334.37500,94.21965,227.74566,206.93642,71.09827,576.35203,359.77911,975.25481,174.61405,314.20455,285.79545
200649,70.41667,101.83333,189.58333,340.16667,104.95475,273.43475,232.46557,91.14492,723.21656,548.79618,1103.96815,327.01911,383.16522,318.83478
200650,175.64028,284.55781,237.17188,289.63003,92.35557,407.16762,394.31814,93.15867,1125.11333,889.50667,1545.26000,252.12000,483.41274,503.58726
200651,13.76404,84.55056,219.24157,207.44382,84.95851,133.31950,176.88797,129.83402,597.98907,361.64481,890.37158,263.99454,278.14861,246.85139
200652,86.63052,74.25473,120.22194,419.89281,89.09907,277.77944,227.98879,106.13271,616.00000,501.00000,1030.00000,279.00000,377.42583,323.57417
200653,94.12807,32.27248,80.68120,121.91826,41.81682,130.37009,107.00187,49.81121,308.00000,244.00000,535.00000,148.00000,177.13709,151.86291
200654,220.76190,181.06349,118.12698,90.04762,114.90116,258.47072,217.74338,18.88474,374.00000,485.00000,592.00000,116.00000,436.17349,173.82651
200656,164.77888,123.06271,236.73927,423.41914,166.76208,414.36136,336.91592,29.96064,909.00000,465.00000,1266.00000,265.00000,544.00000,404.00000
200657,61.40891,47.01619,48.93522,553.63968,125.07156,310.77102,252.68694,22.47048,570.00000,181.00000,1065.00000,275.00000,408.00000,303.00000
200658,116.21359,91.31068,199.22330,448.25243,178.47358,351.92759,209.14873,115.45010,754.12505,460.03414,1258.59508,389.24573,535.87185,319.12815
200659,49.92744,181.95778,184.17678,424.93799,207.16941,314.60485,261.07967,58.14606,805.17241,364.27586,1161.55172,193.00000,511.15912,329.84088
200660,113.05556,25.69444,180.88889,272.36111,114.59010,253.50495,161.77426,62.13069,398.66667,249.33333,787.33333,224.66667,337.83634,254.16366
200661,62.42466,83.23288,30.71689,257.62557,89.06077,134.61878,150.71823,59.60221,301.11070,137.17343,655.01476,176.70111,262.71104,171.28896
200662,43.53460,146.69267,240.38670,964.38602,113.91260,537.50718,586.16332,157.41691,1561.00000,535.00000,2174.00000,349.00000,680.00418,714.99582
200663,172.55914,27.29749,122.83871,221.30466,104.77037,240.88230,152.67819,45.66914,329.00000,260.00000,597.00000,100.00000,373.34194,170.65806
200664,27.72036,136.86930,58.03951,62.37082,54.32432,127.50000,94.66216,8.51351,157.00000,100.00000,297.00000,101.00000,226.51197,58.48803
200665,177.42624,304.15928,292.54208,392.87240,98.38081,434.79797,469.85320,163.96802,1752.94476,879.26327,1683.50341,273.28856,511.34985,655.65015
200666,180.87859,287.55059,197.57508,204.99574,73.42733,324.51502,350.67878,122.37888,838.59155,723.83099,888.95775,148.61972,381.65015,489.34985
200667,119.56349,169.76190,105.87302,64.80159,93.67863,165.69747,172.73690,27.88699,543.36283,415.71681,549.18584,151.73451,186.43529,273.56471
200668,134.58590,185.66960,99.22026,249.52423,145.44584,225.79704,214.35462,83.40251,538.79747,369.98734,750.59494,192.62025,386.65752,282.34248
200669,108.37900,111.83790,29.97717,254.80594,143.19050,165.69540,147.64202,48.47209,426.00000,267.00000,720.00000,165.00000,300.82592,204.17408
200670,24.59193,171.11883,140.37892,120.91031,125.32526,139.89796,135.81760,55.95918,392.00000,234.00000,622.00000,185.00000,271.60851,185.39149
200671,119.77037,185.73086,262.97407,134.52469,152.83770,237.27252,225.24857,87.64120,932.08554,612.75400,986.24989,179.91057,406.30827,296.69173
200672,94.97990,76.44724,30.11558,259.45729,108.17620,206.34322,119.14781,27.33278,403.25000,122.62500,632.50000,170.62500,267.46011,193.53989
200673,68.88606,123.79873,166.60468,462.71053,192.88685,367.92651,212.45010,48.73653,660.07330,313.03765,935.90257,324.98648,476.90284,345.09716
200675,0.00000,31.64162,60.49133,229.86705,116.80671,82.98676,106.29126,15.91527,212.00000,50.00000,348.00000,240.00000,202.51948,119.48052
200676,591.85012,379.44262,406.48456,471.22271,334.70584,835.51570,584.48632,94.29213,1443.29586,1183.95858,2059.02959,285.71598,1084.80523,764.19477
200677,0.00000,114.54545,28.63636,126.81818,59.05468,119.11029,84.57831,7.25672,186.00000,78.00000,352.00000,100.00000,164.13885,105.86115
200678,27.17841,93.61454,84.55507,251.65198,154.16266,150.17140,147.67686,4.98908,386.00000,80.00000,592.00000,242.00000,271.11014,185.88986
200679,183.92181,163.26749,522.25926,803.55144,144.27356,857.99772,602.89149,67.83724,1270.56098,1180.85824,1857.10413,259.47666,986.00000,687.00000
200680,32.35437,89.75728,118.98058,403.90777,68.59348,246.99185,293.73499,35.67967,616.07545,407.14286,867.21645,235.56524,389.87305,255.12695
200681,67.51659,134.08225,169.26696,288.13420,188.40975,233.55863,204.47233,32.55929,597.00000,495.00000,966.00000,198.00000,440.47818,218.52182
200682,13.22495,76.04348,190.65974,303.07183,56.43936,186.06383,291.50000,48.99681,544.64764,349.09751,851.51716,190.73769,321.25729,261.74271
200683,0.00000,48.38462,156.92308,304.69231,76.51376,180.27523,188.53211,64.67890,427.64721,311.44426,664.49432,142.41422,294.63797,215.36203
200684,30.13216,72.15859,225.99119,211.71806,57.42710,206.78388,245.91767,29.87136,480.23193,323.11311,756.54605,221.10891,326.40535,213.59465
200685,40.53488,29.91860,14.47674,330.06977,113.85897,139.39744,147.91026,13.83333,323.00000,90.00000,580.00000,231.00000,235.77174,179.22826
200686,10.60563,16.79225,28.28169,446.32042,103.79887,198.76734,175.44175,23.99203,297.86031,198.06011,472.02255,315.05704,368.25609,133.74391
200687,67.13636,121.80455,67.13636,376.92273,173.66923,212.62308,225.60769,21.10000,532.00000,110.00000,883.00000,285.00000,359.62293,273.37707
200688,20.14458,44.86747,57.68675,257.30120,81.60170,165.35790,103.41602,29.62438,251.67368,72.81053,526.71579,192.80000,248.05195,131.94805
200689,108.80342,32.06838,52.68376,342.44444,115.10135,233.24167,145.87101,41.78597,317.00000,140.00000,690.00000,201.00000,349.88380,186.11620
200690,44.00000,28.00000,147.00000,72.00000,37.83000,113.68400,88.85200,50.63400,297.00000,220.00000,367.00000,100.00000,135.86831,155.13169
200692,13.35326,51.35870,67.79348,245.49457,58.42902,154.12145,108.80915,56.64038,359.00000,248.00000,631.00000,145.00000,200.43631,177.56369
200693,8.57143,38.57143,123.42857,171.42857,54.23971,77.42615,165.61743,44.71671,407.87194,281.37672,537.49847,82.25287,151.00239,190.99761
200694,69.67742,116.12903,98.70968,195.48387,45.10553,167.63819,172.22111,95.03518,653.93301,466.50718,867.24880,175.31100,224.86712,255.13288
200695,17.93824,141.61765,74.58529,86.85882,66.53715,89.19316,102.54829,62.72140,476.43523,396.68996,511.29694,125.57787,133.27782,187.72218
200696,144.47023,115.14168,116.22793,153.16016,62.23529,161.68973,145.82584,159.24913,849.48201,603.08633,940.73381,200.69784,211.94276,317.05724
200697,79.86885,65.60656,64.18033,138.34426,18.45175,111.81760,149.82821,67.90244,476.17892,340.68039,656.38166,150.75903,167.79243,180.20757
200698,76.98282,181.57904,116.31100,112.12715,79.01656,145.53560,146.34189,116.10596,868.00000,624.00000,827.00000,140.00000,194.40245,292.59755
200699,71.59437,87.98344,80.22020,281.20199,78.09539,192.78092,190.32338,59.80031,394.64843,404.82162,844.75615,279.77380,288.10091,232.89909
200700,192.32561,170.01159,183.82503,370.83778,137.45388,339.30922,334.98375,105.25314,833.00000,829.00000,1109.00000,212.00000,507.07972,409.92028
200702,70.02408,157.32683,227.35092,338.29817,118.56000,308.88000,262.60000,102.96000,713.07574,500.67169,1223.42390,289.82868,432.83478,360.16522
200703,120.48775,185.70588,240.97549,354.83088,89.07176,296.31205,400.82291,115.79329,875.50882,770.60731,1290.77277,172.11110,513.94366,388.05634
200705,38.66119,0.00000,133.16632,351.17248,68.53103,180.79569,165.46638,108.20690,433.69322,376.69976,818.41527,237.19176,288.99159,234.00841
200706,98.73418,208.98734,50.18987,32.08861,71.31677,214.52893,77.68175,26.47255,275.45853,279.54304,388.44914,128.54930,245.04425,144.95575
200707,72.46325,104.81292,116.45880,287.26503,106.24369,319.59310,115.72589,39.43731,367.36842,458.54386,593.22807,88.85965,365.05310,215.94690
200708,230.05470,219.46641,258.93186,294.54702,213.63900,320.45850,425.77350,43.12900,577.79230,494.39529,1042.56886,460.24354,718.60639,284.39361
200709,212.91994,289.74672,171.21397,80.11936,137.87908,414.75593,150.18472,51.18027,641.76596,791.87234,608.17021,114.19149,473.75221,280.24779
200710,338.15977,302.82964,121.13186,111.87873,159.82270,480.76484,174.08680,59.32567,730.59644,638.47548,958.60935,199.31874,549.15044,324.84956
